anime_id,members
4211,2687
4214,412094
4224,2152379
4240,2579
4242,1433
4244,1440
4262,47684
4264,7109
4286,1639
4314,663
4316,621
4331,843
4332,1087
4334,40434
4339,2291
4362,10264
4375,2890
4382,519456
4383,1732
4411,1755
4415,51621
4416,3928
4427,1544
4439,2132
4443,5318
4444,2654
4459,1978
4468,945
4470,842
4477,122905
4483,26979
4486,3160
4503,8050
4504,919
4511,1041
4514,2359
4515,1744
4532,3754
4536,1445
4547,396
4548,155020
4549,12314
4550,44443
4551,123358
4553,482
4554,1352
4563,2153
4574,1060
4581,121783
4584,2051
4586,1793
4591,5311
4597,1196
4598,539
4599,1036
4614,1034
4615,1595
4616,1102
4618,47360
4651,4333
4654,798688
4657,16631
4662,20237
4663,4588
4667,5074
4684,511
4690,10489
4709,674
4719,98263
4720,119631
4722,264570
4723,2124
4725,235428
4726,74332
4737,1245
4742,1375
4744,150306
4752,362066
4773,2509
4782,865
4789,163026
4800,1923
4801,859
4807,1391
4808,2480
4810,6340
4814,177813
4823,3450
4853,2736
4879,61446
4884,121725
4896,217035
4898,1154107
4903,35408
4905,900
4908,4876
4928,1728
4929,1777
4933,1611
4935,2331
4936,11002
4940,629
4962,5073
4975,284206
4981,161728
4999,204559
5005,22121
5018,786
5022,1157
5023,2218
5027,6297
5028,69702
5030,175026
5032,9008
5034,75915
5039,95731
5040,232491
5041,43359
5052,1944
5070,2794
5071,1278
5074,51398
5075,3813
5079,119878
5081,1371827
5082,3634
5088,943
5089,456
5091,1894
5104,1194
5112,122655
5114,3236324
5129,1178
5131,1095
5132,7525
5140,579
5141,20823
5143,1550
5150,99941
5153,3512
5155,14433
5162,66290
5184,466
5189,900
5197,1993
5200,3836
5201,1116
5203,1915
5217,2002
5220,59575
5223,879
5226,18745
5231,208226
5233,32067
5234,788
5235,1269
5241,644
5249,1553
5250,2658
5258,274857
5262,102064
5267,4242
5273,1729
5274,2061
5276,1828
5277,238354
5278,1013
5287,848
5292,2532
5300,243112
5304,2626
5307,25823
5311,1612
5337,65371
5341,481706
5342,100543
5343,2347
5344,1060
5355,159449
5356,226662
5374,531
5375,1245
5395,1560
5397,4545
5420,84579
5440,2818
5454,25382
5468,448
5473,544
5474,1009
5475,1029
5476,1694
5477,677
5478,566
5485,15439
5494,7408
5504,24241
5505,10319
5507,130366
5520,3456
5525,210374
5530,425753
5534,945
5594,408
5597,53436
5600,841
5618,1788
5628,1059
5630,555835
5636,952
5658,5792
5670,20103
5671,92557
5675,45863
5678,164472
5680,1028866
5682,329467
5684,16423
5688,4562
5690,126254
5702,40193
5712,6562
5725,10061
5734,69773
5760,20551
5763,2048
5809,929
5810,631
5821,694
5829,1133
5830,3250
5832,6308
5833,1065
5834,2827
5835,68193
5841,503
5854,2893
5883,4416
5886,698
5891,1965
5908,1582
5909,192200
5914,38968
5935,1016
5938,2495
5940,182650
5941,122282
5945,13438
5953,3530
5958,471530
5962,90307
5967,7604
5968,6674
5973,34853
5983,6021
5984,46053
5992,2738
5997,2429
6008,12253
6012,1213
6023,70832
6024,29673
6030,140741
6033,379090
6045,913014
6055,3633
6056,2045
6067,1690
6069,4314
6075,1361
6077,992
6087,1462
6093,1530
6098,42926
6112,31694
6114,386667
6116,3161
6117,8203
6119,2344
6129,28433
6130,4520
6131,2610
6149,5532
6164,98492
6165,50611
6166,198560
6195,608
6201,224053
6203,73101
6205,284073
6211,292620
6213,596919
6261,642
6262,1899
6277,1545
6303,3928
6311,1085
6324,238433
6347,626559
6374,2416
6375,2361
6377,105721
6381,82829
6383,4220
6397,920
6425,21046
6428,1396
6444,119783
6448,956
6452,1653
6468,1271
6472,2088
6481,799
6482,753
6500,323784
6509,5808
6511,2706
6512,261638
6520,751
6523,944
6525,3146
6547,2033976
6560,10451
6571,1476
6573,406636
6574,92124
6582,7962
6583,665
6586,80456
6594,551531
6604,4896
6609,17119
6625,1187
6629,1003
6633,54286
6634,69226
6636,1793
6645,47623
6658,820
6672,1339
6674,1196
6676,61467
6682,234852
6701,559
6702,1702518
6707,555517
6712,20663
6727,566
6730,457
6731,853
6746,1378417
6747,225955
6758,64424
6771,578
6773,234315
6774,91873
6779,1085
6798,1109
6802,159744
6811,276737
6822,632
6868,962
6875,28982
6880,1213522
6889,1086
6895,166316
6899,2499
6900,1617
6901,3643
6902,2612
6907,678
6917,881
6918,26813
6919,27116
6920,27962
6947,1493
6956,427235
6970,1086
6971,2579
6973,44809
6974,102497
6979,31409
6980,16258
6981,873
6989,864
7004,2462
7048,1749
7054,1219928
7058,98759
7062,27366
7079,72715
7081,9871
7082,72555
7088,516936
7103,19260
7106,1281
7109,671
7148,216259
7152,8438
7160,2636
7175,685
7176,3444
7177,572
7189,620
7193,217289
7211,422
7245,1023
7247,809
7307,2541
7334,47571
7395,1874
7405,830
7419,458
7448,597
7452,555
7463,11268
7479,1575
7505,1066
7522,1704
7525,558
7551,944
7561,3671
7575,1441
7580,49976
7588,91158
7590,137747
7592,267842
7593,566029
7605,666
7619,3877
7625,728
7627,106208
7629,312
7639,471
7643,2779
7645,31239
7647,348789
7655,61703
7661,69444
7662,131767
7674,609805
7681,631
7720,43981
7723,3365
7724,588313
7750,629
7751,885
7761,2499
7768,44478
7769,274308
7779,1090
7785,437631
7791,678912
7793,1898
7808,848
7817,384891
7845,784
7867,2177
7904,2634
7955,1157
7956,643
7960,1229
7980,558
7981,692
8011,1194
8025,599
8041,1127
8057,20669
8065,801
8074,1474415
8086,296204
8123,2127
8129,231306
8130,881
8139,1098
8140,1659
8143,357
8158,1154
8179,586
8182,778
8183,610
8184,645
8189,1104
8191,444
8194,1430
8195,509
8206,10507
8213,873
8215,1789
8216,1865
8217,11979
8220,761
8234,6611
8235,2653
8239,610
8240,898
8241,40539
8244,329
8277,179584
8285,1194
8287,4787
8311,62878
8336,880
8345,460
8353,542
8373,3566
8375,1168
8394,6391
8407,287153
8409,1201
8410,51967
8415,829
8424,233979
8425,536785
8426,127852
8436,1668
8449,87375
8476,121848
8478,468
8501,506
8503,3361
8516,366217
8520,399
8521,374
8525,617465
8536,115829
8538,2983
8542,2944
8553,1237
8557,196276
8595,440
8624,48759
8630,370432
8675,484159
8676,373829
8685,471
8687,18963
8726,62391
8753,794
8763,869
8764,854
8765,1969
8769,674845
8777,878
8786,816
8795,383807
8799,771
8812,2007
8815,1573
8829,663
8832,497
8841,617237
8853,986
8861,486656
8879,542
8890,1539
8891,836
8897,623
8899,868
8900,689
8915,147048
8917,73715
8934,112785
8937,452625
8956,798
8960,1367
8961,3426
8964,2372
8999,523
9013,1521
9015,624
9028,728
9041,628152
9061,980
9065,85274
9070,458
9074,162390
9106,990
9107,100517
9119,913
9175,571
9181,328185
9200,2131
9241,9760
9253,2487111
9284,829
9289,326710
9314,82427
9330,170718
9331,135725
9345,1012
9346,4210
9367,320039
9371,529
9379,300517
9383,545
9391,800
9395,1700
9424,732
9426,534
9433,784
9438,933
9441,41111
9455,537
9479,119390
9493,18194
9510,45319
9513,585208
9518,640
9520,984
9522,688
9533,384
9539,53036
9540,473
9561,1851
9562,382
9587,89583
9598,28794
9613,1249
9624,63255
9627,1520
9656,463804
9693,21686
9712,65273
9736,144307
9750,131086
9756,1254069
9768,934
9770,1120
9776,98794
9781,846
9799,1741
9806,3530
9807,358
9810,1260
9811,459
9812,440
9821,329
9822,614
9834,93544
9856,545
9863,221842
9868,386
9881,775
9882,1475
9883,6242
9884,3647
9885,602
9893,15648
9900,1049
9902,227
9903,281
9905,894
9906,766
9916,1453
9919,1879440
9922,87212
9926,215136
9934,22225
9936,287810
9938,58118
9941,223906
9947,833
9948,404
9949,284
9950,589
9952,695
9955,277
9956,195
9969,538045
9978,1100
9981,107535
9989,1574172
9996,27665
10014,5704
10015,75885
10030,347698
10033,126469
10049,160711
10073,135199
10079,174130
10080,384598
10087,1468953
10109,24462
10110,485470
10135,692
10136,478
10137,406
10138,508
10155,186213
10156,77726
10161,427567
10162,485723
10163,307623
10165,869404
10177,5035
10187,45225
10194,913
10197,27948
10210,732
10213,298595
10216,77068
10217,8619
10224,1190
10232,46734
10236,410
10237,308
10239,303
10241,782
10242,268
10250,1592
10257,21805
10271,188968
10278,151009
10282,813
10308,46907
10319,1275
10321,196183
10324,3162
10336,45246
10338,7931
10346,1543
10347,1393
10348,8284
10349,717
10357,187217
10359,5276
10360,763
10370,46293
10372,71828
10378,96913
10379,247141
10396,323025
10397,153523
10444,27368
10447,105333
10456,178060
10459,1128
10460,182630
10465,77696
10490,359958
10495,332507
10506,835
10507,79881
10513,2936
10521,260669
10524,1468
10525,813
10526,1985
10527,2315
10528,2140
10533,623
10539,421
10540,1123
10541,687
10554,1429
10562,1090
10568,236253
10572,81077
10578,174939
10588,259524
10607,784
10611,89882
10620,1970839
10623,1046
10633,367
10671,24118
10705,494
10706,371
10709,600
10719,796174
10721,295579
10774,771
10790,374372
10793,1193784
10797,528
10798,149822
10800,450747
10802,742
10808,31899
10810,8175
10815,631
10838,12002
10847,837
10855,350
10856,345
10869,3323
10870,12295
10884,36497
10887,486
10889,584
10908,893
10953,289
10958,8433
10965,555
10987,511
10989,455
10995,374
10997,441
11013,496162
11017,2191
11021,94241
11061,2720672
11079,119309
11111,1628636
11123,154647
11177,8291
11179,191715
11197,331
11203,458
11213,623
11227,71129
11235,166338
11239,23280
11241,146468
11245,651
11268,1150
11275,889
11285,348609
11307,1159
11319,412407
11341,18359
11371,62602
11385,26083
11405,672
11421,470
11433,379980
11457,19913
11491,54135
11497,380
11499,603180
11521,1087
11525,479
11533,684
11541,1125
11545,727
11547,5529
11589,495
11595,3873
11597,718722
11609,486
11615,13312
11617,1392679
11633,676255
11665,239765
11697,73906
11703,326545
11733,392
11739,87264
11741,1091757
11751,116152
11757,2995694
11759,704173
11761,250586
11763,57706
11769,32070
11771,1174535
11783,103397
11785,350469
11809,5739
11829,991
11835,1412
11837,134339
11841,1324
11843,804488
11857,663
11859,42286
11873,890
11887,817568
11919,1240
11933,291675
12021,20816
12031,208731
12039,966
12119,43205
12123,8313
12139,879
12145,2080
12149,61120
12175,244336
12181,404
12185,318
12189,1337883
12191,42600
12243,781
12281,28520
12291,314454
12293,383794
12321,26485
12359,608
12361,1345
12365,324558
12367,44045
12391,459
12393,1107
12403,182746
12413,354548
12431,189642
12445,394809
12461,111001
12467,307665
12471,95073
12481,1948
12483,1719
12487,82066
12531,377151
12549,411873
12611,24517
12613,282
12651,6345
12677,15166
12679,174050
12711,111469
12753,48023
12763,990
12765,590
12767,679
12771,488
12781,381
12793,366
12809,408
12815,92866
12835,539
12863,9111
12875,26667
12883,166943
12887,686
12897,711
12929,48472
12951,1438
12963,4267
12967,204221
12979,96056
13029,2679
13115,57204
13125,764768
13139,7308
13141,9686
13143,4410
13145,24961
13159,9383
13161,417120
13163,10777
13165,343
13167,404
13177,698
13179,485
13185,8788
13201,17433
13203,62186
13207,585
13231,14739
13261,57361
13307,1116
13331,188393
13333,159458
13349,29285
13367,208777
13377,29724
13409,25052
13431,624
13455,437
13457,397
13459,311
13463,406
13465,394
13503,393
13505,376
13535,228690
13551,767
13585,81959
13599,176363
13601,1593680
13655,287881
13659,429597
13663,364036
13679,5224
13759,1221712
13769,1057
14045,32565
14075,587737
14093,67896
14131,294006
14199,298071
14211,919
14213,761
14227,1054331
14237,37196
14277,20640
