anime_id,members
14283,65783
14289,640587
14333,6445
14345,842850
14355,83400
14397,230472
14467,748095
14511,56927
14513,1021329
14515,81423
14527,140857
14563,5816
14623,376
14645,52852
14653,55799
14693,5122
14713,635612
14719,1606855
14741,1324425
14749,543584
14765,112460
14811,172585
14813,1395938
14827,30102
14829,271107
14833,474197
14913,2668
14921,110184
14941,36321
14967,524034
14989,5499
15043,10994
15045,12346
15051,441101
15059,142422
15061,42438
15069,275
15085,292470
15109,103405
15119,134388
15125,65746
15225,443875
15313,11927
15315,574593
15377,98641
15379,331802
15417,315361
15451,894645
15479,507
15489,39372
15545,1462
15547,3512
15565,153302
15579,1107
15583,1005870
15605,181066
15611,22528
15613,113270
15651,35843
15689,543076
15699,179106
15731,20416
15749,783
15751,115022
15787,841
15793,58686
15795,1669
15809,1529426
15863,54864
15865,703
15873,534
15875,847
15883,26854
15897,379
15905,1371
15911,106481
15913,575
15915,713
15957,440
16005,150250
16009,218587
16011,478958
16027,1331
16035,213535
16049,380860
16051,37805
16067,591739
16123,35484
16131,901
16157,150746
16159,647
16169,30116
16201,218989
16211,10920
16241,38061
16303,676
16317,14190
16347,2180
16353,199351
16355,110598
16385,73364
16393,708
16397,123775
16405,19313
16417,415183
16419,25936
16454,718
16486,709
16498,3815570
16512,165590
16518,71798
16524,331741
16526,569
16530,811
16592,921009
16650,553
16668,166556
16696,536
16706,339795
16726,2674
16732,181001
16742,639629
16890,115441
16894,834346
16906,2066
16908,381
16910,41189
16918,287938
16982,44662
17074,655628
17080,22032
17082,86590
17086,490
17088,618
17090,481
17092,989
17102,337
17106,408
17115,46822
17127,2672
17141,1253
17147,1989
17211,1389
17247,321068
17249,13025
17265,1094621
17267,10768
17291,877
17315,348
17353,1169
17389,120489
17423,620
17457,459
17467,1232
17487,371
17497,3743
17505,89961
17513,341523
17521,742
17549,417730
17599,341
17601,484
17613,424
17619,610
17623,432
17624,395
17651,53866
17667,670
17669,589
17671,732
17681,28202
17687,571
17703,1049
17705,4183
17707,1542
17727,4027
17729,601991
17731,11097
17733,1002
17741,149433
17777,168806
17821,53877
17827,135471
17831,146891
17849,10237
17873,44126
17893,483
17895,1010192
17909,165006
17917,4941
17919,35806
17969,1442
18001,164114
18005,511
18007,646
18041,77385
18055,62723
18095,188034
18097,47755
18099,23184
18115,825059
18119,217783
18121,31200
18133,915
18137,548
18139,228027
18153,1142695
18155,979
18179,228737
18191,425
18195,163764
18205,2243
18227,590
18229,182083
18241,568
18245,241952
18247,385823
18277,629165
18295,92459
18365,1077
18391,2095
18411,56944
18447,795
18465,52457
18469,332
18495,50676
18497,123473
18507,785319
18523,56510
18573,386
18635,788
18671,725042
18677,301122
18679,1682803
18689,239252
18767,88386
18771,8034
18819,487
18845,2835
18893,148583
18897,1145803
18937,457
18939,400
18941,584
18983,348
19023,53632
19067,10749
19087,474
19111,254569
19117,99473
19121,818
19151,137037
19157,30999
19163,622544
19207,3461
19221,400706
19257,30319
19291,166262
19305,764
19311,305
19315,185186
19319,73558
19325,285
19363,143098
19365,129297
19367,52888
19369,354297
19383,106366
19429,263513
19445,509
19457,299
19467,774
19501,449
19505,696
19547,367
19585,673
19647,248864
19681,714
19685,192468
19703,187297
19755,817
19769,249377
19775,227897
19815,2339406
19825,1995
19831,671
19839,377
19841,32363
19843,664
19855,64845
19871,2485
19873,474
19875,653
19877,1943
19901,445
19919,12027
19947,723
19959,921
19961,808
19965,413
19981,468
19985,397
19987,438
19989,521
19991,406
19993,390
19995,529
19997,588
19999,390
20001,485
20003,457
20005,462
20009,437
20023,403
20025,415
20027,575
20031,385138
20033,49214
20047,257043
20053,57526
20057,347520
20075,845
20077,470
20079,498
20081,383
20083,545
20085,422
20087,469
20115,622
20117,600
20123,359
20125,534
20127,524
20147,422
20173,302
20183,524
20199,343
20201,456
20223,620
20231,422
20233,436
20237,547
20239,479
20243,479
20267,6465
20329,7339
20431,129182
20457,162663
20473,26598
20507,2109610
20509,161172
20533,40080
20541,387852
20555,85465
20583,1906801
20603,335
20689,298372
20709,153631
20755,452
20785,1036582
20787,905313
20847,250450
20853,374420
20899,1174946
20931,117475
20945,4917
20971,26665
20973,143315
21013,8594
21019,270
21033,219053
21039,74300
21053,437
21067,31738
21085,331290
21105,255816
21167,62122
21177,98256
21185,144867
21267,11798
21273,229560
21325,21219
21327,310276
21353,167792
21405,377820
21407,11698
21421,16637
21427,5682
21431,331855
21433,572
21435,35145
21437,87413
21439,59362
21447,545
21483,460
21485,331
21487,549
21491,488
21507,204907
21511,216432
21523,2194
21539,540
21549,480
21553,319
21561,235560
21563,144195
21573,46323
21603,436614
21639,63105
21671,9463
21677,66585
21681,109647
21729,15855
21743,126731
21809,69327
21821,26825
21835,9556
21843,405956
21845,91418
21851,4802
21855,419144
21863,274461
21877,251274
21881,1930217
21939,292656
21981,248
21995,903428
21997,1174
21999,1210
22013,7673
22043,970042
22065,399
22099,2922
22101,307356
22123,77749
22135,381858
22145,394229
22147,644028
22189,45305
22199,2031183
22215,3428
22219,371
22221,770
22225,33670
22247,594
22265,410171
22273,148022
22297,1042705
22313,697
22319,2743571
22345,639
22359,29712
22381,1379
22433,93708
22439,807
22441,780
22465,728
22503,563
22507,136499
22509,552
22535,1813826
22537,48406
22541,610
22547,121363
22585,328
22651,380
22663,304203
22669,492
22687,227464
22693,11098
22709,401
22729,506302
22733,5191
22735,2560
22755,398
22777,185145
22789,648117
22817,18302
22821,552
22831,9262
22835,121889
22849,1380
22865,177809
22877,358949
22893,1225
22955,9840
22997,516
22999,428
23001,441
23011,557
23013,581
23015,358
23037,29599
23067,4973
23079,164081
23107,721
23121,69914
23133,56277
23135,21344
23149,546
23151,15502
23199,474773
23201,28578
23209,107088
23213,7019
23229,2558
23233,662020
23251,180152
23259,30917
23269,78248
23273,2148371
23277,645636
23281,641725
23283,1137897
23289,908565
23309,208206
23311,142849
23313,440
23321,601850
23325,43711
23327,164142
23333,164756
23347,485
23349,742
23351,1013
23375,1903
23393,791
23409,1221
23421,167040
23433,14169
23511,584
23539,12523
23551,12816
23555,682
23587,74887
23607,429
23623,196266
23673,461176
23721,477
23737,680
23755,2004754
23787,11804
23799,320
23829,478
23847,1034400
23897,1471
23901,931
23915,948
23945,73075
23973,405
24011,49542
24031,128680
24037,77616
24041,273
24075,90662
24121,297
24133,306647
24135,58278
24211,111859
24231,202747
24277,137086
24403,496
24405,408082
24415,742243
24417,1080
24439,854567
24455,349726
24465,287
24625,43590
24629,78871
24663,657
24699,35084
24701,258705
24703,783247
24705,157379
24765,442598
24775,263
24793,806
24797,189
24833,1953280
24835,7659
24845,578
24855,42812
24873,155002
24875,299
24893,117269
24909,14245
24969,378
25013,830529
25059,255
25063,375
25099,274068
25139,461
25157,822378
25159,416851
25183,566344
25283,252680
25397,544257
25429,145865
25503,450
25517,121766
25519,151648
25589,254
25607,211
25609,323
25611,305
25615,294
25649,119003
25681,394530
25717,894
25731,200088
25777,2620702
25809,370
25835,437109
25859,59855
25867,88514
25879,243952
25939,25883
25965,879
25967,811
25999,3461
26055,1074120
26085,41785
26087,277
26089,249
26163,349
26165,100290
26243,1299165
26349,346006
26351,134916
26395,22073
26441,151607
26443,160830
26453,4920
27369,325
27393,354
27441,84407
27451,531
27453,342
27455,493
27457,488
27459,480
27461,294
27467,368
27519,698
27521,449
27525,140909
27551,319
27589,585
27621,950
27629,9081
27631,537514
27655,306511
27663,89621
27681,398
27687,711
27693,1871
27721,1221
27723,467
27727,81716
27737,3984
27741,6673
27757,827
27775,920210
27785,2085
27787,681747
27811,732
27815,15625
27829,151960
27831,388412
27833,371816
27899,1732268
27927,17188
27943,1260
27947,69591
27965,275
27989,445526
27991,325887
28013,76121
28019,290
28025,409920
28071,935
28087,397
28089,321
28121,1487105
28145,463
28155,32120
28171,1606983
28201,401
28207,5116
28221,79410
28223,1720060
28247,727
28249,368708
28283,22714
28297,657301
28387,166359
28391,147496
28401,1214
28423,87316
28497,622117
28537,30395
28595,2621
28617,230230
28619,116467
28621,168001
28623,793958
28669,17635
28677,769207
28701,833746
28735,285261
28791,71830
28817,88398
28819,292447
28825,676058
28833,121915
28835,4192
28861,14620
28869,6397
28883,100474
28887,220
28891,1385876
28907,786074
28921,1167
28927,769665
28929,20679
28977,609235
28979,254656
28981,27080
28999,1565082
29003,320
29017,4869
29067,195642
29095,402361
29099,369
29163,53409
29209,196
29325,42680
29367,391
29369,300
29371,196
29373,313
29375,441
29385,289
29387,299
29389,249
29399,354
29401,249
29421,389
29425,230
29427,565
29429,386
29431,287
29433,267
29435,277
29467,279
29469,274
29471,375
29473,249
29485,241
29487,289
29489,250
29507,302
29527,397
29529,370
29589,153487
29687,1358
29715,2697
29722,1439
29738,385
29740,240
29745,250
29746,266
29747,244
29748,265
29758,282359
29759,248
29785,266319
29786,787024
29787,128568
29803,1541139
29836,423
29843,364
29844,186
29846,552
29854,222507
29865,2724
29941,11444
29974,154234
29976,125564
30015,1008734
30016,325913
30025,249
30026,259
30027,275
30028,537
30030,2998
30034,350
30039,5863
30048,251
30057,229
30060,266
30091,108620
30116,304
30117,181
30118,268
30119,461
30120,270
30121,267
30123,656575
30127,115789
30129,255
30131,353
30138,280
30140,240
30144,568
30151,1114
30156,1558
30173,847
30187,212838
30205,217146
30230,134316
30232,588
30240,988413
30251,7154
30276,3116366
30279,122467
30291,4773
30296,925492
30307,733892
30342,418
30344,36093
30355,43150
30363,389797
30375,44853
30382,23089
30383,120518
30384,20474
30385,138426
30386,1394
30409,257
30410,695
30411,534
30417,440
30437,40370
30455,51489
30470,531
30484,845847
30485,130574
30503,1422493
30519,1584
30524,32703
30544,648047
30549,14828
30567,19412
30602,262
30605,396
30649,3757
30651,7264
30652,27643
30654,1388047
30694,802886
30705,41871
30721,50925
30727,358082
30736,238486
30740,82973
30746,13166
30749,389866
30751,1881
30777,649
30782,89253
30795,62359
30806,110249
30826,5308
30831,1897717
30851,828
30875,333
30892,403
30893,421
30895,91490
30901,110330
30906,178
30911,322461
30947,2889
30948,33997
30989,617
31018,3688
31019,359
31043,2031971
31044,3200
31049,30644
31054,533
31068,2379
31071,558
31078,286
31080,77981
31091,72189
31098,130135
31109,110774
31139,10628
31143,29252
31147,88241
31150,886
31157,26222
31163,294634
31173,350610
31174,169682
31177,429
31178,41260
31181,467713
31196,10765
31211,577
31221,14315
31223,68768
31227,11288
31229,279883
31237,315
31239,374
31240,2130068
31246,864
31251,235536
31318,106076
31338,363187
31339,553451
31361,439
31370,14112
31374,255685
31376,262594
31404,528816
31405,208796
31410,1098
31414,228739
31417,28868
31422,21138
31427,1704
31430,91032
31433,83119
31439,33183
31440,17425
31442,532078
31452,87576
31456,82222
31464,213
31478,1340324
31498,32189
31500,103954
31517,849
31519,32745
31534,2222
31537,120779
31539,1320
31540,52671
31547,317
31549,2625
31555,564
31559,172837
31560,14989
31562,397
31564,62230
31566,3675
31573,4637
31578,11606
31580,577074
31588,110197
31592,137663
31610,34456
31621,50299
31629,193730
31630,134285
31631,15305
31633,13559
31636,446920
31637,540588
31640,327
31646,662799
31670,5156
31673,1464
31674,959
31680,142438
31691,293
31692,176
31696,269
31698,565
31699,656
31700,279
31701,206
31706,125912
31710,165464
31716,206132
31722,700231
31733,59105
31737,426569
31741,470287
31746,340
31747,607
31753,345
31764,312348
31771,92058
31777,1949
31783,79001
31790,58626
31793,26573
31798,725455
31804,74146
31815,28091
31821,139568
31845,286316
31848,66294
31859,714713
31884,13318
31890,12834
31892,392
31893,248
31898,567
31904,227562
31914,117435
31924,256
31931,96505
31933,1082043
31952,298412
31953,423849
31964,2934067
31965,1050
31988,221228
31994,37078
32011,6370
32013,177119
32023,72099
32032,106473
32038,30778
32039,13911
32083,108382
32084,4913
32093,451861
32094,94144
32105,502825
32136,464
32171,54583
32175,83140
32182,1999916
32189,346708
32212,46887
32214,45567
32221,437
32228,16374
32230,1006
32237,286
32245,140906
32262,359896
32271,136954
32274,3440
32282,1111494
32301,20523
32309,9347
32313,35579
32353,3035
32360,190005
32370,187044
32379,351294
32400,2328
32402,468
32407,156191
32417,253
32418,244
32419,251
32438,214650
32447,41877
32448,593
32454,12605
32455,14984
32483,63590
32491,130938
32494,141467
32526,179588
32542,752023
32555,39480
32568,657
32571,2904
32572,3190
32580,391
32582,1424
32585,461
32590,316
32595,100851
32596,733
32601,34385
32603,166733
32606,30753
32607,101129
32608,73221
32615,887748
32630,349
32648,288595
32660,508
32663,893
32664,69427
32670,1624
32673,131436
32681,149372
32682,18772
32686,392783
32691,5163
32696,128803
32697,20560
32717,19516
32729,804766
32772,8378
32785,4435
32792,33597
32802,9662
32805,6465
32807,489
32818,363
32819,392
32820,389
32821,298
32828,311631
32829,26162
32830,2638
32836,35396
32842,415
32843,38002
32866,58754
32867,825222
32876,591
32878,47834
32881,21576
32887,441070
32899,442401
32901,705210
32906,7822
32924,129350
32935,1163882
32936,110024
32937,1464883
32944,748
32947,52081
32948,119530
32949,670183
32951,703896
32956,850
32961,29167
32962,192487
32977,105123
32979,186854
32981,104706
32983,180526
32995,863590
32998,702569
32999,662
33002,397
33003,157495
33012,129952
33018,121340
33019,44258
33021,12872
33023,83797
33026,4844
33027,8641
33028,315583
33031,43883
33037,27201
33041,25919
33044,810
33046,45539
33047,216729
33051,139218
33083,253
33084,198
33085,412
33089,80273
33094,154833
33095,183258
33099,322
33113,20572
33123,296
33184,24062
33188,351
33197,56950
33203,121111
33206,1202028
33222,71914
33240,7233
33241,77074
33244,30269
33245,6828
33253,290285
33255,1062456
33262,364
33267,555
33274,14530
33290,405
33299,55597
33300,381
33310,386
33314,14716
33337,160781
33341,16449
33352,1715388
33354,119171
33362,16736
33371,30675
33377,114697
33383,254
33392,41558
33394,8715
33398,1258
33414,411
33417,88794
33419,17238
33421,203693
33430,1674
33431,164
33433,174757
33434,2333
33447,16232
33462,22208
33473,594
33475,373616
33478,205913
33479,298
33486,2451462
33487,854151
33489,628169
33490,4387
33502,388034
33506,739269
33531,39029
33532,13282
33538,585
33540,854
33541,3474
33572,8651
33573,90147
33583,326
33589,85172
33599,962
33630,779
33654,164385
33668,26489
33670,407
33671,288
33690,13084
33726,40083
33727,374
33731,447651
33733,39936
33737,14423
33739,460
33743,292218
33746,15249
33753,333
33771,68243
33775,21336
33788,16409
33792,267
33795,13027
33797,20997
33803,6256
33811,14902
33814,20762
33834,154986
33835,487
33836,235115
33840,19836
33842,223
33846,1221
33850,39727
33889,53729
33899,68334
33933,1143
33946,427
33948,104882
33966,18700
33975,2489
33983,39781
33985,107833
33988,407719
34009,62498
34012,244350
34013,5177
34019,194810
34028,14199
34034,109632
34051,147441
34052,2881
34055,179316
34076,63259
34077,10530
34078,224
34086,158285
34088,7716
34096,304332
34102,143392
34104,254630
34106,22622
34126,112737
34129,759
34134,1627915
34148,71994
34156,614
34176,263865
34177,63840
34182,209
34207,286
34209,53453
34223,3645
34233,408
34234,294
34235,332
34249,363
34257,18722
34262,139959
34264,479
34279,301353
34280,637358
34281,492573
34284,43858
34289,19910
34290,12415
34292,1121
34295,10282
34309,719
34332,3986
34337,8791
34338,47096
34350,116588
34358,374
34363,349
34368,46638
34382,504388
34383,157477
34392,124980
34393,26764
34402,11099
34403,526831
34410,1007
34411,12599
34427,32792
34445,40693
34449,29281
34451,426356
34456,613
34467,29069
34474,17515
34488,414
34490,375
34494,146705
34497,490947
34501,81063
34502,1268
34503,1529
34510,736
34511,490
34522,13756
34525,91301
34542,630556
34543,51266
34547,76246
34550,18589
34561,487886
34565,67767
34566,842546
34572,1596551
34577,1096966
34580,75269
34591,181005
34599,1327086
34607,30749
34612,619040
34613,1881
34618,645733
34620,153969
34636,325663
34643,238
34662,467041
34664,249
34665,238
34666,226
34667,213
34669,804
34676,279
34677,271
34701,212
34712,224297
34725,4076
34738,3003
34741,1097
34745,32497
34754,2711
34771,9734
34787,6677
34794,330
34798,470607
34799,3393
34800,14165
34822,528838
34825,188464
34831,279
34834,29018
34836,4337
34839,59496
34841,347
34852,625
34863,29064
34866,45548
34881,484409
34888,1958
34891,425
34901,17327
34902,711237
34903,12517
34905,1758
34914,253368
34915,21528
34927,1925
34928,524
34933,1439319
34934,407884
34964,185477
34966,59431
34973,113952
34975,4725
34978,12426
34979,1095
34984,293262
34990,345
35015,96182
35062,897439
35067,53762
35069,23223
35073,987707
35075,46211
35076,285127
35078,98209
35079,201136
35106,216
35107,207
35108,217
35112,351
35114,13523
35138,432
35156,882
35180,390577
35183,11798
35203,543796
35220,67140
35222,327459
35226,460
35240,206051
35241,151180
35247,387164
35248,56294
35249,134194
35250,35269
35251,44105
35252,42606
35254,1953
35295,303
35298,62836
35302,817
35303,1093
35313,17423
35317,356
35319,514
35330,219472
35332,1171
35334,7300
35335,10033
35364,239
35365,224
35370,14057
35372,380
35376,251199
35383,912
35385,268
35413,331497
35427,75920
35434,96813
35444,642
35476,251
35478,1292
35484,210746
35503,84279
35507,1190316
35508,211
35516,1113
35517,545
35540,81069
35541,1129
35542,551
35543,508
35557,444652
35589,78284
35605,357
35639,299194
35641,235
35642,466
35643,446
35656,913
35672,25411
35694,702
35695,346
35696,396
35697,350
35698,352
35699,263
35710,327
35712,270892
35714,26285
35730,6023
35739,5541
35756,141050
35757,57284
35760,2266402
35788,950753
35789,58501
35790,1531411
35799,211
35817,312
35818,4314
35821,117413
35828,133975
35834,59603
35835,39570
35838,329642
35839,488241
35843,195469
35847,289594
35849,1596573
35857,42947
35860,575943
35883,9161
35889,152622
35905,190309
35914,332
35920,510
35923,5510
35928,262206
35957,522
35962,242
35963,405
35964,37079
35968,950351
35972,490300
35983,109016
35988,29217
35994,649370
35997,40691
35999,5043
36000,20855
36001,36284
36002,280
36003,249
36009,22975
36015,166
36022,8096
36023,251049
36027,240086
36028,373458
36029,20670
36036,235
36037,43317
36038,457004
36049,164520
36073,542
36094,63151
36108,46239
36124,170666
36135,1879
36144,73309
36166,3490
36167,250
36196,5150
36220,221762
36231,649
36245,78878
36259,42079
36265,404
36266,230979
36267,27872
36288,5295
36296,496542
36309,24405
36316,135608
36317,114481
36407,566745
36409,1448
36418,2523
36423,1000
36425,647
36427,691
36429,661
36431,50421
36432,245364
36456,2123158
36458,14800
36470,289157
36474,1012900
36475,604095
36483,14524
36486,299
36506,350
36510,92536
36511,1145930
36513,32176
36516,170254
36522,46824
36525,61604
36530,345
36531,4051
36536,9918
36548,182625
36551,274
36552,509
36563,496310
36565,33191
36587,65466
36593,15997
36611,280
36618,1827
36632,130362
36633,379872
36649,831033
36652,123924
36653,155129
36654,18344
36655,11078
36657,311
36666,1074
36704,176790
36726,293278
36728,1579
36735,197
36736,182
36740,379
36754,162458
36784,8403
36793,330891
36797,3007
36800,31723
36817,146691
36828,75762
36838,205127
36847,57655
36864,174858
36873,147737
36881,268
36882,670129
36884,81650
36894,839
36902,82350
36906,119556
36934,72529
36943,67574
36945,17429
36949,702887
36976,18917
36978,300
36981,277
36982,8569
36993,1939
36999,218657
37002,291
37007,119033
37008,7243
37023,16807
37029,28356
37036,12254
37054,357
37086,752389
37096,1474
37101,302
37102,298
37105,749831
37106,22102
37117,580
37126,8890
37140,49104
37141,633504
37151,1923
37154,43526
37171,461784
37178,5797
37188,41988
37202,206543
37204,11763
37206,42822
37210,701721
37219,205
37221,71338
37225,496
37232,30570
37244,264
37245,30217
37254,38300
37258,13999
37259,154442
37263,443
37268,13556
37283,14669
37300,385
37302,30579
37324,2587
37325,645
37328,1176
37338,40377
37345,410207
37347,789860
37349,1075349
37359,453
37368,796
37369,695
37374,19765
37379,135778
37388,4766
37393,181714
37395,6305
37403,193788
37422,6754
37426,129963
37428,311
37430,1374869
37433,7188
37435,320257
37436,63745
37438,28692
37446,188073
37447,128052
37448,4329
37450,1675644
37451,224220
37458,63592
37467,738
37472,315
37475,359455
37476,12713
37481,15971
37484,1416
37487,51844
37490,39500
37491,190844
37496,36248
37497,324752
37509,25672
37510,1469321
37517,293141
37520,1177068
37521,1419969
37522,92538
37525,150762
37555,39161
37559,654
37560,461
37561,36127
37569,243194
37571,13655
37576,69413
37578,56692
37579,103855
37584,23756
37587,44472
37597,152921
37598,47239
37599,35964
37601,44270
37611,2406
37614,213609
37630,243
37646,3687
37651,72448
37653,353
37657,18548
37662,3365
37675,874057
37686,180
37698,206
37714,249
37716,94343
37722,117169
37739,3135
37744,314249
37747,9279
37749,363
37750,389
37752,444
37769,7021
37778,6091
37779,1904668
37780,935
37786,328700
37787,826
37798,274
37799,850104
37806,154270
37823,121771
37869,43085
37870,35319
37890,43658
37893,21357
37920,116886
37924,49447
37926,129020
37927,311
37940,31259
37941,225
37942,231
37943,214
37944,195
37945,206
37951,250
37952,66192
37956,183335
37958,51369
37962,30005
37964,64566
37965,291787
37968,906
37972,195687
37975,49672
37976,479986
37978,415
37979,82396
37982,726666
37984,414304
37988,9706
37989,195682
37990,4770
37991,983204
37992,45226
37993,197184
37998,78345
37999,1673353
38000,2894469
38003,604512
38004,19115
38005,26278
38006,22935
38008,290
38009,10823
38010,390
38016,510
38020,36312
38062,74802
38069,336
38070,449
38071,350
38072,323
38074,305
38075,292
38080,292585
38083,17072
38084,272086
38089,6349
38091,27202
38092,174
38093,191
38094,148
38098,24308
38099,328
38101,913540
38117,236
38118,268
38119,260
38120,259
38121,292
38122,261
38123,252
38124,248
38125,257
38126,280
38127,270
38128,267
38129,276
38131,280
38136,260
38138,315
38145,189928
38147,494
38150,14615
38157,17299
38161,81933
38162,10943
38166,170
38167,123
38186,427340
38192,98648
38199,8350
38203,3733
38226,17392
38235,27057
38251,15282
38254,12282
38256,155795
38262,10096
38268,18917
38276,48727
38284,3001
38295,64301
38297,237362
38301,32815
38302,58138
38328,166328
38331,26358
38337,61398
38363,450
38365,491
38378,485
38379,346
38390,46517
38397,340580
38408,1667718
38416,2133
38427,276
38440,16737
38449,9551
38451,307
38472,376757
38474,211822
38476,94316
38480,229293
38481,224179
38483,444385
38524,2164441
38525,438
38526,336
38529,37764
38534,403
38535,331
38537,218
38538,228
38544,37278
38549,1922
38555,431702
38560,269
38568,228
38569,214
38570,211
38571,229
38572,334519
38573,277095
38578,11259
38610,269797
38611,317
38612,263
38619,117942
38631,308
38656,538349
38659,596986
38668,522249
38669,7576
38670,17958
38671,1284237
38673,6278
38680,796365
38691,1671726
38707,33119
38731,86825
38749,24425
38753,328935
38759,343433
38767,4594
38776,544
38778,268670
38787,182492
38790,512690
38804,2836
38814,81439
38830,227462
38835,16364
38843,93361
38851,8614
38853,80172
38857,517
38860,12140
38881,1821
38883,899257
38889,169301
38909,171653
38920,28087
38923,1549
38924,168706
38940,116078
38959,148633
38992,336562
38993,322588
39003,552
39007,967
39012,205
39017,456830
39026,382796
39029,349
39030,194105
39031,701
39039,1148
39040,598
39049,46584
39063,164336
39071,158969
39078,5332
39119,294
39121,140
39122,146
39123,142
39124,139
39125,146
39126,139
39127,130
39128,133
39129,202
39130,150
39131,162
39133,134
39135,143
39136,136
39137,127
39138,161
39139,132
39140,180
39183,2403
39184,34265
39194,11521
39195,826907
39196,464814
39198,293734
39199,131331
39221,69498
39244,5930
39247,533324
39277,3461
39282,9540
39292,277222
39324,209312
39326,314406
39355,106379
39356,468
39388,85911
39417,52273
39450,296
39456,154699
39457,702
39463,473421
39468,292039
39469,106161
39491,263489
39506,24917
39523,260057
39527,19527
39528,216
39531,44687
39533,548898
39534,570093
39535,1227217
39539,190490
39547,701753
39551,903392
39567,47302
39570,132893
39575,281968
39581,1370
39582,26814
39583,59881
39586,263334
39587,1066494
39590,26152
39592,21323
39597,733737
39609,38112
39617,898696
39620,3115
39622,7125
39628,294
39634,169
39635,285
39664,202
39668,2463
39679,510
39681,38940
39685,136
39686,124
39691,121
39699,5691
39701,705468
39710,301507
39725,16255
39730,61982
39783,684150
39790,184743
39792,325263
39798,292
39799,95629
39808,119392
39811,47219
39820,348
39836,20052
39893,6177
39917,6020
39918,959
39936,572
39940,596825
39942,23220
39948,25515
39959,37885
39960,18924
39966,32279
39978,819
39979,3738
39988,228681
40004,290814
40010,462090
40028,1897749
40040,814
40045,966
40046,355505
40052,632614
40056,293881
40059,159933
40060,354944
40074,66422
40075,59640
40085,11568
40087,181
40089,515
40090,550
40091,285
40092,299
40128,126778
40129,4335
40136,20725
40137,6960
40145,17080
40148,45432
40165,62607
40166,4022
40167,4292
40174,207733
40196,41245
40197,5798
40221,889427
40228,15316
40230,65305
40249,1186
40266,5892
40272,21901
40273,183
40299,230
40320,8623
40327,7610
40351,84774
40356,717980
40357,340112
40358,31833
40359,117501
40367,980
40368,312
40392,125441
40397,204054
40403,18617
40406,196
40407,177
40408,184
40417,486172
40423,575
40436,197805
40454,573056
40455,195
40473,4776
40483,194290
40487,467
40488,31690
40496,760287
40497,339516
40504,21189
40506,15421
40507,358051
40513,83509
40526,58382
40529,78476
40530,351395
40532,127977
40540,589546
40550,84144
40571,382325
40586,361293
40589,141
40590,34975
40591,1290139
40594,271264
40595,273079
40608,39635
40610,11052
40620,218191
40623,137433
40677,11576
40679,109532
40682,94769
40685,110181
40708,209281
40714,1786
40716,320794
40729,194439
40738,23716
40748,2357449
40750,559887
40752,98435
40758,964
40763,15305
40776,778063
40783,39132
40786,40598
40803,59696
40815,200097
40832,279
40833,14712
40834,603057
40839,949323
40842,64930
40850,10437
40852,992096
40870,124770
40879,75126
40880,2315
40893,4505
40902,513305
40904,327711
40906,70311
40907,143393
40908,361093
40911,405766
40930,49476
40934,51429
40935,424839
40938,587415
40939,666
40953,280
40956,735824
40957,5495
40958,28360
40960,135214
40961,64690
40964,39766
40974,154175
40983,995
40995,5556
41006,267461
41025,834166
41062,1448
41074,55468
41084,407854
41101,362
41103,229902
41109,235283
41114,222
41115,343
41116,162
41117,219
41118,272
41120,416762
41156,187
41159,178
41160,164
41169,66232
41226,460152
41265,122600
41266,17586
41276,380
41277,201
41283,3841
41312,201714
41345,282071
41349,497
41353,879163
41364,34084
41372,44693
41380,280126
41381,2280
41383,719
41384,460
41389,712194
41392,116732
41401,1333
41402,301744
41404,419
41405,3723
41415,120
41416,130
41417,212
41426,1590
41433,416957
41440,884
41456,359331
41457,720802
41458,299
41461,235681
41467,486569
41470,847
41487,709389
41488,321167
41491,409681
41494,143
41514,211096
41520,11533
41521,10458
41522,224
41529,905
41530,61122
41556,17701
41558,3853
41573,27986
41574,13984
41587,1129122
41589,42165
41619,318320
41623,393587
41635,256
41638,412
41667,296
41686,613
41694,218748
41710,368898
41762,76344
41776,269
41777,252
41778,265
41783,92109
41807,1172
41812,186502
41813,224
41833,85964
41834,68063
41899,368132
41911,119646
41930,252433
41946,248021
41951,264
42033,199
42068,449
42071,6971
42072,115850
42083,182
42090,399
42144,199
42145,849
42146,252
42179,231
42192,242405
42203,844480
42205,252703
42238,28044
42249,1191846
42250,111171
42260,16489
42263,117
42264,118
42282,224116
42295,1672
42307,69971
42321,8170
42340,209463
42351,317189
42361,770844
42385,7309
42391,22079
42395,98790
42429,143290
42468,248
42482,1191
42506,11460
42514,4048
42516,14647
42544,188732
42568,45489
42571,72241
42587,23201
42590,146254
42625,181690
42627,176452
42653,3667
42654,248
42657,1196
42660,234
42668,57136
42670,121102
42717,974
42740,332
42745,64252
42765,145
42766,118
42774,42312
42808,21148
42822,72451
42825,33156
42826,180507
42852,98
42870,815
42883,6458
42892,57981
42897,1302287
42922,119
42923,535588
42938,448913
42941,47665
42959,14259
42962,204003
42963,397202
42979,281
42981,4834
42994,36899
42998,333
43007,257312
43229,65535
43253,93
43255,47
43256,48
43257,63
43299,727109
43303,139
43305,87
43309,116
43311,76
43312,72
43319,75
43320,76
43322,70
43325,237864
43348,71
43350,1421
43356,81
43416,580
43439,237091
43448,66
43450,83
43470,142111
43523,383765
43608,863168
43611,128
43613,83
43642,75
43662,80
