anime_id,producers
35905,Hakuhodo DY Music & Pictures
35905,Radio Osaka
35905,Aquamarine
35905,Dream Shift
48761,DAX Production
48761,Docomo Anime Store
48761,bilibili
48761,Overlap
48761,Good Smile Film
244,Unknown
1844,Bandai Visual
16512,Mainichi Broadcasting System
16512,Pony Canyon
16512,Showgate
16512,Index
1448,Unknown
29785,TV Tokyo
29785,Sotsu
29785,MediaNet
29785,Pony Canyon
29785,AT-X
29785,DAX Production
29785,Asmik Ace
29785,3xCube
29785,Akita Shoten
29785,TMS Music
2598,Sotsu
2598,Starchild Records
3129,TBS
1568,TV Asahi
1568,Square Enix
1568,Lantis
1568,Movic
11837,TV Asahi
11837,Asatsu DK
11837,YTV
11837,TOHO
11837,Sakura Create
11837,TMS Music
42385,Lantis
42385,Bandai Namco Entertainment
42385,Bic Studio
14355,Earth Star Entertainment
49263,Unknown
2404,Xebec
2404,Nihon Ad Systems
21511,Movic
21511,KlockWorx
21511,flying DOG
21511,DMM.com
21511,Kadokawa Media House
21511,Kadokawa
53163,Sotsu
53163,Pony Canyon
53163,Shueisha
53163,Kansai Telecasting
53163,Bit grooove promotion
53163,BS Asahi
53163,CHOCOLATE
17741,TV Tokyo
17741,ZERO-A
1578,Lantis
1578,Media Factory
1578,Koei
1502,APPP
1502,Pioneer LDC
1502,Studio Tulip
23945,Pony Canyon
23945,Kodansha
23945,AT-X
23945,DAX Production
23945,Bushiroad
23945,Eswood
53077,Bushiroad
53077,Kadokawa
53077,Bandai Namco Filmworks
53077,Bandai Namco Music Live
6973,TV Tokyo
6973,Aniplex
10014,Unknown
36864,Unknown
2579,Unknown
27727,Sotsu
27727,Pony Canyon
3690,Studio Comet
35928,Kodansha
35928,King Records
36049,Pony Canyon
36049,TBS
36049,Shogakukan
36049,Lawson
36049,Pony Canyon Enterprises
51417,Aniplex
51417,Square Enix
51417,Docomo Anime Store
51417,Nagoya Broadcasting Network
51417,BS11
51417,ABC Animation
51417,Contents Seed
4240,Kokusai Eigasha
4935,TV Asahi
10359,TV Tokyo
10359,Sotsu
10359,Sanrio
10359,Studio Jack
10359,Imagine
2556,TV Tokyo
2772,Square Enix
2772,Genco
2772,Tohokushinsha Film Corporation
1672,Nagoya Broadcasting Network
37496,Lantis
30544,Aniplex
30544,Animax
30544,Movic
30544,DAX Production
30544,flying DOG
30544,Bandai Namco Entertainment
30544,Asahi Broadcasting
32607,Frontier Works
32607,TBS
32607,DAX Production
32607,ASCII Media Works
32607,NBCUniversal Entertainment Japan
32607,i0+
32607,Medicos Entertainment
32607,NichiNare
1465,Aniplex
2804,Big West
2804,TV Setouchi
6008,TV Osaka
6008,Sanrio
6008,Imagine
9906,Asatsu DK
31680,DAX Production
31680,Nippon Columbia
31680,Kadokawa
4208,Studio Jack
36432,Square Enix
36432,Movic
36432,AT-X
36432,Warner Bros. Japan
36432,NBCUniversal Entertainment Japan
36432,Kadokawa
33023,Marvelous Entertainment
33023,Nitroplus
33023,Delfi Sound
33023,TOHO animation
33023,Good Smile Company
33023,DMM.com
33421,Haoliners Animation League
33421,Tencent Animation & Comics
33421,Emon
33240,Half H.P Studio
53848,Yomiuri Telecasting
53848,Kodansha
53848,Crunchyroll
50010,Shogakukan-Shueisha Productions
4151,Production I.G
4151,Kodansha
19831,Fuji TV
19831,Yomiuri Advertising
196,Bandai Visual
196,Genco
196,Lantis
13377,Takeshobo
677,Unknown
143,Studio Fantasia
143,Geneon Universal Entertainment
143,Remic
143,Front Line
143,Kodansha
143,Rondo Robe
143,Memory-Tech
143,Toshiba Entertainment
51213,Square Enix
51213,Toei Video
51213,Pony Canyon
51213,AT-X
51213,Studio Mausu
51213,Hakuhodo DY Music & Pictures
51213,BS11
51213,APDREAM
169,TBS
169,Rondo Robe
169,Movic
30363,Kadokawa Shoten
30363,Nippon Columbia
1517,Shaft
1517,Sotsu
12191,Saban Brands
44881,Warner Bros. Japan
33371,NHK
33371,Tezuka Productions
33371,Studio Mausu
33371,NBCUniversal Entertainment Japan
33371,Hakuhodo DY Music & Pictures
33371,Fields
11285,Aniplex
11285,Dentsu
11285,Fuji TV
11285,TOHO
11285,Ultra Super Pictures
11285,Sony Music Entertainment
11285,Fujipacific Music
11285,MAGES.
11285,Good Smile Company
1675,Hasbro
4554,Unknown
4334,TV Tokyo
4334,Dentsu
4334,Square Enix
5534,Unknown
3285,Unknown
24133,KlockWorx
24133,MAGES.
24133,Glovision
24133,Kadokawa Media House
24133,Kadokawa
24133,Heiwa
18677,Lantis
18677,Kadokawa Shoten
18677,Rakuonsha
18677,KlockWorx
18677,chara-ani.com
18677,Docomo Anime Store
18677,Fujimi Shobo
4066,Kodansha
4066,Sogo Vision
4066,Magic Capsule
4066,Happinet Pictures
4066,Sony PCL
3077,TBS
5140,Studio Kikan
5140,Japan Taps
4073,TV Tokyo
4073,Tsuburaya Productions
38256,Aniplex
38256,Houbunsha
38256,f4samurai
1469,Unknown
3313,NHK
3615,Koei
2221,Unknown
293,Broccoli
28221,Pony Canyon
28221,Tablier Communications
9367,Media Factory
9367,Eswood
9367,Kill Time Communication
40803,Aniplex
40803,Half H.P Studio
40803,Evil Line Records
3130,Unknown
40148,Aniplex
40148,Tokyo MX
40148,Nagoya Broadcasting Network
40148,BS11
40148,Shogakukan
40148,ABC Animation
40148,Buzz Wave
109,GDH
109,TV Asahi
109,Imagica
38020,Unknown
32866,Nippon Columbia
32866,KlockWorx
32866,Glovision
32866,Sony PCL
32866,Kadokawa Media House
32866,Sanyo Bussan
32866,Kadokawa
2684,Unknown
13145,TV Tokyo
13145,Dentsu
13145,Sotsu
13145,Bushiroad
43735,Pony Canyon
43735,APDREAM
43735,Liber Entertainment
9028,TV Tokyo
9028,Yomiuri Advertising
11809,Strawberry Meets Pictures
11809,Bouncy
8630,Media Factory
8630,TBS
8630,Magic Capsule
8630,flying DOG
115,Pioneer LDC
1603,GDH
1603,Sotsu
1603,Genco
1603,Banpresto
35589,Square Enix
35589,Genco
35589,Mainichi Broadcasting System
35589,AT-X
35589,Glovision
35589,Crunchyroll
35589,Kadokawa
35589,My Theater D.D.
4548,TBS
7904,Unknown
89,TV Asahi
89,Sotsu
89,Apollon
2215,Bandai Visual
2215,TV Tokyo Music
24629,TBS
24629,Movic
24629,flying DOG
24629,Sony Music Communications
24629,Houbunsha
24629,Kadokawa
670,Unknown
2713,Unknown
21325,AIC
6112,Marvelous Entertainment
1727,Lantis
1727,Pony Canyon
1727,TBS
1727,Movic
1727,Magic Capsule
1727,SoftBank Creative
1727,Memory-Tech
1727,T.O Entertainment
1727,Fuji Creative
47162,Warner Bros. Japan
47162,Hakuhodo DY Music & Pictures
47162,Egg Firm
47162,SB Creative
47162,Creek
49109,Lantis
49109,Toei Video
49109,KlockWorx
49109,Nikkatsu
49109,Asmik Ace
49109,Hobby Japan
49109,BS Fuji
49109,Tokyo MX
49109,Amusement Media Academy
49109,Crunchyroll
49109,Hakuhodo
49109,Exa International
49109,Bandai Namco Music Live
41930,Aniplex
41930,Movic
41930,Visual Arts
41930,Tokyo MX
41930,Nagoya Broadcasting Network
41930,ABC Animation
18495,VAP
18495,Nippon Television Network
580,San-X
3619,Kokusai Eigasha
39609,Studio Mausu
39609,Kadokawa
1638,Fuji TV
22663,Sotsu
1533,TV Tokyo
1533,Nihon Ad Systems
812,Bandai Visual
812,Sotsu
292,OB Planning
3579,Dynamic Planning
37517,VAP
37517,Square Enix
37517,Genco
37517,Mainichi Broadcasting System
37517,Bit Promotion
1230,Bandai Visual
9882,Studio Comet
1082,Genco
1082,Lantis
1082,Pony Canyon
1082,Toshiba Entertainment
2612,Gakken
1127,Media Factory
1127,Nippon Columbia
1127,KlockWorx
1127,Toshiba Entertainment
36817,Sotsu
36817,AT-X
36817,flying DOG
36817,bilibili
36817,Ichijinsha
36817,DMM pictures
7160,Unknown
37393,AT-X
37393,Earth Star Entertainment
37393,Avex Pictures
37393,TV Aichi
37393,ABC Animation
37393,MAGNET
6165,Unknown
3425,Unknown
2740,Unknown
10572,AT-X
10572,Barnum Studio
10572,Magic Capsule
10572,Warner Bros. Japan
10572,KlockWorx
10572,ASCII Media Works
1724,Konami
1724,Yomiko Advertising
1724,Delfi Sound
23209,Bandai Visual
23209,Sotsu
23209,Lantis
23209,Showgate
23209,Good Smile Company
23209,Infinite
8194,Unknown
2576,Fuji TV
288,TV Tokyo
288,Yomiko Advertising
288,d-rights
2259,Nihon Ad Systems
261,KSS
261,Studio Jack
8277,Genco
8277,Lantis
8277,Media Factory
8277,Movic
8277,Hobby Japan
8277,Showgate
8277,Gigno Systems
33948,AT-X
33948,Enterbrain
33948,Sony Music Communications
33948,Kadokawa
3081,TV Tokyo
3081,Shaft
3081,Kino Production
285,Unknown
32664,TMS Entertainment
32664,DAX Production
32664,TMS Music
33041,Dentsu
33041,AT-X
33041,Ultra Super Pictures
33041,Sony Music Communications
33041,Bushiroad
33041,Sammy
33041,Kadokawa Media (Taiwan)
33041,Tose
33041,Kadokawa
38390,Lantis
38390,Bandai Namco Live Creative
38390,Ai Addiction
38390,Kadokawa Media House
38390,NTT Plala
38390,Kadokawa
38390,Bandai Namco Arts
43814,Shogakukan-Shueisha Productions
43814,Pony Canyon
43814,Bushiroad
43814,Studio A-CAT
43814,Tokyo MX
43814,Fields
43814,Kansai Telecasting
43814,BS11
43814,Bandai Spirits
34280,Sony Pictures Entertainment
34280,Frontier Works
34280,Sotsu
34280,Kadokawa Shoten
34280,AT-X
34280,NBCUniversal Entertainment Japan
34280,Tokyo MX
34280,i0+
34280,Chugai Mining
34280,BS11
5217,NHK
1721,Genco
1721,Media Factory
1721,AT-X
1721,ASCII Media Works
1721,Index
1721,Futabasha
1721,Gigno Systems
30651,Unknown
509,Pioneer LDC
509,Toshiba Digital Frontiers
3761,Unknown
51693,Lantis
51693,DAX Production
51693,Kansai Telecasting
51693,BS NTV
51693,Kadokawa
51693,MAGNET
51693,Bandai Namco Music Live
7479,Unknown
3878,Unknown
1018,Kadokawa Shoten
1018,TBS
49470,Sotsu
49470,Pony Canyon
49470,Movic
49470,AT-X
49470,KlockWorx
49470,Asmik Ace
49470,BS Fuji
49470,DMM pictures
49470,BS NTV
49470,Kadokawa
49470,Yomiuri Shimbun
49470,APDREAM
49470,Bit grooove promotion
49470,Happinet Phantom Studios
49470,Bergamo
11829,Knack Animation
36531,Ajia-do
36531,TBS
5891,Unknown
554,Pony Canyon
149,Bandai Visual
149,TV Asahi
149,Movic
25939,Aniplex
25939,Starchild Records
630,Bandai Visual
3836,NHK
3836,TOHO
4051,Milky Cartoon
39936,Unknown
18095,Frontier Works
25859,Pierrot
25859,TBS
25859,DAX Production
25859,chara-ani.com
25859,Houbunsha
25859,Tokuma Japan
25859,Docomo Anime Store
25859,RAY
3024,Fuji TV
2993,GDH
2993,Yomiko Advertising
2993,Happinet Pictures
2993,Atelier Musa
2993,Shueisha
2993,Sotsu Music Publishing
2993,Imagine
4332,Unknown
33433,Shochiku
33433,AT-X
33433,Asahi Production
33433,flying DOG
33433,Tokyo MX
33433,i0+
33433,Wargaming Japan
33433,JTB Entertainment
33433,RAY
2546,Unknown
51940,Shueisha
11241,Media Factory
11241,Studio Saki Makura
11241,TMS Music
54644,TOHO
1219,Unknown
2166,m.o.e.
2166,Media Factory
2166,Half H.P Studio
2166,Houbunsha
2166,Index
2166,Toranoana
10348,Disney Platform Distribution
649,Geneon Universal Entertainment
1956,Genco
1956,Media Factory
1956,AT-X
1956,Toranoana
1956,Gigno Systems
421,Bandai Visual
53026,Bandai Namco Entertainment
53026,Bandai Spirits
53026,Bandai Namco Filmworks
53026,Bandai Namco Music Live
2578,Unknown
278,TV Tokyo
278,MediaNet
278,Capcom
278,Weve Inc.
54275,Kodansha
54275,KlockWorx
54275,King Records
54275,Crunchyroll
3501,Production I.G
3501,Avex Entertainment
3501,Nagoya Broadcasting Network
50470,TV Tokyo
50470,Sotsu
50470,AT-X
50470,TV Tokyo Music
50470,Avex Pictures
50470,BS11
50470,Nippon Television Music
50470,Contents Seed
50470,Ichijinsha
50470,Bit grooove promotion
37458,MediaNet
37458,AT-X
37458,Futabasha
37458,Hakuhodo
37458,A-Craft
37458,Tohan Corporation
37458,Crunchyroll SC Anime Fund
37458,AQUA ARIS
193,Kadokawa Shoten
193,KlockWorx
193,Happinet Pictures
193,Sony PCL
33487,Sotsu
33487,Lantis
33487,AT-X
33487,KlockWorx
33487,BS Fuji
33487,Tokyo MX
33487,Ichijinsha
33487,FuRyu
33487,Crunchyroll SC Anime Fund
13201,Unknown
1243,Actas
1243,HoriPro
1243,Four Some
4933,Yomiuri Telecasting
38089,VAP
9883,Fuji TV
9883,Yomiuri Advertising
9883,Fujipacific Music
30806,Sotsu
30806,DAX Production
30806,Ultra Super Pictures
30806,Avex Pictures
32032,Kinoshita Group Holdings
4514,Unknown
34881,Nihon Ad Systems
34881,Kodansha
34881,Movic
34881,KlockWorx
34881,Sony Music Entertainment
34881,King Records
34881,BS11
34881,Animatic
34881,Marui Group
2041,Unknown
40677,Bushiroad
37525,Fujipacific Music
37525,Twin Engine
3271,TV Tokyo
3271,Nippon Animation
3271,Victor Entertainment
49515,Yomiko Advertising
49515,Fuji TV
7619,Unknown
37611,Bushiroad
36587,Aniplex
36587,Cygames
36587,dugout
37990,Kodansha
37990,Ai Addiction
37990,SKY PerfecTV!
17919,Dentsu
17919,Warner Bros. Japan
17919,KlockWorx
17919,Showgate
17919,BS Fuji
17919,Lawson HMV Entertainment
17919,Dentsu Razorfish
17919,SUBARU
7088,Marvelous Entertainment
7088,Hobby Japan
7088,Delfi Sound
694,Kadokawa Shoten
694,DAX Production
2709,Unknown
21729,Dentsu
21729,Sotsu
21729,Bushiroad
266,Rondo Robe
266,d-rights
3020,Unknown
13161,Genco
13161,Lantis
13161,Media Factory
13161,AT-X
13161,Showgate
48488,Unknown
2224,Unknown
49385,TV Asahi
49385,ABC Animation
49385,Crest
49385,ABC Frontier
20473,DAX Production
20473,Earth Star Entertainment
49533,Pierrot
49533,TMS Entertainment
49533,Mainichi Broadcasting System
49533,Pony Canyon
49533,Yostar Pictures
49533,BS Asahi
688,Bandai Visual
688,gimik
21845,Starchild Records
21845,GANSIS
2243,KSS
52990,Pony Canyon
52990,AT-X
52990,Glovision
52990,Docomo Anime Store
52990,Sammy
52990,Sun TV
52990,Kadokawa
33018,Aniplex
33018,Nitroplus
33018,Good Smile Company
33018,DMM.com
2707,Nagoya Broadcasting Network
1806,TV Tokyo
1806,Sotsu
37964,Unknown
38924,Avex Pictures
39583,Movic
39583,Magic Capsule
39583,Tokyo MX
39583,Mime Corporation
39583,its
44387,MediaNet
44387,Avex Pictures
44387,bilibili
44387,Crunchyroll
44387,Yomiuri TV Enterprise
44387,A-Sketch
44387,Libre
44387,animate
48363,AT-X
48363,Nippon Columbia
48363,Houbunsha
48363,Kadokawa Media House
48363,BS NTV
48363,Kadokawa
8139,Unknown
1660,Pony Canyon
4262,Unknown
38778,Mainichi Broadcasting System
38778,Kodansha
38778,DMM pictures
5343,WOWOW
26351,Lantis
26351,Kadokawa Shoten
26351,AT-X
26351,KlockWorx
26351,chara-ani.com
26351,Tokyo MX
26351,Sankyo Planning
26351,Docomo Anime Store
26351,Kadokawa Media House
1882,VAP
1882,AIC
1882,BeSTACK
50060,Sonilude
37476,Ace Crew Entertainment
49820,Bushiroad
62,Lantis
62,King Records
11703,Bandai Visual
11703,Lantis
11703,Kodansha
11703,Memory-Tech
11703,Bushiroad
5618,Asahi Broadcasting
18001,Media Factory
18001,Eswood
18001,Kill Time Communication
33392,Unknown
3807,Unknown
53012,Nippon Columbia
53012,Crunchyroll
53012,Yomiuri TV Enterprise
53012,MAGNET
53012,K contents
15377,Genco
15377,Lantis
15377,Hobby Japan
15377,Gigno Systems
4196,Genco
4196,Media Factory
4196,AT-X
4196,Showgate
4196,Toranoana
7580,Genco
7580,Media Factory
7580,AT-X
7580,KlockWorx
7580,Bushiroad
7580,Showgate
7580,Gigno Systems
6672,Unknown
19841,AIC
33668,Bandai Visual
33668,Lantis
33668,Nihon Ad Systems
33668,Movic
33668,Half H.P Studio
33668,Q-Tec
33668,Medicos Entertainment
33668,Infinite
33668,KBS Kyoto
21881,Aniplex
21881,Genco
21881,ASCII Media Works
21881,Bandai Namco Games
5734,Media Factory
5734,Delfi Sound
50760,DAX Production
50760,Tokyo MX
50760,CyberAgent
50760,Epicross
50760,Bushiroad Move
50760,Bushiroad Creative
48567,Aniplex
48567,ABC Animation
48567,CMI
146,Geneon Universal Entertainment
146,TBS
146,Rondo Robe
146,Movic
30652,Lantis
30652,DAX Production
30652,NBCUniversal Entertainment Japan
30652,Hakuhodo DY Music & Pictures
30652,Ichijinsha
30652,Bandai Channel
860,Nippon Ichi Software
37487,Sony Pictures Entertainment
37487,Lantis
37487,Animax
37487,Shueisha
37487,JY Animation
37487,Bandai Namco Arts
37487,SKY PerfecTV!
52611,Imagin
52611,MediaNet
52611,Movic
52611,KlockWorx
52611,Crunchyroll
52611,U-NEXT
52611,TO Books
52611,CTW
51403,Movic
51403,AT-X
51403,Tokyo MX
51403,TV Aichi
51403,BS11
51403,Sun TV
51403,NTT Plala
51403,Kadokawa
5997,Mushi Production
5997,Mainichi Broadcasting System
15875,Tokyo Movie Shinsha
15875,Yomiuri Telecasting
23233,Kadokawa Shoten
23233,AT-X
23233,Nippon Columbia
23233,Kadokawa Pictures Japan
23233,KlockWorx
23233,Mobcast
1669,TV Tokyo
1669,d-rights
4286,Unknown
2255,Asatsu DK
38940,WOWOW
38940,Pony Canyon
38940,Hakuhodo DY Music & Pictures
38940,Good Smile Film
6055,Kitty Films
6055,Fuji TV
3355,Unknown
19067,Bushiroad
5688,Unknown
4470,NHK
4470,Studio Junio
12461,Bandai Visual
12461,Yomiuri Telecasting
12461,Lantis
12461,Kids Station
12461,Movic
12461,DAX Production
12461,Yomiuri TV Enterprise
38276,Genco
38276,MediaNet
38276,Nippon Columbia
38276,Ai Addiction
38276,Shogakukan
38276,ABC Animation
38276,Happinet
38276,HOBBY BASE Yellow Submarine
41623,TBS
41623,Kodansha
41623,Half H.P Studio
41623,KlockWorx
41623,81 Produce
41623,Avex Pictures
41623,Crunchyroll
41623,GREE
36882,AT-X
36882,Sony Music Communications
36882,Bushiroad
36882,Toranoana
36882,Hakuhodo DY Music & Pictures
36882,Overlap
36882,FuRyu
36882,Bandai Namco Arts
4999,Lantis
4999,TBS
4999,Movic
1893,Unknown
36483,Aniplex
36483,AT-X
36483,Dwango
36483,MAGES.
36483,Asahi Broadcasting
36483,ABC Animation
36483,Tochigi TV
48862,Bushiroad
11307,Fuji TV
2717,CBC Television
41911,Shogakukan
41911,Yomiuri TV Enterprise
646,Unknown
33733,TV Tokyo
33733,Dentsu
635,Bandai Visual
2620,TV Tokyo
2620,Yomiko Advertising
2620,Cookie Jar Entertainment
13679,TV Tokyo
36654,TMS Entertainment
36654,Sony Music Communications
36654,Being
36654,Universal Music Japan
36654,Kadokawa
36654,NHK Enterprises
51817,Frontier Works
51817,Sotsu
51817,AT-X
51817,Nippon Columbia
51817,KlockWorx
51817,Asmik Ace
51817,BS Fuji
51817,Tokyo MX
51817,Infinite
51817,Ichijinsha
51817,BS NTV
51817,arma bianca
51817,Happinet Phantom Studios
21639,TV Tokyo
21639,Nihon Ad Systems
21639,Marvelous AQL
21639,Konami Cross Media NY
3325,Nagoya Broadcasting Network
3325,Tokyu Agency
2403,Bandai Visual
2403,Lantis
2403,Movic
2403,Dream Force
2403,Futabasha
22013,Bandai Visual
273,Rondo Robe
273,Pioneer LDC
273,Daiei
273,TV Asahi Music
31404,Sotsu
31404,AT-X
31404,Barnum Studio
31404,DAX Production
31404,ASCII Media Works
31404,NBCUniversal Entertainment Japan
31404,i0+
31404,Medicos Entertainment
31404,Radio Osaka
2826,TV Tokyo
2826,Meruhensha
23393,Unknown
4810,Unknown
86,Sotsu
86,Nagoya Broadcasting Network
51569,Unknown
18391,Unknown
3438,Fuji TV
3900,Tele-Cartoon Japan
1597,Broccoli
2501,Sotsu
12863,Unknown
6201,Dream Force
38006,AT-X
38006,Docomo Anime Store
38006,Sammy
38006,TV Aichi
38006,Kadokawa Media House
38006,DeNA
38006,Production Ace
38006,BS NTV
38006,Kadokawa
6902,Hisashishi Videos
6902,TOMY Company
22877,Genco
22877,Media Factory
22877,Movic
22877,AT-X
22877,Showgate
50099,Production I.G
50099,TV Tokyo
50099,Nihon Ad Systems
50099,Marvelous AQL
50099,Shueisha
50099,Jinnan Studio
50099,Bandai Namco Filmworks
3809,Unknown
4657,Studio Mausu
4657,Sotsu Music Publishing
2964,Pony Canyon
2964,Memory-Tech
2964,Showgate
2964,King Records
1853,Dynamic Planning
1853,Toei Advertising
296,Bandai Visual
296,Nihon Ad Systems
296,TV Tokyo Music
297,Shochiku
297,Kadokawa Shoten
297,Toshiba Entertainment
318,Geneon Universal Entertainment
318,Pioneer LDC
318,Cosmic Ray
10079,Dentsu
10079,Sotsu
10079,Marvelous Entertainment
10079,Pony Canyon
10079,feng
10079,PRA
10079,Jumondo
19919,VAP
19919,Nippon Television Network
19919,Bouncy
19919,Just Production
19919,JP Room
18121,DAX Production
18121,Earth Star Entertainment
1218,Starchild Records
34474,Pierrot
34474,Movic
34474,Bandai Namco Entertainment
34474,Docomo Anime Store
34474,AZ Creative
447,animate Film
447,Polygram Japan
53097,TV Tokyo
53097,Dentsu
53097,Pony Canyon
53097,Kodansha
5505,Sony Pictures Entertainment
5505,Mill Creek Entertainment
4054,Unknown
28817,Media Factory
28817,Movic
28817,AT-X
28817,Showgate
942,Geneon Universal Entertainment
942,Mellow Head
942,Imagica
942,Mag Garden
942,Tablier Communications
942,On The Run
25099,Sotsu
25099,AT-X
25099,Memory-Tech
25099,Showgate
25099,Happinet Pictures
25099,BS Fuji
25099,MAGES.
25099,Contents Seed
25099,Ichijinsha
53213,Shochiku
53213,AT-X
53213,Nitroplus
53213,flying DOG
53213,Tokyo MX
53213,Good Smile Company
53213,Kansai Telecasting
53213,Marui Group
34839,Pony Canyon
34839,Sanrio
34839,Pierrot Plus
34839,Akatsuki
1123,TV Tokyo
1123,Dentsu
32802,Unknown
30039,Dentsu
30039,Bushiroad
42514,Jinnan Studio
3114,TV Tokyo
3114,Yomiko Advertising
9119,NHK
32483,Bandai Visual
32483,Lantis
32483,Nihon Ad Systems
32483,Tokyo MX
32483,Shueisha
32483,Sony PCL
16355,Media Factory
8624,TV Asahi
16419,Asahi Broadcasting
1599,Unknown
3023,Unknown
8536,TV Tokyo
8536,Kadokawa Shoten
8536,Kadokawa Pictures Japan
8536,KlockWorx
8536,NTT Docomo
8536,AMG MUSIC
6472,Fuji TV
6472,Amuse
39417,Mainichi Broadcasting System
39417,Infinite
39417,DMM pictures
618,Studio Take Off
2965,Sotsu
4101,Tokyu Agency
4101,Weve Inc.
347,Aniplex
347,WOWOW
34866,TV Tokyo
34866,Nihon Ad Systems
34866,Konami Cross Media NY
33197,Warner Bros. Japan
1445,Fuji TV
10213,Unknown
31537,Asmik Ace
31537,Cygames
31537,Happinet
33788,Sotsu
33788,Movic
33788,Warner Bros. Japan
33788,KlockWorx
19855,VAP
19855,Earth Star Entertainment
50864,Sony Pictures Entertainment
50864,Dentsu
50864,Fuji TV
50864,BS Fuji
50864,bilibili
50864,Crunchyroll
50864,NetEase
37328,Sotsu
17115,TV Tokyo
38009,Pony Canyon
38009,Yomiuri TV Enterprise
38009,Bit Promotion
42808,Wave Master
2074,Unknown
40595,Pony Canyon
40595,Kadokawa
40595,Bit grooove promotion
40595,A3
37968,TV Tokyo
37587,Studio Mausu
37587,NBCUniversal Entertainment Japan
37587,Kadokawa
37587,JY Animation
37587,KLab
37587,Legs
45572,Aniplex
4052,TV Tokyo
4052,Nihon Ad Systems
4052,Nelvana
4468,Enoki Films
34580,Toei Video
34580,Enterbrain
34580,Nippon Television Network
2970,TYO
33850,Pony Canyon
6609,VOOZ Character System
5940,Media Factory
5940,AT-X
5940,Earth Star Entertainment
14515,Aniplex
14515,TBS
54854,Unknown
40957,Kodansha
495,Sotsu
495,Movic
495,TV Tokyo Music
27737,Unknown
31196,TV Tokyo
31196,Dentsu
31196,Sotsu
31196,Bushiroad
31456,Frontier Works
31456,Lantis
31456,AT-X
31456,DAX Production
31456,Asmik Ace
31456,Sony Music Communications
31456,Hakuhodo DY Music & Pictures
31456,Chugai Mining
31456,Kadokawa
8123,Asahi Broadcasting
31147,Bandai Visual
31147,Lantis
31147,Tokyo MX
31147,Animatic
31147,Hakuhodo DY Media Partners
31147,Techno Sound
31147,Anime Consortium Japan
37982,Mainichi Broadcasting System
37982,Kodansha
37982,flying DOG
37982,DMM pictures
37982,Bit Promotion
2494,Kadokawa Shoten
48413,Sotsu
48413,Movic
48413,KlockWorx
48413,Tokyo MX
48413,Hakuhodo DY Music & Pictures
48413,Infinite
48413,BS11
48413,Kadokawa
48413,Bandai Namco Music Live
48413,Happinet Phantom Studios
54858,Aniplex
54858,Evil Line Records
54858,Half HP Studio
1541,TV Asahi
928,TV Aichi
928,Tokyu Agency
928,Weve Inc.
52608,Nippon Columbia
52608,Studio Mausu
52608,Docomo Anime Store
52608,BS11
52608,Crunchyroll
52608,Yomiuri TV Enterprise
52608,Happinet Phantom Studios
52608,Tohjak
52608,Hifumi Shobo
3008,Unknown
26395,DAX Production
26395,Earth Star Entertainment
38669,Pierrot
38669,Movic
38669,Crest
37324,TV Tokyo
926,Nippon Television Network
31430,Warner Bros. Japan
31430,Ultra Super Pictures
31430,MAGES.
31430,Good Smile Company
31430,Shueisha
31430,Kyoraku Industrial Holdings
31430,Animatic
1703,Sony Music Entertainment
1377,Animax
222,Pierrot
222,Shochiku
222,Memory-Tech
222,Happinet Pictures
2231,Kitty Films
7590,Geneon Universal Entertainment
7590,Frontier Works
7590,KlockWorx
10197,Unknown
9922,Lantis
9922,Delfi Sound
9922,Marvelous AQL
9922,Studio Jack
2783,Enoki Films
48859,Unknown
31716,Aniplex
31716,Mainichi Broadcasting System
31716,Movic
31716,Visual Arts
31716,Magic Capsule
31716,ASCII Media Works
31716,Bushiroad
31716,Tokyo MX
31716,BS11
31716,Lawson
2510,TV Tokyo
7082,TV Tokyo
7082,Sotsu
17082,Pony Canyon
17082,Tohokushinsha Film Corporation
38302,Toei Video
38302,AT-X
38302,Being
38302,Crunchyroll
38302,Yomiuri TV Enterprise
38302,Kadokawa
38302,JY Animation
38302,MAGNET
38302,Video Market
563,Starchild Records
563,Movic
563,Nippon Television Network
2836,Mushi Production
2836,Zuiyo
2814,TV Tokyo
12471,Bandai Visual
12471,Kadokawa Shoten
12471,Mainichi Broadcasting System
12471,Bandai
12471,Sony Music Entertainment
12471,Bandai Namco Games
12471,Sammy
12471,Hakuhodo DY Media Partners
12471,Bandai Channel
43229,TOHO animation
43229,Toho Music
35983,AT-X
35983,Houbunsha
35983,Docomo Anime Store
35983,Kadokawa Media House
35983,Kadokawa
28391,TV Tokyo
28391,Pony Canyon
28391,AT-X
28391,DLE
28391,NBCUniversal Entertainment Japan
28391,Docomo Anime Store
28391,bilibili
28391,Kanon Sound
28391,Hobibox
886,Unknown
34077,Sotsu
34077,Ace Crew Entertainment
48777,Aniplex
271,Hal Film Maker
271,Media Factory
271,Imagica
271,Amber Film Works
271,Imagine
782,Yomiko Advertising
782,Atelier Musa
34834,Bandai Visual
34834,Lantis
34834,Nitroplus
34834,Bushiroad
34834,Yuhodo
53426,MAGES.
53426,Tokyo MX
53426,Shinshokan
53426,BS Asahi
53426,Precious Tone
18097,Unknown
1532,Bandai Visual
1532,Lantis
1532,Movic
2766,TV Tokyo
2766,Dentsu
2766,Genco
30567,DAX Production
30567,Earth Star Entertainment
4773,Unknown
10554,Studio Jack
