anime_id,producers
1650,Tohokushinsha Film Corporation
1650,Academy Productions
1650,Yomiuri Advertising
24439,Nihon Ad Systems
24439,Mainichi Broadcasting System
24439,TOHO animation
24439,Shueisha
24439,Toys Factory
24439,Sony PCL
1606,Yomiuri Telecasting
1606,Tohokushinsha Film Corporation
35079,Movic
35079,Magic Capsule
35079,ASCII Media Works
35079,NBCUniversal Entertainment Japan
35079,Egg Firm
35079,Crunchyroll SC Anime Fund
5494,Unknown
1483,VAP
1483,Nippon Television Network
1483,Shogakukan
42351,Movic
42351,KlockWorx
42351,King Records
42351,Ichijinsha
42351,DMM pictures
145,TV Tokyo
145,GANSIS
2985,VAP
2985,Shueisha
1699,GDH
1699,Kadokawa Shoten
1699,CBC Television
1699,SKY Perfect Well Think
1699,Happinet Pictures
1699,Sotsu Music Publishing
49858,Shogakukan-Shueisha Productions
49858,Shogakukan Music & Digital Entertainment
49858,NBCUniversal Entertainment Japan
49858,BS11
49858,Shogakukan
49858,Yomiuri TV Enterprise
49858,Bandai Spirits
41433,Marvelous Entertainment
41433,Yomiuri Advertising
41433,Delfi Sound
41433,NBCUniversal Entertainment Japan
41433,Amuse
41433,Sammy
41433,Contents Seed
41433,BS NTV
41433,Aeon Entertainment
1946,Asahi Broadcasting
110,Unknown
37972,TBS
37972,Movic
37972,Magic Capsule
37972,flying DOG
41488,Lantis
41488,Kodansha
41488,BS11
41488,Bandai Namco Arts
41488,Micro Magazine Publishing
41488,Bandai Spirits
41488,Sony Music Solutions
41488,ADK Marketing Solutions
35672,Tokyo MX
35672,Good Smile Company
35672,Yomiuri TV Enterprise
35672,Jinnan Studio
35672,Radio Osaka
35672,Top Marshal
35672,Aeon Entertainment
39597,Aniplex
39597,Bandai Namco Entertainment
39597,Egg Firm
39597,Straight Edge
39597,Kadokawa
39597,Sonilude
15731,RAY
50307,Shogakukan-Shueisha Productions
50307,Warner Bros. Japan
50307,KlockWorx
50307,Shogakukan
50307,Crunchyroll
969,NHK
24405,TV Asahi
35789,TV Tokyo
35789,MediaNet
35789,TOHO animation
35789,Akita Shoten
9441,Pierrot
9441,Shueisha
96,TV Asahi
96,Sotsu
51815,Pony Canyon
51815,AT-X
51815,Tokyo MX
51815,Glovision
51815,Shueisha
51815,bilibili
51815,Kadokawa
34973,Bandai Visual
34973,Lantis
34973,ASCII Media Works
34973,Bushiroad
34577,Aniplex
34577,Dentsu
34577,Mainichi Broadcasting System
34577,Kodansha
34577,Movic
33253,TOHO animation
33253,King Records
42238,Imagineer
42238,Tencent Penguin Pictures
42238,Planet Cartoon
2213,Yomiuri Telecasting
35972,TV Tokyo
35972,Dentsu
35972,Kodansha
35972,Avex Pictures
31931,Kadokawa Shoten
31931,AT-X
31931,KlockWorx
31931,Memory-Tech
31931,Tokyo MX
31931,Bandai Namco Entertainment
31931,Hakuhodo
31931,Bandai Namco Arts
4725,Lantis
4725,Kadokawa Shoten
4725,Rakuonsha
4725,Kadokawa Pictures Japan
4725,KlockWorx
132,TBS
132,Kodansha
132,Rondo Robe
132,Rakuonsha
2800,Unknown
2229,Unknown
6702,TV Tokyo
6702,Dentsu
6702,Pony Canyon
6702,Kodansha
6702,DAX Production
6702,Sakura Create
37958,Pierrot
37958,VAP
37958,Square Enix
37958,AT-X
37958,Nippon Columbia
37958,Age Global Networks
37958,Yomiuri TV Enterprise
37958,Kanon Sound
37958,RAY
51462,MediaNet
51462,Pony Canyon
51462,AT-X
51462,Hakuhodo
51462,Kadokawa
51462,Saber Links
1567,Dentsu
1567,Tokyo Movie Shinsha
1567,Asahi Broadcasting
36470,AT-X
36470,Docomo Anime Store
36470,BS11
36470,Kadokawa
29854,Sotsu
29854,Showgate
29854,Tokuma Japan Communications
29854,Daiichi Shokai
10495,TV Tokyo
10495,Daume
10495,Sotsu
10495,Pony Canyon
10495,DAX Production
10495,Studio Gram
10495,PRA
10495,Jumondo
23321,NHK
18897,Aniplex
18897,Mainichi Broadcasting System
18897,Shueisha
584,Lantis
584,Media Factory
584,Rikuentai
584,Toshiba Entertainment
584,Bandai Channel
40351,TV Tokyo
40351,Shogakukan-Shueisha Productions
40351,MediaNet
39355,NHK Enterprises
40392,Mainichi Broadcasting System
40392,Kodansha
40392,DMM pictures
5507,Aniplex
5507,Sega
5507,Sakura Create
52211,Aniplex
52211,Asatsu DK
52211,Shueisha
52211,INSPION Edge
31953,Frontier Works
31953,Kadokawa Shoten
31953,Movic
31953,AT-X
31953,Delfi Sound
31953,Sony Music Communications
31953,Houbunsha
31953,MAGES.
31953,Lawson
10161,Aniplex
10161,Dentsu
10161,Kodansha
10161,Fuji TV
53874,TV Tokyo
17249,TV Tokyo
7647,Square Enix
7647,Starchild Records
7647,Rakuonsha
48779,flying DOG
48779,Kadokawa
48779,Midorimatsu
23251,TV Tokyo
23251,Frontier Works
23251,Media Factory
23251,Nihon Ad Systems
23251,Sony Music Communications
9065,Unknown
1356,Unknown
2037,Nihon Ad Systems
2012,TV Asahi
27991,Starchild Records
27991,Mainichi Broadcasting System
27991,Studio Tulip
27991,Glovision
38578,TV Asahi
38578,Echoes
34902,Nihon Ad Systems
34902,Kodansha
34902,Movic
34902,KlockWorx
34902,Sony Music Entertainment
34902,King Records
34902,BS11
34902,Animatic
34902,Marui Group
36474,Aniplex
36474,Genco
36474,Bandai Namco Entertainment
36474,Egg Firm
36474,Straight Edge
36474,Kadokawa
1985,Fuji TV
1985,Dynamic Planning
21435,Earth Star Entertainment
21435,Tokyo MX
21435,Good Smile Company
21435,Yomiuri TV Enterprise
21435,Jinnan Studio
21435,Radio Osaka
21435,TSUTAYA
21435,Ashisuto
1372,Bandai Visual
1372,TBS
1372,Kodansha
1372,Nichion
2558,Unknown
28677,Dentsu
28677,Frontier Works
28677,Kodansha
28677,Rakuonsha
28677,Ultra Super Pictures
28677,Memory-Tech
28677,Daiichikosho
28677,Lawson HMV Entertainment
28677,Amuse
28677,Animatic
28677,A-Sketch
40221,Sega
40221,Crunchyroll
40221,Rialto Entertainment
40221,Sola Entertainment
40221,Naver Webtoons
40221,IRMA LA DOUCE
40571,Lantis
40571,Movic
40571,AT-X
40571,Kadokawa Media House
40571,Kadokawa
40571,SB Creative
5162,Unknown
3001,Dentsu
3001,SKY Perfect Well Think
3001,Kodansha
3001,Fuji TV
3001,Asmik Ace
3001,Sony Music Entertainment
3001,Fujipacific Music
3673,PRA
3673,Sakura Create
3673,Fujipacific Music
2549,Bandai Visual
34561,Aniplex
34561,Magic Capsule
34561,Shogakukan
34561,ABC Animation
32542,Kadokawa Shoten
32542,TBS
32542,DAX Production
32542,Daiichikosho
32542,King Records
32542,NichiNare
8675,Starchild Records
8675,Dream Force
2787,Geneon Universal Entertainment
2787,ASCII Media Works
34547,Aniplex
34547,Mainichi Broadcasting System
34547,Kodansha
34547,Lucent Pictures Entertainment
34547,Hakuhodo DY Music & Pictures
34547,Lawson
34547,GYAO!
34547,Kanetsu Investment
34547,Christmas Holly
1557,Sotsu
1557,Marine Entertainment
880,TBS
880,Kodansha
880,Imagine
18671,Lantis
18671,TBS
129,TV Tokyo
129,Dentsu
129,Group TAC
37141,Aniplex
37141,Kodansha
37141,Magic Capsule
37007,Nihon Ad Systems
37007,Pony Canyon
37007,Shueisha
37007,BS11
37007,Jinnan Studio
37007,Cygames
37007,CA-Cygames Anime Fund
17,Unknown
67,GDH
67,Kodansha
67,Sotsu Music Publishing
53881,Hypergryph
53881,Studio Montagne
53881,Yostar
53881,Legendoor
33988,Aniplex
33988,Kodansha
33988,Kanetsu Investment
33988,Christmas Holly
28121,Genco
28121,Movic
28121,Warner Bros. Japan
28121,KlockWorx
28121,SoftBank Creative
28121,Showgate
28121,MAGES.
28121,FuRyu
7661,NHK
38790,AT-X
38790,MAGES.
38790,Docomo Anime Store
38790,Sammy
38790,ABC Animation
38790,Kadokawa Media House
38790,Kadokawa
38790,D-techno
49891,Gentosha Comics
49891,Nikkatsu
49891,NBCUniversal Entertainment Japan
49891,JR East Marketing & Communications
49891,Micro Magazine Publishing
49891,BS Asahi
49891,GREE Entertainment
49891,Micro House
18139,Starchild Records
18139,Media Factory
16241,Unknown
32681,Half H.P Studio
32681,AT-X
32681,flying DOG
32681,Ultra Super Pictures
32681,Good Smile Company
32681,bilibili
32681,Crunchyroll
4651,Unknown
36754,flying DOG
36754,Kadokawa
250,Yomiko Advertising
250,Fuji TV
42590,DMM Music
340,TV Tokyo
340,Sotsu
340,Marvelous Entertainment
340,Media Factory
36038,DAX Production
36038,flying DOG
36038,Sony Music Communications
36038,Tokyo MX
36038,comico
36038,JR East Marketing & Communications
36038,Crunchyroll SC Anime Fund
51105,Aniplex
51105,Square Enix
24135,Pony Canyon
11371,TV Tokyo
11371,Bandai Visual
11371,Nihon Ad Systems
11371,TV Tokyo Music
11371,Marvelous AQL
11371,Shueisha
50221,Nippon Television Network
50221,Avex Pictures
50221,Docomo Anime Store
50221,Konami Digital Entertainment
50221,Contents Seed
50221,BS NTV
50221,Straight Edge
50221,Culture Entertainment
50221,Stray Cats
50221,ADK Emotions
6802,TV Tokyo
6802,Aniplex
33089,TV Tokyo
33089,Victor Entertainment
33089,AT-X
33089,KlockWorx
33089,flying DOG
33089,Bushiroad
33089,Age Global Networks
33089,famima.com
33089,Docomo Anime Store
33089,Just Production
33089,Kadokawa
33089,Crunchyroll SC Anime Fund
1087,TOHO
22817,Yomiuri Telecasting
7627,Aniplex
7627,Lantis
7627,Cospa
7627,Studio Mausu
7627,Akita Shoten
2112,Sotsu
2112,Pony Canyon
708,TMS Entertainment
209,Aniplex
209,Studio Deen
209,Broccoli
209,Sony Music Entertainment
3369,TV Asahi
3369,Toei Video
3369,Toei Advertising
32828,Toei Video
32828,Kodansha
32828,Shin-Ei Animation
32828,DAX Production
32828,Asmik Ace
32828,Yomiuri TV Enterprise
32828,Sumitomo
32828,TMS Music
2214,Avex Entertainment
2214,Yomiuri Telecasting
455,Unknown
41120,Aniplex
41120,Dentsu
41120,Animax
41120,Movic
41120,Fuji TV
41120,Sonilude
21327,Nihon Ad Systems
21327,Pony Canyon
21327,DAX Production
21327,TOHO animation
53621,Pierrot
53621,Sony Pictures Entertainment
53621,Square Enix
53621,Animax
53621,Nippon Columbia
53621,BS Fuji
53621,Crunchyroll
53621,Yomiuri TV Enterprise
53621,Jinnan Studio
567,Bandai Visual
8937,Geneon Universal Entertainment
8937,Square Enix
8937,AT-X
8937,ASCII Media Works
8937,Delfi Sound
10033,Yomiko Advertising
10033,Fuji TV
10033,Shueisha
177,NHK
177,Kodansha
40590,KlockWorx
40590,MAGES.
40590,AQUAPLUS
40590,King Records
40590,Crunchyroll
691,Kitty Films
1563,Unknown
23135,TV Tokyo
6347,Lantis
6347,Media Factory
6347,Cospa
6347,T.O Entertainment
43756,Aniplex
43756,Dentsu
43756,Animax
43756,Movic
43756,Fuji TV
43756,BS Fuji
43756,Aeon Entertainment
50248,TV Tokyo
1251,NHK
1251,Sogo Vision
1251,Streamline Pictures
14131,Bandai Visual
14131,Lantis
14131,Movic
14131,Showgate
14131,Q-Tec
14131,Hakuhodo DY Media Partners
4039,TV Tokyo
4039,Sotsu
4039,Half H.P Studio
41694,Aniplex
41694,Kodansha
41694,Studio Mausu
41694,Tokyo MX
41694,NetEase
37497,Sotsu
37497,NBCUniversal Entertainment Japan
37497,Infinite
103,Nihon Ad Systems
103,Shueisha
4981,Showgate
4981,USEN
20031,TV Tokyo
20031,Media Factory
20031,Kadokawa Shoten
20031,AT-X
20031,DAX Production
20031,Sony Music Communications
20031,Toranoana
8086,Lantis
8086,Media Factory
8086,Kadokawa Contents Gate
8086,Fujimi Shobo
31376,VAP
31376,Kodansha
31376,Magic Capsule
31376,Nippon Television Network
31376,RAB Aomori Broadcasting
31376,Nippon Television Music
2026,TV Tokyo
2026,Shogakukan-Shueisha Productions
2026,Studio Tulip
2405,Unknown
2002,Starchild Records
914,Trans Arts
914,Kitty Films
914,Studio Hibari
914,TBS
914,Studio Jack
10216,Kodansha
10216,KlockWorx
10216,Memory-Tech
10216,King Records
37976,Avex Pictures
37976,Cygames
37976,dugout
53879,Movic
53879,AT-X
53879,Shueisha
53879,Toys Factory
53879,Kadokawa
53879,Bit grooove promotion
50590,Aniplex
50590,Movic
50590,Shueisha
50590,Kansai Telecasting
50590,BS11
50590,Tohan Corporation
50590,Marui Group
5274,Unknown
1212,Sav! The World Productions
10588,Aniplex
10588,AIC
10588,Mainichi Broadcasting System
10588,ASCII Media Works
10588,Index
34134,TV Tokyo
34134,Good Smile Company
34134,Shueisha
34134,JR East Marketing & Communications
34134,Bandai Namco Arts
34134,Bandai Spirits
6634,Dentsu
6634,Shochiku
6634,Mainichi Broadcasting System
6634,Pony Canyon
6634,Movic
6634,flying DOG
6773,Geneon Universal Entertainment
6773,Warner Bros. Japan
6773,ASCII Media Works
6773,Showgate
2562,Yomiko Advertising
2562,Pony Canyon
2562,Fuji TV
2562,DAX Production
46093,BS Fuji
46093,Tokyo MX
46093,Infinite
46093,Forecast Communications
46093,Kadokawa Media House
46093,DMM pictures
46093,Bandai Namco Arts
46093,AQUA ARIS
52308,Frontier Works
52308,Lantis
52308,AT-X
52308,Glovision
52308,Crunchyroll
52308,Kadokawa
52308,arma bianca
52308,Bandai Namco Music Live
52308,Happinet Phantom Studios
52308,D&C WEBTOON Biz
218,TV Tokyo
218,Starchild Records
218,Yomiko Advertising
218,Audio Tanaka
38804,Unknown
40879,Bushiroad
40879,Sunrise Music
40879,Kadokawa
40879,Bandai Namco Arts
5249,Unknown
50663,King Records
31821,Mainichi Broadcasting System
31821,Magic Capsule
31821,Ultra Super Pictures
31821,Graphinica
31821,NBCUniversal Entertainment Japan
54743,F.M.F
54743,Half HP Studio
31706,Lantis
31706,Kadokawa Shoten
31706,AT-X
31706,DAX Production
31706,KlockWorx
31706,Tokyo MX
31706,Kadokawa Media House
31706,Plus One
23269,Genco
23269,flying DOG
23269,Showgate
50197,TMS Entertainment
50197,Mainichi Broadcasting System
50197,Kodansha
50197,King Records
3470,Showgate
52736,AT-X
52736,Kansai Telecasting
52736,Kadokawa
52736,Bit grooove promotion
52736,CTW
52736,TVA advance
1642,TV Tokyo Music
34984,Aniplex
34984,Dentsu
34984,Fuji TV
34984,DMM pictures
51958,Half H.P Studio
51958,Nippon Columbia
51958,Atelier Musa
51958,81 Produce
51958,Sammy
51958,Kadokawa
10790,Kadokawa Shoten
10790,AT-X
10790,Kadokawa Pictures Japan
10790,KlockWorx
10790,flying DOG
35241,Genco
35241,Lantis
35241,AT-X
35241,GAGA
35241,Memory-Tech
35241,Studio Mausu
35241,DeNA
35241,Kadokawa
35241,Melonbooks
12487,Bandai Visual
12487,Lantis
12487,ASCII Media Works
12487,Sony PCL
26243,Rakuonsha
26243,NBCUniversal Entertainment Japan
26243,Shueisha
38659,AT-X
38659,Kadokawa Media House
38659,Kadokawa
38659,Legs
857,Marvelous Entertainment
857,Kodansha
9919,Aniplex
9919,Dentsu
9919,Mainichi Broadcasting System
9919,Movic
9919,Sakura Create
9919,Shueisha
1050,Avex Entertainment
1050,Dentsu
1050,TV Asahi
3213,Fuji TV
21273,Frontier Works
21273,Sotsu
21273,Magic Capsule
21273,Showgate
21273,Houbunsha
21273,NBCUniversal Entertainment Japan
21273,RAY
551,Unknown
270,Fuji TV
270,Pioneer LDC
379,Victor Entertainment
3092,Frontier Works
3092,Kadokawa Shoten
3092,Kadokawa Pictures Japan
3092,KlockWorx
3092,Memory-Tech
3092,Romantica club !!
12291,Pony Canyon
12291,TBS
12291,DAX Production
12291,BS-TBS
12291,Jumondo
12291,Houbunsha
15061,TV Tokyo
15061,Bandai Visual
15061,Dentsu
35015,bilibili
35015,Tencent Penguin Pictures
11111,Lantis
11111,Kadokawa Shoten
11111,TOHO
11111,KlockWorx
11111,Bandai Namco Live Creative
11111,NTT Docomo
21743,VAP
21743,Nippon Television Network
226,VAP
226,Genco
17729,Frontier Works
17729,AT-X
17729,Bushiroad
17729,NBCUniversal Entertainment Japan
17729,Front Wing
15451,Genco
15451,Lantis
15451,Media Factory
15451,Movic
15451,AT-X
15451,Showgate
15451,Q-Tec
15451,Fujimi Shobo
37614,Frontier Works
37614,Mainichi Broadcasting System
37614,Half H.P Studio
37614,AT-X
37614,CyberStep
37614,Kanetsu Investment
37614,Kadokawa
37614,Global Solutions
40540,Aniplex
40540,Bandai Namco Entertainment
40540,Egg Firm
40540,Straight Edge
40540,Kadokawa
2608,OB Planning
481,Nihon Ad Systems
481,Shueisha
29,Marvelous Entertainment
29,Animax
29,Pony Canyon
29,TBS
10568,Lantis
10568,AT-X
10568,Warner Bros. Japan
10568,KlockWorx
10568,ASCII Media Works
2227,Unknown
22693,TV Tokyo
22693,Sotsu
22693,MediaNet
22693,Sanrio
22693,Miracle Bus
13655,Warner Bros. Japan
13655,Showgate
40504,Shogakukan-Shueisha Productions
40504,NHK
23277,Aniplex
23277,Dentsu
23277,Fuji TV
23277,Half H.P Studio
23277,Cospa
23277,Fujipacific Music
23277,Good Smile Company
23277,Kyoraku Industrial Holdings
23277,Kansai Telecasting
23277,Fujimi Shobo
37426,Aniplex
37426,Dentsu
37426,Movic
37426,Fuji TV
37426,Gentosha Comics
142,Toei Advertising
727,Toei Advertising
35828,TBS
35828,Grooove
35828,Nichion
35828,Exit Tunes
35828,ONEMUSIC
35828,Crunchyroll SC Anime Fund
36522,Tencent Animation & Comics
38555,Mainichi Broadcasting System
38555,Asmik Ace
38555,King Records
38555,Ichijinsha
38555,Nichion
10378,TV Tokyo
10378,Lantis
10378,Pony Canyon
10378,TV Tokyo Music
10378,Studio Jack
22199,Nihon Ad Systems
22199,Sony Music Entertainment
22199,TOHO animation
22199,Q-Tec
22199,Fields
22199,Jinnan Studio
587,Pony Canyon
587,Dream Force
39049,BookLive
39049,ibis Capital Partners
39049,Global Solutions
14227,TV Tokyo
14227,Aniplex
14227,Nihon Ad Systems
14227,Kodansha
53833,Asmik Ace
53833,King Records
53833,Ichijinsha
16005,TV Tokyo
16005,Geneon Universal Entertainment
16005,Shogakukan-Shueisha Productions
16005,Half H.P Studio
5712,TV Tokyo
2820,Fuji TV
1459,Sotsu
1459,Studio Jack
1651,Academy Productions
1651,Yomiuri Advertising
3317,Unknown
18497,Unknown
435,Yomiuri Telecasting
352,Asahi Broadcasting
351,Asahi Broadcasting
34262,TV Tokyo
34262,Square Enix
34262,Sotsu
34262,TV Osaka
34262,AT-X
34262,DAX Production
34262,TV Tokyo Music
34262,Avex Pictures
34262,BS Japan
34262,Dai Nippon Printing
34262,Contents Seed
34262,A-Sketch
53876,TV Tokyo
5671,TV Tokyo
5671,Square Enix
5671,Sotsu
5671,Lantis
5671,Pony Canyon
5671,KlockWorx
5671,TV Tokyo Music
5671,Kiyosumi High School Mahjong Club
5671,Sotsu Music Publishing
3420,Bandai Visual
3420,Genco
3420,Lantis
3420,Rakuonsha
15793,Starchild Records
15793,Memory-Tech
15793,Dwango
15793,Bushiroad
15793,Good Smile Company
15793,Kinyosha
51215,Lantis
51215,Movic
51215,AT-X
51215,NTT Plala
51215,Kadokawa
51215,Bit grooove promotion
51215,Bandai Namco Music Live
22147,Avex Entertainment
22147,TBS
22147,DAX Production
22147,flying DOG
22147,Mobcast
1069,TV Asahi
1069,Toei Advertising
48542,TV Tokyo
48542,AT-X
48542,TV Tokyo Music
48542,Avex Pictures
48542,BS11
48542,Sumitomo
48542,MAGNET
40454,Movic
40454,Warner Bros. Japan
40454,KlockWorx
40454,Hakuhodo DY Music & Pictures
40454,Egg Firm
40454,FuRyu
40454,GREE
40454,SB Creative
287,Free-Will
2987,Unknown
1852,Aniplex
1852,Lantis
1852,TBS
1852,Movic
1852,Houbunsha
36220,Aniplex
36220,Movic
36220,Magic Capsule
36220,Lawson
36220,MusicRay’n
36220,Kadokawa
36220,INCS toenter
36220,Yoshimoto Creative Agency
50854,AT-X
50854,BS NTV
50854,Kadokawa
50854,GREE Entertainment
1391,Unknown
35821,Unknown
1663,Unknown
8217,TV Tokyo
8217,Sotsu
8217,Sanrio
8217,Studio Jack
12679,Starchild Records
12679,Mainichi Broadcasting System
12679,Kodansha
12679,KlockWorx
16524,Bandai Visual
16524,Yomiuri Telecasting
16524,Lantis
16524,Nitroplus
16524,Bushiroad
16524,Good Smile Company
8726,Pony Canyon
8726,TBS
8726,Movic
8726,flying DOG
8726,Memory-Tech
37475,NBCUniversal Entertainment Japan
37984,Movic
37984,AT-X
37984,Sammy
37984,Crunchyroll
37984,Kadokawa Media House
37984,NTT Plala
37984,Kadokawa
39491,Dentsu
39491,Fuji TV
39491,Nitroplus
39491,Sony Music Entertainment
39491,TOHO animation
39491,MAGNET
327,Unknown
355,Geneon Universal Entertainment
355,ASCII Media Works
355,Toshiba Entertainment
355,Cosmic Ray
355,Showgate
8407,Kadokawa Shoten
8407,Kadokawa Pictures Japan
8407,KlockWorx
8407,NTT Docomo
50287,Frontier Works
50287,Marvelous Entertainment
50287,Pony Canyon
50287,Studio Mausu
50287,Hakuhodo DY Music & Pictures
50287,Akita Shoten
50287,BS11
50287,Kadokawa Media House
334,Asahi Broadcasting
15315,Kadokawa Shoten
15315,Nippon Columbia
15315,flying DOG
30296,Frontier Works
30296,Media Factory
30296,AT-X
30296,flying DOG
30296,Hakuhodo DY Music & Pictures
30296,Animatic
30296,SB Creative
166,GDH
166,Sotsu Music Publishing
879,Bandai Visual
879,Sotsu
879,TV Tokyo Music
21573,Starchild Records
21573,Memory-Tech
21573,Bushiroad
21573,MAGES.
21573,Kinyosha
102,Animax
102,Toei Video
102,Sunny Side Up
1614,Madhouse
1614,TV Tokyo
1614,Dentsu
13349,TV Tokyo
13349,Aniplex
13349,Nihon Ad Systems
13349,DAX Production
33731,AT-X
33731,Sony Music Communications
33731,Kadokawa Media House
33731,NTT Plala
33731,Kadokawa
49930,Magic Capsule
49930,KlockWorx
49930,King Records
49930,Overlap
49930,WOWMAX
49930,MIGHTY MEDIA
40685,Chiptune
40685,Kadokawa
40685,Bandai Namco Arts
2257,Unknown
28979,TBS
28979,Magic Capsule
28979,Warner Bros. Japan
28979,NBCUniversal Entertainment Japan
28979,Shueisha
3036,Unknown
44191,ABC Animation
44191,ADK Emotions
3972,TV Tokyo
3972,Nihon Ad Systems
3972,Shueisha
200,TV Tokyo
3613,Dentsu
3613,Fuji TV
3613,Code
3613,Asmik Ace
3613,ASCII Media Works
3613,Sony Music Entertainment
3613,Atelier Musa
11319,Cospa
11319,Showgate
48643,Toei Video
48643,Pony Canyon
48643,AT-X
48643,KlockWorx
48643,Asmik Ace
48643,TV Aichi
48643,Yomiuri Shimbun
48643,APDREAM
48643,arma bianca
48643,Bit grooove promotion
48643,Dream Shift
48643,BS Asahi
48643,Happinet Phantom Studios
48643,Bergamo
333,Unknown
593,TV Tokyo
593,Bandai Visual
593,Yomiko Advertising
37890,Pony Canyon
37890,TBS
37890,Movic
37890,Tokuma Shoten
8476,Aniplex
490,Square Enix
490,Starchild Records
37975,NHK
30736,Cygames
6573,Aniplex
6573,Square Enix
6573,Mainichi Broadcasting System
6573,Movic
6573,Sakura Create
30694,Yomiko Advertising
30694,Fuji TV
50002,Kodansha
50002,Nippon Television Network
50002,Nippon Television Music
18465,Starchild Records
13115,Unknown
39730,AT-X
39730,flying DOG
39730,Akita Shoten
39730,BS11
39730,RAY
39730,Kadokawa
39730,Legs
40842,Half H.P Studio
40842,F.M.F
40842,CyberAgent
40842,Wicky.Records
14467,Starchild Records
14467,Mainichi Broadcasting System
14467,KlockWorx
1327,Unknown
32696,Square Enix
32696,AT-X
32696,Age Global Networks
32696,Docomo Anime Store
32696,Yomiuri TV Enterprise
32696,Tokuma Japan Communications
32696,Kanon Sound
32696,RAY
8215,Nihon Ad Systems
37349,Sony Pictures Entertainment
37349,Frontier Works
37349,AT-X
37349,SoftBank Creative
37349,Bushiroad
37349,Hakuhodo DY Music & Pictures
37349,Good Smile Film
37349,Artist Management Office
2409,SoftX
24703,Genco
24703,Lantis
24703,Movic
24703,AT-X
24703,Memory-Tech
24703,Showgate
24703,Fujimi Shobo
24703,Kadokawa
3731,Bandai Visual
3731,Trinity Sound
9938,Media Factory
9938,AT-X
9938,flying DOG
9938,Sony Music Communications
9938,Bushiroad
9938,Good Smile Company
9938,Aoni Entertainment
40870,Mainichi Broadcasting System
40870,Pony Canyon
40870,Tsuburaya Productions
40870,Ultra Super Pictures
40870,Memory-Tech
40870,Good Smile Company
40870,BS11
49980,AT-X
49980,Magic Capsule
49980,flying DOG
49980,Crunchyroll
49980,Kadokawa
49980,BS Asahi
696,TV Tokyo
696,Pioneer LDC
3974,Aniplex
3974,Shogakukan
13663,Geneon Universal Entertainment
13663,Magic Capsule
13663,Shueisha
16011,Geneon Universal Entertainment
16011,Movic
16011,Bushiroad
16011,Showgate
16011,Tokyo MX
16011,i0+
16011,Fujimi Shobo
1579,Aniplex
1579,Hakusensha
1579,Koei
1579,TYO
98,Bandai Visual
98,TV Tokyo Music
98,Studio Zain
10257,Unknown
16123,TV Tokyo
16123,Square Enix
16123,Lantis
16123,Pony Canyon
30187,Lantis
30187,DAX Production
30187,Kadokawa
18523,TV Tokyo
18523,Bandai Visual
18523,Lantis
18523,Barnum Studio
18523,Dwango
18523,Good Smile Company
9834,Aniplex
9834,TV Tokyo Music
9834,Sony Music Entertainment
9834,Sakura Create
15051,Bandai Visual
15051,Lantis
15051,ASCII Media Works
15051,Bushiroad
76,Starchild Records
76,Omnibus Japan
48483,AT-X
48483,Magic Capsule
48483,Tokyo MX
48483,Docomo Anime Store
48483,Kadokawa Media House
48483,BS NTV
48483,Kadokawa
10620,Lantis
10620,Kadokawa Shoten
10620,Rakuonsha
10620,Kadokawa Pictures Japan
10620,KlockWorx
10620,chara-ani.com
10620,12 Diary Holders
10620,Dwango
10620,Sakura Create
35078,Frontier Works
35078,Movic
35078,AT-X
35078,Grooove
35078,Hakuhodo DY Music & Pictures
35078,Kadokawa Media House
35078,Kadokawa
3199,Unknown
64,Mellow Head
64,Pony Canyon
64,TBS
64,Memory-Tech
64,Studio Jack
2903,Lantis
2596,WOWOW
2596,Pony Canyon
2596,Showgate
2596,TYO
2596,Mag Garden
8557,TV Tokyo
8557,Lantis
8557,Pony Canyon
8557,Studio Jack
5262,TV Tokyo
5262,Sotsu
11433,Geneon Universal Entertainment
11433,Genco
11433,AT-X
11433,Bushiroad
11433,Showgate
40904,Studio Mausu
40904,bilibili
40904,Bushiroad Music
40904,DMM pictures
40904,Front Wing
40904,Bushiroad Move
36934,TV Tokyo
36934,Nihon Ad Systems
36934,Warner Bros. Japan
36934,Shueisha
25183,Bandai Visual
25183,Frontier Works
25183,Lantis
25183,DAX Production
25183,Tokyo MX
2749,Daiichikosho
10793,Aniplex
10793,Dentsu
10793,Movic
10793,Fuji TV
10793,Fujipacific Music
10793,1IN
14289,Starchild Records
14289,Kodansha
14289,Magic Capsule
14289,Yomiuri Advertising
14289,GANSIS
5141,Lantis
5141,TBS
5141,Movic
3672,TV Tokyo
3672,Yomiko Advertising
3672,TV Tokyo Music
33094,Aniplex
33094,Yomiuri Telecasting
33094,Lawson
50710,Aniplex
50710,Dentsu
50710,Shogakukan-Shueisha Productions
50710,Fuji TV
50710,Shogakukan
50710,Fuji Creative
1840,Genco
1840,Media Factory
1840,Shochiku
1840,Happinet Pictures
16417,Animax
16417,Pony Canyon
16417,TBS
16417,Animation Do
156,Bandai Visual
156,Kadokawa Shoten
156,d-rights
156,chara-ani.com
5075,Nagoya Broadcasting Network
5075,Tokyu Agency
20785,Aniplex
20785,Square Enix
20785,Movic
20785,ASCII Media Works
14527,TV Tokyo
14527,Lantis
14527,Hakoniwa Academy Student Council
54301,Lantis
54301,AT-X
54301,Good Smile Company
54301,F.M.F
54301,TV Aichi
