anime_id,demographic
89,
2215,
24629,Seinen
670,
2713,
21325,
6112,
1727,
47162,
49109,
41930,
18495,
580,
3619,
39609,
1638,
22663,
1533,Shoujo
812,
292,Shounen
3579,Shounen
37517,Shounen
1230,
9882,
1082,
2612,Kids
1127,
36817,
7160,Shounen
37393,
6165,
3425,Kids
2740,Shounen
10572,
1724,
23209,
8194,
2576,
288,Kids
2259,Shoujo
261,
8277,
33948,
3081,Shoujo
285,
32664,Kids
33041,
38390,
43814,
34280,
5217,
1721,Seinen
30651,
509,
3761,
51693,Seinen
7479,Shounen
3878,
1018,
49470,
11829,
36531,Kids
5891,
554,
149,Josei
25939,
630,
3836,
4051,Kids
39936,
18095,
25859,
3024,Shoujo
2993,Shounen
4332,
33433,
2546,
51940,Shounen
11241,Seinen
54644,Kids
1219,
2166,
10348,
649,Shounen
1956,Seinen
421,
53026,
2578,Kids
278,
54275,
3501,
50470,Josei
37458,
193,
33487,Shounen
13201,
1243,
4933,
38089,Josei
9883,Shounen
30806,
32032,
4514,
34881,Shounen
2041,Shoujo
40677,
37525,
3271,
49515,
7619,
37611,
36587,
37990,Seinen
17919,
7088,
694,
2709,Kids
21729,
266,
3020,Shounen
13161,
48488,
2224,Shoujo
49385,
20473,Shounen
49533,Seinen
688,
21845,
2243,
52990,
33018,
2707,Kids
1806,
37964,Shoujo
38924,
39583,
44387,
48363,
8139,
1660,
4262,
38778,Shounen
5343,Seinen
26351,Seinen
1882,
50060,
37476,
49820,
62,
11703,Shounen
5618,Shounen
18001,Seinen
33392,
3807,Shoujo
53012,
15377,
4196,Seinen
7580,Seinen
6672,
19841,
33668,
21881,
5734,
50760,
48567,
146,
30652,Shounen
860,
37487,Shounen
52611,
51403,
5997,Shounen
15875,
23233,
1669,Shounen
4286,
2255,
38940,
6055,Seinen
3355,
19067,
5688,
4470,
12461,Josei
38276,Shounen
41623,
36882,
4999,Shounen
1893,Shoujo
36483,
48862,
11307,
2717,
41911,
646,Shounen
33733,
635,
2620,
13679,Kids
36654,
51817,
21639,Shounen
3325,
2403,
22013,
273,Shounen
31404,
2826,Kids
23393,Kids
4810,
86,
51569,
18391,
3438,
3900,
1597,
2501,
12863,
6201,
38006,
6902,
22877,
50099,Shounen
3809,
4657,
2964,
1853,Shoujo
296,Shounen
297,Shounen
318,
10079,
19919,
18121,Shounen
1218,
34474,
447,
53097,Shoujo
5505,
4054,
28817,
942,
25099,
53213,
34839,
1123,Shounen
32802,
30039,
42514,Kids
3114,
9119,Kids
32483,
16355,Seinen
8624,
16419,
1599,Shounen
3023,
8536,
6472,
39417,
618,
2965,Shounen
4101,Kids
347,
34866,Shounen
33197,
1445,Shounen
10213,
31537,
33788,
19855,
50864,
37328,
17115,Kids
38009,
42808,
2074,
40595,
37968,Kids
37587,
45572,
4052,
4468,
34580,Seinen
2970,
33850,Josei
6609,
5940,
14515,
54854,
40957,Shounen
495,Shounen
27737,
31196,
31456,Josei
8123,
31147,
37982,Shounen
2494,
48413,
54858,
1541,
928,
52608,
3008,
26395,Shounen
38669,
37324,Kids
926,
31430,Seinen
1703,
1377,
222,
2231,Shounen
7590,
10197,
9922,
2783,
48859,
31716,
2510,
7082,Shoujo
17082,Shounen
38302,Josei
563,Shounen
2836,Kids
2814,Kids
12471,
43229,
35983,
28391,
886,Seinen
34077,
48777,
271,
782,
34834,
53426,Shoujo
18097,Shounen
1532,
2766,
30567,Shounen
4773,
10554,
2128,
51706,
13769,Shounen
36902,
11615,
21177,
16393,
11491,Seinen
533,
1103,
7845,
667,
27721,Kids
626,Shounen
21835,
37345,Shounen
4515,Kids
9624,
40228,Kids
375,Seinen
40167,Shounen
9330,
4362,
771,
31629,
248,Shounen
9041,
1572,Kids
1572,Shounen
2704,
14333,
30437,Seinen
924,
3668,
41392,
37433,
53632,
36407,
9934,Seinen
34148,
24075,
32262,
13029,
1149,
2703,Shounen
35883,
1194,
234,Shounen
385,Shounen
53200,
31636,Shounen
5973,Seinen
487,Shounen
3433,
2687,
260,
39030,Shounen
33840,
34177,
41589,Shoujo
6129,
1509,Shoujo
1161,Shounen
4121,Shounen
18845,
18099,Seinen
9916,Shounen
45783,Josei
1881,
49849,
4023,Kids
13159,
3660,
776,Shounen
1163,
50582,
45560,Shounen
11595,Kids
1247,
919,
2161,
2688,
19429,
5104,
1629,
34966,
39456,Seinen
32228,Shounen
33811,Shounen
472,
473,
4083,
2032,
1005,Shounen
175,Shounen
38004,Shounen
19157,Kids
4504,
7681,
41265,
3875,Shoujo
54616,
5938,
52274,Shounen
25867,
10156,
2771,Shoujo
33419,Shoujo
33046,
2786,Shounen
2795,
236,Shounen
5088,
12481,
1466,
863,Seinen
2467,
53787,Shounen
2288,
2316,
3193,Shounen
6166,
19877,
1136,
10578,
8853,
289,
5945,
4486,Shounen
1581,
3022,
6069,
32011,Josei
403,Shounen
15913,Kids
590,
2565,Shounen
1618,
34620,
40136,Seinen
41491,Shounen
6303,
32603,Shounen
28619,
1771,Shounen
51837,Shounen
54716,
783,Shounen
23133,
2603,
9810,Kids
31848,
28819,Shounen
3201,Kids
4723,
370,
56566,Kids
4503,
33314,Kids
50481,
3838,Shoujo
39725,
8786,
10513,
20267,
2619,
5763,
37920,Seinen
34964,Seinen
1300,Shounen
2503,Shounen
14921,
10308,
1816,Kids
298,Shounen
1960,Kids
810,Seinen
34055,Seinen
52079,
28833,
5908,
52985,
63,Shounen
7307,
52619,
3835,
14913,
39590,
12549,
4511,
34836,
637,Seinen
40356,
15125,Shounen
684,
1198,
34522,
913,
3464,Shounen
148,
50678,
7148,
38297,
37599,
8799,
31452,Josei
163,
10810,
11841,
35298,
4782,Kids
2571,Kids
48235,Kids
37778,
5337,
37283,Kids
34257,
11177,Kids
51293,
32785,
4244,
4928,
31440,Shounen
35076,
21353,Shounen
49766,Seinen
31427,
17821,
916,Seinen
37988,
1737,
4132,
446,
29017,
42568,
2106,
43969,Shounen
799,
1067,
3054,
671,
11533,
1975,
8235,
31621,
50955,
682,
612,
6633,
38707,
4962,Kids
30749,
13551,Seinen
1836,
31049,Kids
3909,
4197,
10490,
36022,
2089,
50999,
17831,
406,
34800,
47612,
37422,
1676,
1189,Shounen
33222,Josei
119,
973,
1706,Seinen
1325,
6583,
22123,
50284,
35370,
2284,
497,
38920,
412,Shounen
36266,
31560,
40708,
50638,
840,Shounen
3366,
39506,
36259,Kids
1693,
7793,Shounen
28283,
13367,
49556,
41812,Shounen
37232,
38397,Seinen
43767,
4742,
197,
4574,
38192,
2245,
2934,
41380,Shounen
55,
27815,
50862,
37651,
6971,
33743,Shounen
35757,
4242,
10338,Shounen
33797,
1409,
9750,
52969,
471,
744,
22537,
2105,
10815,
28155,
32214,
4536,
10671,
16486,
10109,
9905,Shounen
40934,
41283,
2252,
14827,
3825,Shounen
4199,
31630,
10187,Seinen
1019,Shoujo
34051,
9736,Seinen
3389,Shounen
50250,Seinen
35334,
35988,
30127,
3101,
23787,
2686,Shounen
8553,
33341,
4720,
3295,
39326,
5153,
34934,
1070,
3182,Josei
10346,
32772,Kids
17731,
10808,
2568,
4597,Shounen
33430,
30384,
23325,
27741,
5628,
30795,Seinen
40550,
706,
9493,Shounen
17705,Seinen
225,Shounen
3839,Shoujo
36124,
41783,
1694,
20533,
5725,Kids
44276,
1035,Shoujo
32360,
22215,
54760,
2031,
42653,
2702,Kids
40960,
15547,Kids
9479,Seinen
850,
17651,
9391,
17667,
1988,
3435,
4808,
3131,Shounen
51305,
18247,
23121,
6375,
50559,
7103,
3823,Kids
39701,Shounen
32039,
38923,Kids
33244,
39699,
417,
41372,
40786,
8373,
2732,
50606,Shounen
37036,
14989,
34382,
38767,
32407,
34497,
40358,Seinen
3776,
7109,
51632,
27629,
8189,
3915,
54431,
5022,
14283,
42506,
5454,
3315,
1175,
1062,
41364,
37522,Seinen
591,Seinen
16518,Shounen
3874,
2156,
2495,
1221,
41074,Kids
125,
25397,
4800,
13185,
53428,
348,
31573,
7176,Kids
34525,Seinen
13139,
21167,
18771,Seinen
336,
2281,
6374,
685,
6468,
37799,Seinen
2718,Shounen
2738,Kids
34501,
19585,Kids
7575,Shoujo
14199,
24705,
4013,Kids
36023,
38262,Kids
14093,Kids
1807,
10611,
54259,Shounen
39194,Shounen
36418,
37106,
4209,
9884,Shounen
9107,Kids
37598,
5201,
3819,Shoujo
21033,
12611,
3800,
37561,
31157,
1661,
295,
2572,Kids
19367,
11268,
2280,
4211,Shounen
33027,
817,
36108,
2282,
3444,
943,
39277,Kids
10015,Shounen
20971,Josei
23897,
40045,Kids
6428,
836,
1673,
10319,
11385,
40526,Shounen
37646,
3834,
9950,
32682,
32601,Shoujo
9613,Shounen
105,Shounen
21677,
2564,
5276,Kids
5276,Shoujo
1193,
1839,Kids
28861,Shounen
6900,Kids
38610,Seinen
34368,
39199,Shounen
16906,
40893,
1810,Shounen
614,
6674,
23,Shounen
2075,Josei
1456,
4113,
2367,
48842,
23309,
19825,
7245,
4744,
48776,
6970,
6511,
1537,Shounen
257,Seinen
10324,Seinen
925,
51252,
46471,
4154,
5143,
37008,
31150,Kids
42959,Shounen
1746,
14693,Seinen
3503,
28207,
4439,Shounen
3845,Kids
3869,
39918,
46381,Kids
4339,
4667,Kids
2142,
2127,
3519,
241,Shounen
35183,Seinen
38254,
43760,
35427,
32353,
833,
1704,Shounen
34427,
30524,
23067,Kids
36511,Seinen
36267,
19685,
6205,
37254,
1617,Josei
20033,
4459,Kids
3877,
3609,
3576,Kids
6130,
4614,
5082,Shounen
5070,
36993,
39523,
37188,
37739,
2885,Shounen
7551,
9900,Kids
30721,
1570,
36784,
51711,
52830,
2366,
39960,Shounen
50204,
9952,
10138,Kids
48742,
2613,
34799,Shoujo
51381,
25717,Kids
42892,Shoujo
39811,
32901,
8764,
51219,Seinen
40850,
2285,Kids
6117,Shoujo
3099,
171,
1607,
718,Seinen
888,
31422,Shounen
34903,
48981,
37979,Seinen
32805,
49612,
53300,Shoujo
20931,
17211,Shoujo
3399,
11275,
40964,
7395,
3035,
39244,
30895,
1884,
1048,
6981,Shounen
40594,
38549,
31994,
6919,
26443,Shounen
38835,
184,
35714,
42072,
25283,
48466,
48633,
9936,Shounen
7106,
6311,Kids
835,
32301,
3637,
7643,Kids
30485,
3146,Shounen
17147,
8763,
48644,
910,
33531,
1666,Shounen
3166,
7334,
17687,
32379,Seinen
50583,
69,
6771,Kids
909,
31338,
33012,
47163,
19151,
17681,
31804,Seinen
576,Shounen
31223,
980,Kids
47391,
31914,
30455,
3676,
470,Seinen
8999,
7079,
41899,
2567,Kids
2153,
36037,
21487,Shounen
5311,
2789,Kids
14237,
4975,
3202,Kids
37245,
3164,
34565,Shounen
36894,
33739,Kids
6868,
12139,
12123,Seinen
4427,Shounen
5833,
50438,Shounen
48365,Kids
17873,Kids
48415,
38670,
38328,
301,Seinen
6119,Kids
1314,
29722,
33047,
1865,
38268,
49871,
6087,
8285,
8436,
159,Shounen
17092,
34403,Shounen
37438,
7522,
8065,
34550,Seinen
2162,
5235,
3571,
7605,Kids
44274,
15119,
6979,
33836,
31044,Kids
35434,
555,Shounen
5600,Kids
4049,Kids
33737,
9395,Kids
3810,
12929,Shounen
8184,
38749,
2769,
8956,Kids
38830,
10623,
7405,
34502,
6397,
38203,
37395,
40714,Kids
3075,
16347,
31566,
3881,
31631,
610,
8287,
10774,
12967,
1600,
5292,Shounen
27693,Seinen
19947,Shounen
10965,
6452,
2823,
32023,
7956,
3873,Shoujo
9770,Kids
34337,
5129,
3822,
33377,
2699,
37940,Shounen
51764,
19257,
3846,
1083,Seinen
2233,Kids
42627,Shounen
11859,
9806,
31540,
2574,
31091,
18155,Kids
10562,
32572,Kids
3768,Shounen
19875,Kids
7779,Kids
44081,
4383,
2575,Kids
8538,Shoujo
5477,
9598,
2552,Seinen
6731,Kids
3812,Kids
36423,
4599,Kids
8449,
3975,
1591,
7981,Kids
11873,Kids
4024,Kids
47161,
6520,Kids
6629,Shoujo
35712,
3132,
55894,
2827,
10527,Kids
12483,
28883,Seinen
32309,
5278,
2609,
32274,
3723,
3391,
37369,Kids
5223,Kids
31673,
13177,
3932,
30291,
2226,Kids
3736,
46985,
1583,Seinen
3844,
36516,
6920,
9881,
29976,
1574,
9345,
32936,
1713,Shounen
1986,
4044,
1458,
41573,
35302,Kids
3194,Kids
16530,
17777,Shounen
23433,Josei
14277,Seinen
6645,Seinen
8815,
2809,Kids
1868,
2545,
1057,
39282,Kids
5883,
37657,
5250,
5131,
38909,
445,
31221,
15313,
37893,
49431,
5132,
10465,Seinen
16397,
337,
1883,
3870,Shounen
40075,
16131,
952,
9015,Kids
7004,
38529,Seinen
1157,
24873,
9520,
50599,
4584,Kids
20053,
11919,
31674,
3876,
4314,Kids
1542,
22733,
1337,Shounen
15883,
5375,
5287,Kids
3969,
4443,Kids
360,
3937,
8961,Seinen
36425,
24835,
7505,Kids
2155,
349,
9978,
10607,
10136,Kids
10135,
1508,
2882,Kids
18819,Kids
693,
2723,
24663,
49505,
8158,
37998,
11769,Seinen
133,
8899,Kids
42307,
8753,Kids
3361,
346,
4615,Kids
4591,
40145,Shounen
6277,
15565,Shounen
53162,
545,
17601,Kids
35251,Josei
40679,
8216,Seinen
24699,
30156,
17703,Seinen
43741,Shounen
35203,
42657,
35248,
11017,
16211,
3840,
49691,
49551,
6899,Kids
648,
2566,Kids
21809,Seinen
1561,
23901,
31845,
3769,Shounen
1711,
4719,
12367,
39582,
6625,
2406,
309,
5112,
38091,
2892,
38535,Kids
2523,
577,
2679,
17969,
511,
38673,
231,Seinen
5189,Kids
10528,Kids
35303,Kids
37806,Shounen
3434,Kids
32878,Shounen
22441,Kids
141,
854,
4801,Kids
19843,Kids
10250,
927,
6261,Kids
24417,Shounen
1547,
36316,
9885,
32571,Seinen
3514,
36431,
12677,
2234,Kids
42774,Shounen
10869,Kids
8812,
53179,
18767,
1333,Kids
3151,
47250,
10217,
40197,
49969,
8240,Kids
204,
31410,
9587,
9768,Kids
9799,Seinen
51098,
40090,
4563,Kids
5935,
20555,
31211,Kids
34543,
49894,
5476,Shoujo
39221,
8182,
6636,
3808,Shounen
18447,
39567,
8409,
33795,
22381,Kids
38150,
43007,
49179,
307,Kids
5886,
32083,
1936,Shounen
20075,
8777,
5829,
6682,
23151,
43350,
14211,
4737,
5027,Kids
34741,
39581,
10282,
1899,
1188,
9424,
44961,Shounen
1224,
16303,
22831,Seinen
10177,Seinen
23333,
23107,Kids
28791,
17671,
5478,Kids
22547,
34566,Shounen
17893,
34295,
11213,
6875,
50789,
6012,
3180,Kids
16159,
41834,
54738,
36728,
13231,Kids
1769,
17088,Kids
41558,
310,
38544,
32691,Kids
17291,
15865,Kids
39183,Kids
32663,Kids
6822,
6425,
51092,
4616,Kids
3704,Kids
37388,Seinen
12039,
6918,
33630,
39836,
2287,Shounen
25999,Seinen
9106,
37436,
23037,
28071,
294,
37555,
4853,
7463,
37300,Kids
38083,
4316,Kids
31890,
54638,
38379,Kids
37481,
3936,Kids
1872,Kids
51371,
1156,
8336,Kids
8964,Kids
2700,
41426,
36427,
9522,
35541,Kids
3290,Kids
30751,
9947,
42071,
1628,Shounen
838,Seinen
38857,Kids
328,
15085,Josei
32171,
36828,
5052,
40983,
19961,
9284,
42295,Kids
13431,
7723,Kids
25429,Seinen
35542,Kids
10224,
624,Seinen
988,
37662,
19769,
321,
8890,
21539,Kids
1037,
43763,Seinen
38226,Seinen
38157,
7048,
35643,Kids
1991,
36196,
21067,Josei
33532,
36429,
27811,
37787,
6482,Kids
1097,
3880,
6727,
32961,
11547,Josei
2824,
33462,
42516,
10194,
34410,
23551,
37154,
4444,Kids
41401,
34292,
31534,
14213,
8900,Kids
1955,
51128,
1167,Seinen
15605,
45618,
36525,
36618,Kids
20243,
22439,Kids
33434,Kids
22099,Kids
5475,
34129,
55775,
21427,Seinen
749,Kids
8891,
7960,
9438,
8829,
38572,
841,Seinen
49831,
50495,
31018,Seinen
24855,
12361,
546,
9822,
31793,
1885,
1226,
10802,
22735,
31777,Seinen
2781,
1098,
34979,Seinen
38416,
1349,
11541,
30410,Kids
9781,
3885,Kids
10349,Kids
33966,
3451,
39799,Shounen
8960,
5636,
8239,
36666,Kids
4025,Kids
10526,Kids
45665,
12243,Kids
18241,
23259,
44848,Kids
22835,Shounen
3724,
35254,
49110,
40166,
23213,Josei
42825,
33447,
12763,
18635,Shoujo
46604,
27621,
15043,
16027,
28537,
23915,Kids
1743,
21507,Shounen
1139,Kids
6889,
41062,
4331,Kids
40738,
13143,Shounen
34669,
19959,Kids
31246,
11521,Kids
56,
12145,Kids
8375,
16317,Seinen
30746,
3294,
3683,
12887,
23351,Seinen
18205,
34852,Kids
7980,
13307,Shounen
31539,
275,
39893,
8241,
40783,
31790,
8011,
4823,
9175,Kids
9175,Shoujo
38016,
39668,
46118,
2024,
35313,
37576,
31143,
6523,Kids
30386,Kids
38611,Kids
33803,
37096,Kids
2822,
11405,
53633,
1685,Kids
1623,
40367,Kids
858,
17727,
40961,
31965,
38525,Kids
31318,
36797,
6989,
44208,
17521,Kids
34738,
38440,
1947,
40085,
1912,
40608,
50285,
50871,
47639,
48470,
7867,Kids
5344,
51923,
33026,
34467,
49342,Seinen
30519,
21523,Shounen
16169,
8765,
38534,Kids
38295,
33184,
8183,
49184,
34332,
35543,Kids
37268,
14045,
2244,
40129,
40403,
32448,Kids
3630,
36245,
39063,
17267,
8213,
37992,Josei
12767,
36458,
39966,
4264,
55166,
10987,Kids
510,
26085,
33889,
39457,Seinen
15787,
38526,Kids
19871,
41574,
38331,Josei
38378,Kids
21013,Kids
51415,
668,
10459,
11763,
4553,
32454,Shounen
35250,
33775,
5234,
40196,
16405,
32670,
40623,Shounen
50267,
1442,
2727,
29758,Seinen
35332,
50607,
3259,
12359,Kids
21421,
6571,
35642,Kids
36530,Kids
786,
40506,
21997,Kids
5821,Kids
10525,Kids
6075,
25965,Kids
15749,
4908,
34511,Kids
30382,
49780,
32947,
36166,
38070,Kids
2308,
15915,Kids
41383,Kids
27451,Kids
34289,
13141,
4709,Kids
37368,Seinen
37584,
24793,
28921,Kids
37484,Kids
10540,
32818,Kids
32807,Kids
27519,
35835,
48492,
9433,
6077,
25967,Kids
38860,
31699,
7175,
37446,
1664,Shounen
17733,
10524,Kids
21821,
34028,
8130,
10908,
3264,
34975,Kids
21999,Kids
50220,
48441,
5474,Kids
7625,Kids
36655,Seinen
33473,
38251,
42883,
36000,
41405,
17127,
36945,
34052,Kids
23409,Kids
36309,
354,
8041,
37151,Kids
7247,Kids
31498,
6798,Kids
31549,
611,
32221,Kids
23149,Kids
50891,Seinen
36009,
45207,
17090,Kids
21267,
30091,
34088,
41529,Kids
41381,
10241,
22221,
52814,
28247,
27459,Kids
3176,
3104,
13207,
30777,
36943,
32819,Kids
54040,
32820,Kids
38071,Kids
3879,
3458,Kids
27455,Kids
27453,Kids
9561,
832,
7561,
49292,
42571,
32608,
38074,Kids
22849,
32595,
7808,
41521,
22225,
33746,
10533,
34905,Kids
33044,
20117,
35739,
34392,
23349,Kids
51636,
19305,
29715,
38573,
33846,
27757,
40137,
29974,Josei
31710,
37509,
33274,
38162,Seinen
2476,
35964,Seinen
15795,Kids
15795,Shounen
10958,Shoujo
34510,Kids
1775,
27467,Kids
6907,
15579,
38199,
8897,Kids
17086,Kids
39622,
30173,
32455,
41807,
34013,
53587,
32438,
36135,
31517,
9627,
30851,
24011,
22541,
23511,Kids
964,
23313,Kids
50418,
49304,
37952,
22345,
16696,
33985,
19121,Seinen
34613,
31109,Shoujo
37744,
20329,Seinen
38072,Kids
32697,Josei
1712,Shounen
44040,
8220,Kids
32237,
39039,Kids
40488,
1200,
2364,
31698,Kids
6947,
12393,
10838,Shounen
22955,
43771,
18365,
17849,
32084,
27457,Kids
36976,Shounen
23079,
10347,Shoujo
18133,
2382,
42717,Kids
23229,
51495,
35997,
28401,
27589,Kids
31898,Kids
37769,
31519,
32582,Kids
2521,
35252,
53231,
3573,
32447,
34156,
33771,
35114,
33572,
12951,
38284,
32271,
36029,Shounen
31439,
40165,
38843,
30826,
27927,
6448,
37601,
28595,
4929,
2391,
31904,Shounen
39979,
51306,
29687,Kids
17707,
3772,
36001,
40758,
36510,
34383,
32606,
5304,Kids
3205,
49514,
38814,
48858,
4905,
51139,
19207,
23375,
27785,
30251,
38851,
39617,Shounen
1656,Kids
5018,
1708,Shounen
7448,
34888,Shounen
32981,
33113,
14563,
4104,
5241,Kids
36847,
37258,
31747,Kids
54798,
50379,Shounen
45587,
19755,Kids
30948,
40040,Kids
1745,Shounen
35694,
53424,
2719,Kids
17513,Josei
31071,
17141,
42145,
32830,
30947,
15045,
6131,
21433,
6525,
40958,
27687,Kids
37374,
1740,Seinen
36409,
34449,
30782,
38449,
42321,
40995,
51265,
39620,
33814,
1667,Shounen
42981,
36027,
10847,
7452,
10360,Shounen
15545,Kids
40320,
52381,
32999,
2232,
29865,
45596,
1705,Shounen
34725,
37571,
35516,
35999,
6658,
36632,
600,
37747,
51773,
112,
33690,
35818,
51304,
17353,
29941,
31139,
33245,
35923,
35156,Shounen
39527,Josei
34393,
34411,
2362,
28981,
35069,
33541,
48680,Shounen
35335,
33975,
31633,
34402,
6383,
37823,
34771,
31578,
35383,
3112,
30705,
34503,
40473,
32906,
33021,
36288,
32400,
33394,
35730,
39917,
40074,
42260,
34223,
1812,
28929,
19315,
37448,
38853,Seinen
33188,
11497,Kids
54659,Kids
45948,Kids
45416,
17619,
56573,Kids
56574,Kids
30120,Kids
36657,Kids
29429,Kids
48333,Kids
55285,Kids
10989,Kids
6481,Kids
44178,
24969,Kids
48043,Kids
48259,Kids
48257,Kids
48258,Kids
16454,
34490,
56572,Kids
2701,Kids
38568,
55948,Kids
52964,Kids
36265,Kids
40455,Kids
52968,Kids
38560,Kids
48263,Kids
22065,Kids
9562,
40423,
42090,
48347,
32590,
47083,Kids
47753,Kids
47696,Kids
46741,Kids
47977,Kids
35138,Kids
46709,Kids
47774,Kids
45876,Kids
48260,
47697,Kids
46963,Kids
43948,Kids
29485,Kids
54873,
49555,Kids
30232,Kids
45232,Kids
45233,Kids
45235,
45234,Kids
45953,Kids
45930,Kids
47182,Kids
47183,Kids
51695,Kids
17487,
46706,Kids
45712,Kids
46504,Kids
48344,Kids
44700,Kids
47545,Kids
45276,Kids
45285,Kids
19989,Shounen
38569,
38570,
29425,Kids
56275,Kids
43673,Kids
47845,Kids
46755,Kids
47846,
46756,Kids
32585,
50522,
2930,
19445,
7629,
31892,
31893,
32596,Kids
9956,
46156,Kids
45686,Kids
46283,Kids
46343,Kids
46591,Kids
46592,Kids
46590,Kids
46594,Kids
33753,Kids
44460,Kids
44461,Kids
45376,Kids
45378,Kids
45379,Kids
45861,Kids
43889,Kids
55219,Kids
44350,Kids
47869,Kids
46159,Kids
47960,Kids
45971,Kids
47480,Kids
45371,Kids
45381,Kids
45374,
45380,Kids
47767,Kids
29369,Kids
47454,Kids
45784,Kids
45787,Kids
45788,Kids
45786,Kids
44301,Kids
45785,Kids
46620,Kids
46189,Kids
38075,Kids
47088,Kids
51754,Kids
51755,Kids
19991,Kids
38571,
20125,
48220,Kids
47074,Kids
52219,Kids
29473,Kids
44056,
13457,Kids
29209,Kids
10242,
20233,
6730,Kids
47578,Kids
45707,Kids
45976,Kids
44365,Kids
46213,Kids
46347,Kids
46751,Kids
46749,Kids
46752,Kids
46750,Kids
48346,Kids
46643,Kids
18137,Kids
20087,
5473,
44371,Kids
46406,Kids
46548,Kids
46738,Kids
43872,Kids
44765,Kids
45830,Kids
46747,Kids
47678,Kids
47679,Kids
47680,Kids
47681,Kids
46403,
46560,Kids
45494,Kids
46562,Kids
46583,Kids
46584,Kids
46561,Kids
46564,Kids
47554,Kids
46563,Kids
45205,
47943,Kids
37749,Kids
37750,Kids
19311,Kids
47226,
47227,Kids
47091,Kids
47092,Kids
45211,Kids
45212,Kids
45213,
48022,Kids
46757,Kids
37002,Kids
42870,
12897,
19985,Kids
48299,Kids
48300,Kids
34078,Kids
37698,Kids
8345,
48301,Kids
12835,
56462,
34990,Kids
32580,
33085,
44473,Kids
44474,Kids
4598,Kids
37467,
42068,
30131,Kids
30605,
33431,Kids
46176,Kids
33084,Kids
33083,Kids
48294,Kids
47947,Kids
47948,Kids
47949,Kids
46273,Kids
47951,Kids
45969,
46391,Kids
17106,
43955,Kids
46040,Kids
45432,Kids
46277,Kids
2708,Kids
46940,Kids
45271,Kids
45998,Kids
29747,Kids
22219,
39978,
29099,Kids
22503,Kids
35295,Kids
30875,Kids
33099,Kids
39528,Kids
37630,Kids
41522,Kids
48539,Kids
47190,Kids
45956,Kids
45957,Kids
19839,
47086,Kids
31696,
47735,Kids
45097,Kids
47485,Kids
47765,Kids
45866,Kids
47515,Kids
45857,Kids
47847,Kids
9948,
46250,Kids
47237,Kids
46183,Kids
48303,Kids
49071,Kids
12809,
7419,Kids
45921,Kids
31701,Kids
44467,Kids
44468,Kids
45297,Kids
47030,Kids
46641,Kids
44288,Kids
47835,Kids
47836,Kids
46380,Kids
46225,Kids
47442,Kids
47443,Kids
46409,Kids
48012,Kids
45467,Kids
45981,Kids
45329,Kids
44368,Kids
46385,Kids
43984,Kids
43997,Kids
43985,Kids
43986,Kids
49079,Kids
43988,Kids
43987,Kids
44000,Kids
49078,Kids
43989,Kids
43992,Kids
44004,Kids
43998,Kids
44001,Kids
43996,Kids
43994,Kids
43999,Kids
43983,Kids
43990,Kids
43995,Kids
43982,Kids
43991,Kids
44002,Kids
43993,Kids
46041,Kids
47112,Kids
47982,
46397,Kids
46395,Kids
46398,Kids
46396,Kids
46399,Kids
45729,Kids
46958,Kids
47937,Kids
47155,Kids
43961,Kids
46146,Kids
43857,Kids
46388,Kids
46448,Kids
46530,Kids
45985,Kids
45750,Kids
46389,Kids
46744,Kids
47103,Kids
46164,
47930,Kids
47557,Kids
37225,Kids
40091,Kids
40092,Kids
46328,Kids
43953,Kids
44479,Kids
44486,Kids
45418,Kids
46969,Kids
45954,Kids
43680,Kids
44181,Kids
45706,Kids
47563,Kids
47832,Kids
45717,Kids
47831,Kids
47590,Kids
48048,Kids
49967,Kids
45175,Kids
45726,Kids
44174,Kids
44503,Kids
44504,Kids
47060,Kids
45180,Kids
45407,Kids
45413,Kids
45410,Kids
45408,Kids
45411,
45412,Kids
43951,Kids
44697,Kids
48069,Kids
45938,Kids
44018,Kids
45941,Kids
31700,Kids
47184,Kids
47185,Kids
47188,Kids
47186,Kids
47187,Kids
47751,Kids
44767,Kids
44768,Kids
46705,Kids
47668,Kids
44754,Kids
47115,Kids
47513,Kids
47932,Kids
47514,Kids
45713,Kids
45776,Kids
45768,Kids
46797,Kids
47348,Kids
45279,Kids
45272,Kids
45284,Kids
48091,Kids
48025,Kids
49966,Kids
47516,Kids
48053,Kids
44717,Kids
44718,Kids
44719,Kids
44721,Kids
44720,Kids
47555,Kids
44926,Kids
47709,Kids
44927,Kids
44928,Kids
43942,Kids
46753,Kids
43896,Kids
45522,Kids
49069,Kids
47342,Kids
45869,Kids
47987,Kids
46599,Kids
44166,Kids
45920,Kids
48065,Kids
46059,Kids
45912,Kids
45914,Kids
45899,Kids
46937,Kids
47732,Kids
47674,Kids
47675,Kids
45812,Kids
45990,
46151,Kids
46761,Kids
48016,Kids
45293,Kids
45225,Kids
47082,Kids
45189,Kids
45224,Kids
46469,Kids
45461,Kids
45891,
47760,
45181,Kids
46259,Kids
47428,Kids
43922,Kids
43923,Kids
43924,Kids
43925,Kids
43926,Kids
43927,Kids
46020,Kids
43611,Kids
45462,Kids
45463,Kids
47803,Kids
47804,Kids
47805,Kids
47802,Kids
43960,Kids
45492,Kids
45291,Kids
46748,Kids
45302,Kids
45290,Kids
45299,Kids
