anime_id,genres
411,Drama
411,Sci-Fi
30901,Action
30901,Drama
30901,Fantasy
7,Action
7,Drama
7,Mystery
7,Supernatural
42962,Comedy
738,Action
738,Adventure
738,Comedy
738,Fantasy
335,Comedy
335,Mystery
335,Supernatural
50384,Action
50384,Fantasy
42340,Comedy
42340,Fantasy
2835,Adventure
2835,Boys Love
2835,Comedy
2361,Action
2361,Adventure
2361,Sci-Fi
50664,Action
50664,Adventure
50664,Fantasy
4028,Action
4028,Adventure
4028,Comedy
4028,Fantasy
45425,Gourmet
45425,Slice of Life
5958,Comedy
5958,Fantasy
5958,Romance
5958,Sci-Fi
5958,Ecchi
282,Action
282,Drama
282,Mystery
282,Romance
6676,Action
6676,Supernatural
11633,Action
11633,Comedy
11633,Fantasy
40532,Comedy
1222,Drama
1222,Romance
22433,Action
22433,Fantasy
1450,Adventure
1450,Comedy
1450,Drama
1450,Sci-Fi
39026,Comedy
39026,Ecchi
1250,Action
1250,Adventure
1250,Fantasy
1250,Romance
15109,Comedy
15109,Fantasy
15109,Mystery
2400,Comedy
2400,Supernatural
2484,Action
2484,Adventure
2484,Sci-Fi
20689,Action
20689,Mystery
20689,Supernatural
34281,Action
34281,Comedy
34281,Fantasy
34281,Romance
34281,Ecchi
27829,Action
27829,Sci-Fi
28869,Adventure
28869,Comedy
28869,Mystery
1410,Action
1410,Sci-Fi
31771,Slice of Life
4690,Action
4690,Adventure
4690,Sci-Fi
5760,Action
5760,Adventure
5760,Supernatural
37347,Action
37347,Adventure
37347,Fantasy
21039,Action
21039,Sci-Fi
41710,Action
41710,Fantasy
41710,Romance
6980,Horror
6980,Mystery
6980,Supernatural
4550,Comedy
4550,Slice of Life
13261,Sports
34933,Drama
34933,Mystery
2816,Adventure
2816,Drama
2816,Romance
2816,Sci-Fi
28621,Mystery
28621,Sci-Fi
42668,Sports
37023,Comedy
37023,Mystery
4375,Adventure
4375,Comedy
4375,Fantasy
4483,Drama
4483,Romance
4483,Slice of Life
5597,Comedy
5597,Romance
5597,Supernatural
14833,Adventure
14833,Fantasy
14833,Romance
12467,Romance
51498,Comedy
51498,Romance
326,Horror
326,Mystery
326,Supernatural
15651,Action
15651,Mystery
16732,Slice of Life
29325,Sci-Fi
40974,Adventure
40974,Comedy
40974,Fantasy
10110,Comedy
10110,Romance
10110,Ecchi
6560,Avant Garde
6560,Comedy
29786,Comedy
29786,Ecchi
306,Award Winning
306,Comedy
306,Fantasy
306,Ecchi
49979,Comedy
49979,Fantasy
49979,Romance
37716,Comedy
37716,Fantasy
37716,Romance
485,Comedy
485,Slice of Life
32189,Action
32189,Horror
32189,Mystery
8915,Action
8915,Mystery
8915,Supernatural
38656,Action
38656,Mystery
38656,Sci-Fi
38656,Suspense
1313,Action
1313,Adventure
1313,Comedy
1313,Fantasy
8503,
1534,Action
1534,Comedy
1534,Fantasy
2030,Adventure
2030,Drama
2030,Mystery
1524,Drama
1524,Fantasy
1524,Slice of Life
1524,Supernatural
3568,Comedy
3568,Sports
655,Comedy
655,Sci-Fi
3327,Action
3327,Adventure
3327,Sci-Fi
386,Comedy
386,Romance
386,Sports
3335,Drama
3335,Romance
3335,Slice of Life
940,Comedy
940,Romance
940,Supernatural
940,Ecchi
35639,Drama
35639,Romance
40833,Comedy
40833,Slice of Life
3010,Adventure
30911,Action
30911,Adventure
30911,Fantasy
52962,Comedy
52962,Fantasy
550,Action
550,Comedy
550,Fantasy
1195,Action
1195,Adventure
1195,Comedy
1195,Fantasy
1195,Romance
1195,Ecchi
5226,Action
5226,Adventure
341,Drama
341,Mystery
9241,Action
9241,Sci-Fi
4382,Comedy
4382,Mystery
4382,Sci-Fi
4663,Action
4663,Adventure
50652,Comedy
50652,Fantasy
50652,Romance
2806,Adventure
2806,Comedy
2806,Fantasy
935,Action
935,Drama
935,Sci-Fi
30740,Drama
606,Adventure
606,Comedy
5834,Drama
5834,Sports
1374,Action
1374,Horror
1374,Sci-Fi
330,Comedy
330,Drama
330,Romance
330,Ecchi
38098,Drama
38098,Romance
38098,Sports
6067,Action
6067,Adventure
6067,Comedy
1722,Comedy
1722,Fantasy
1722,Romance
1722,Ecchi
9061,Adventure
9061,Fantasy
1040,Drama
1040,Romance
1040,Slice of Life
6030,Action
6030,Comedy
6030,Sci-Fi
6030,Ecchi
22273,Suspense
960,Adventure
960,Drama
960,Romance
11759,Action
11759,Romance
11759,Sci-Fi
37204,Slice of Life
5356,Action
5356,Mystery
5356,Sci-Fi
5356,Supernatural
37140,Comedy
37140,Horror
37140,Supernatural
34279,Action
34279,Drama
34279,Fantasy
34279,Romance
15699,Comedy
15699,Sci-Fi
246,Action
246,Adventure
246,Comedy
246,Fantasy
246,Romance
20853,Action
20853,Adventure
20853,Fantasy
20853,Romance
53262,Comedy
53262,Girls Love
53262,Supernatural
54041,Comedy
5675,Sci-Fi
5675,Sports
2825,Adventure
2825,Fantasy
2825,Romance
16592,Horror
16592,Mystery
2748,Comedy
2748,Sports
2748,Ecchi
424,Adventure
424,Comedy
424,Sci-Fi
915,Adventure
915,Drama
20509,Action
20509,Comedy
20509,Fantasy
4551,Adventure
4551,Fantasy
4551,Romance
38480,Action
38480,Fantasy
38480,Sci-Fi
7058,Adventure
7058,Boys Love
7058,Drama
7058,Fantasy
2087,Action
2087,Comedy
2087,Fantasy
1932,Action
1932,Fantasy
1808,Comedy
1808,Fantasy
1808,Romance
3692,Action
3692,Fantasy
10870,Comedy
10870,Sci-Fi
2487,Adventure
2487,Drama
2487,Fantasy
2487,Sci-Fi
51458,Comedy
51458,Fantasy
13409,Comedy
13409,Gourmet
13409,Supernatural
48406,Sports
5854,Action
5854,Adventure
5854,Drama
5854,Romance
33726,Action
33726,Adventure
33726,Comedy
33726,Drama
33726,Supernatural
37086,Drama
37086,Mystery
3437,Comedy
3437,Gourmet
1110,Adventure
1110,Comedy
1110,Fantasy
1110,Romance
3467,Comedy
3467,Romance
2152,Comedy
2152,Drama
2152,Fantasy
2152,Sci-Fi
1846,Drama
1846,Romance
1846,Sports
31374,Comedy
2043,Action
2043,Adventure
2043,Comedy
2043,Mystery
2043,Romance
10396,Action
10396,Comedy
10396,Gourmet
2913,Adventure
2913,Drama
35849,Action
35849,Drama
35849,Romance
35849,Sci-Fi
1126,Sci-Fi
1126,Slice of Life
12875,Sports
27631,Action
27631,Fantasy
27631,Sci-Fi
24625,Action
24625,Sci-Fi
41006,Horror
41006,Mystery
41006,Supernatural
40230,Drama
40230,Mystery
41514,Action
41514,Adventure
41514,Comedy
41514,Fantasy
953,Action
953,Adventure
953,Drama
953,Mystery
953,Sci-Fi
11757,Action
11757,Adventure
11757,Fantasy
11757,Romance
11341,Comedy
11341,Mystery
6758,Action
6758,Fantasy
2683,Action
2683,Drama
2683,Horror
2683,Mystery
482,Action
482,Comedy
482,Fantasy
8934,Action
8934,Romance
8934,Sci-Fi
173,Mystery
173,Supernatural
3000,Action
3000,Comedy
3322,Comedy
3322,Fantasy
712,Action
712,Adventure
712,Comedy
274,Action
274,Sci-Fi
37178,Slice of Life
4903,Comedy
4903,Ecchi
49040,Action
49040,Adventure
49040,Comedy
49040,Mystery
2933,Action
2933,Comedy
2933,Sci-Fi
107,Adventure
107,Comedy
107,Fantasy
107,Sci-Fi
19369,Comedy
19369,Fantasy
3765,Adventure
3765,Fantasy
34126,Action
34126,Comedy
34126,Romance
34126,Supernatural
4581,Action
4581,Horror
4581,Supernatural
5525,Action
5525,Fantasy
40128,Drama
104,Adventure
104,Drama
104,Horror
104,Romance
104,Supernatural
2383,Action
2383,Adventure
2383,Romance
2383,Sci-Fi
19163,Action
19163,Romance
19163,Sci-Fi
36633,Action
36633,Romance
36633,Sci-Fi
24031,Comedy
2222,Comedy
2222,Sci-Fi
2222,Slice of Life
31163,Action
31163,Sci-Fi
4726,Action
4726,Adventure
4726,Fantasy
34662,Action
34662,Fantasy
34662,Supernatural
20457,Comedy
20457,Romance
20457,Supernatural
31670,Adventure
31670,Comedy
31670,Mystery
7152,Comedy
39078,Slice of Life
40507,Action
40507,Adventure
40507,Fantasy
37338,Comedy
37338,Drama
3627,Comedy
3627,Drama
3627,Fantasy
3627,Romance
652,Comedy
652,Sci-Fi
4119,Action
4119,Sci-Fi
49519,Slice of Life
2113,Action
2113,Fantasy
12711,Comedy
12711,Romance
35220,Slice of Life
35220,Supernatural
94,Action
94,Drama
94,Romance
94,Sci-Fi
147,Drama
147,Romance
31952,Comedy
31952,Romance
1013,Mystery
1013,Supernatural
604,Comedy
604,Drama
604,Romance
1397,Action
1397,Adventure
1397,Comedy
1397,Drama
1397,Romance
1397,Sci-Fi
2736,Comedy
2736,Fantasy
2736,Sci-Fi
21105,Boys Love
21105,Comedy
5091,Adventure
5091,Comedy
5091,Supernatural
6116,Comedy
6116,Slice of Life
2200,Action
2200,Drama
2200,Sci-Fi
41619,Supernatural
41619,Suspense
2283,Action
2283,Sci-Fi
2283,Sports
50932,Action
50932,Adventure
50932,Fantasy
4068,Action
4068,Adventure
4068,Fantasy
4068,Sci-Fi
4068,Supernatural
1965,Drama
1965,Romance
1965,Supernatural
1691,Action
1691,Romance
1691,Supernatural
2542,Drama
2542,Romance
34290,Action
34290,Fantasy
34290,Gourmet
52934,Comedy
52934,Fantasy
52934,Romance
34712,Drama
34712,Fantasy
34712,Mystery
34712,Sci-Fi
3345,Comedy
3345,Romance
3345,Slice of Life
49376,Sports
12979,Action
12979,Comedy
6023,Comedy
6023,Romance
9981,Action
9981,Mystery
11697,Comedy
11697,Sports
10163,Action
10163,Mystery
10163,Suspense
61,Action
61,Comedy
61,Fantasy
61,Romance
27525,Action
27525,Comedy
27525,Fantasy
48760,Action
48760,Fantasy
24231,Action
24231,Adventure
24231,Fantasy
24231,Romance
390,Drama
390,Romance
390,Sports
180,Action
180,Sci-Fi
180,Ecchi
41762,Comedy
41762,Fantasy
3044,Action
3044,Adventure
3044,Sci-Fi
23587,Comedy
23587,Drama
7955,Slice of Life
178,Comedy
178,Romance
15379,Comedy
15379,Romance
15379,Supernatural
50338,Comedy
690,Action
690,Drama
690,Horror
690,Supernatural
2038,Comedy
2038,Slice of Life
1164,Action
1164,Adventure
1164,Comedy
1164,Fantasy
1196,Comedy
521,Adventure
521,Comedy
521,Fantasy
521,Romance
44273,Adventure
44273,Fantasy
3305,Sci-Fi
4879,Mystery
4879,Supernatural
4879,Suspense
2151,Adventure
2151,Fantasy
7769,Comedy
7769,Romance
37578,Action
37578,Sci-Fi
51986,Comedy
1538,Action
1538,Comedy
1538,Drama
48414,Action
48414,Adventure
48414,Fantasy
48414,Sci-Fi
41456,Action
41456,Comedy
41456,Fantasy
41456,Sci-Fi
1823,Action
1823,Adventure
1823,Sci-Fi
100,Drama
100,Fantasy
100,Romance
1548,Drama
1548,Mystery
1548,Sci-Fi
10719,Comedy
10719,Romance
10719,Ecchi
369,Avant Garde
369,Drama
369,Horror
369,Mystery
369,Supernatural
1312,Adventure
1312,Comedy
1312,Sci-Fi
15583,Action
15583,Romance
15583,Sci-Fi
32494,Sports
2803,Action
2803,Sci-Fi
1845,Action
1845,Sci-Fi
18411,Slice of Life
18411,Supernatural
5041,Adventure
5041,Fantasy
15225,Comedy
15225,Romance
15225,Supernatural
37490,Comedy
37490,Drama
37490,Mystery
14645,Fantasy
14645,Romance
28387,Comedy
28387,Supernatural
51464,Comedy
51464,Supernatural
30205,Sports
2561,Action
2561,Adventure
2561,Sci-Fi
2907,Comedy
2907,Sci-Fi
6880,Action
6880,Horror
6880,Sci-Fi
6880,Supernatural
1132,Action
1132,Adventure
1132,Comedy
1132,Drama
1132,Fantasy
48997,Adventure
48997,Comedy
48997,Fantasy
2416,Adventure
2416,Sports
49154,Action
49154,Fantasy
42822,Mystery
42822,Supernatural
48556,Action
48556,Fantasy
48556,Sci-Fi
3594,Action
3594,Adventure
3594,Fantasy
1133,Action
1133,Comedy
1133,Sci-Fi
19117,Adventure
19117,Drama
19117,Romance
3137,Adventure
3137,Sports
37447,Action
37447,Adventure
37447,Drama
37447,Mystery
6604,Comedy
6604,Slice of Life
40880,Comedy
31610,Comedy
31610,Supernatural
518,
2518,Comedy
34978,Comedy
3136,Comedy
19221,Comedy
19221,Romance
4067,Action
4067,Adventure
4067,Fantasy
4067,Sci-Fi
4067,Supernatural
1145,Action
1145,Drama
1145,Mystery
1086,Action
1086,Adventure
1086,Comedy
1086,Romance
1086,Sci-Fi
41103,Comedy
41103,Romance
2335,Action
2335,Comedy
2335,Fantasy
32245,Action
32245,Sci-Fi
6707,Action
6707,Comedy
6707,Fantasy
276,Comedy
276,Romance
276,Sci-Fi
276,Ecchi
277,Comedy
277,Drama
277,Romance
277,Sci-Fi
277,Ecchi
8917,Award Winning
8917,Sci-Fi
5200,Action
5200,Drama
5200,Sports
8415,Adventure
8415,Drama
2108,Action
2108,Adventure
2108,Comedy
2108,Sci-Fi
529,Drama
529,Romance
529,Sci-Fi
2254,Action
2254,Sci-Fi
50184,Action
50184,Fantasy
16201,Drama
16201,Romance
51614,Drama
41520,Comedy
41520,Fantasy
15611,Action
5670,Comedy
5670,Slice of Life
14765,Action
14765,Comedy
14765,Fantasy
54234,Comedy
34915,
31178,Comedy
31178,Romance
54947,Action
54947,Fantasy
54947,Mystery
3125,Comedy
3125,Fantasy
3125,Romance
31370,Comedy
51692,Comedy
16668,Action
16668,Sci-Fi
5079,Action
32949,Drama
32949,Romance
206,Action
206,Adventure
206,Drama
206,Fantasy
206,Romance
1941,Adventure
1941,Drama
1941,Sci-Fi
6512,Comedy
6512,Romance
2912,Comedy
2912,Slice of Life
51705,Romance
51705,Supernatural
32951,Action
32951,Fantasy
22865,Comedy
22865,Supernatural
5504,Drama
5504,Fantasy
5504,Romance
311,Drama
311,Romance
311,Sports
2706,
9346,Adventure
9346,Sci-Fi
3230,Action
3230,Adventure
3230,Fantasy
36144,Action
36144,Fantasy
36144,Supernatural
3231,Action
3231,Drama
3231,Sci-Fi
958,Action
958,Adventure
958,Sci-Fi
394,Comedy
394,Drama
394,Romance
39184,Drama
35834,Action
35834,Drama
21437,Action
21437,Sci-Fi
9379,Comedy
9379,Sci-Fi
51020,Action
51020,Fantasy
1371,Adventure
1371,Drama
1371,Sci-Fi
1371,Supernatural
35847,Action
35847,Award Winning
35847,Sci-Fi
40530,Drama
40530,Romance
2486,Comedy
2486,Drama
2486,Romance
2486,Slice of Life
2486,Supernatural
3754,Fantasy
32924,Comedy
32924,Fantasy
55153,Slice of Life
2602,Comedy
2602,Sports
2602,Ecchi
2805,Comedy
2805,Fantasy
2805,Slice of Life
2926,Drama
2926,Romance
613,Adventure
613,Fantasy
613,Supernatural
1564,Action
1564,Adventure
1564,Comedy
1564,Fantasy
3806,Adventure
3806,Comedy
3806,Romance
3806,Sports
21561,Adventure
21561,Mystery
21561,Supernatural
469,Comedy
469,Romance
469,Supernatural
3229,Comedy
3229,Romance
3229,Ecchi
8234,Adventure
8234,Comedy
8234,Fantasy
8234,Slice of Life
24455,Action
24455,Adventure
24455,Fantasy
2573,Adventure
2573,Slice of Life
195,Drama
195,Romance
195,Sci-Fi
50917,Sci-Fi
50917,Slice of Life
53,Comedy
53,Drama
53,Romance
50205,Action
50205,Fantasy
40752,Mystery
332,Adventure
332,Comedy
332,Fantasy
28825,Comedy
26441,Comedy
26441,Fantasy
26441,Romance
48775,Comedy
48775,Slice of Life
961,Action
4532,Action
4532,Sci-Fi
39324,Fantasy
39324,Slice of Life
990,Comedy
990,Drama
990,Fantasy
990,Romance
4050,Fantasy
189,Comedy
189,Romance
189,Ecchi
21863,Comedy
21863,Ecchi
32829,Comedy
2543,Adventure
2543,Romance
31564,Comedy
31564,Slice of Life
49160,Comedy
49160,Supernatural
53237,Action
53237,Drama
39790,Girls Love
34350,Adventure
34350,Mystery
36800,Slice of Life
6164,Drama
6164,Girls Love
1498,Action
1498,Comedy
1498,Fantasy
3298,Adventure
3298,Comedy
3298,Drama
3298,Fantasy
3298,Romance
4549,Action
4549,Drama
2333,Adventure
2333,Drama
2333,Romance
20787,Action
20787,Mystery
20787,Sci-Fi
10444,Action
10444,Adventure
10444,Comedy
10444,Fantasy
603,Action
603,Comedy
603,Fantasy
2694,Action
2694,Award Winning
2694,Drama
478,Action
478,Fantasy
478,Romance
478,Sci-Fi
2747,Action
2747,Adventure
2747,Drama
2747,Sci-Fi
37579,Comedy
37579,Supernatural
4752,Drama
4752,Mystery
4752,Romance
4752,Supernatural
49285,
1543,Comedy
1543,Romance
1543,Sci-Fi
16035,Action
16035,Fantasy
16035,Mystery
16035,Sci-Fi
3670,Action
54852,Action
54852,Fantasy
279,Fantasy
279,Horror
279,Mystery
279,Supernatural
51064,Action
51064,Fantasy
1017,Action
1017,Adventure
1017,Comedy
1017,Fantasy
1738,Action
1738,Comedy
11021,Action
11021,Drama
11021,Sci-Fi
1199,Comedy
3363,Action
3363,Sci-Fi
37126,Comedy
51956,Drama
51956,Sci-Fi
37302,Fantasy
37302,Sci-Fi
1138,Adventure
1138,Comedy
1138,Sci-Fi
34104,Action
34104,Fantasy
34607,Suspense
40529,Action
40529,Drama
40529,Sci-Fi
1835,Action
1835,Sci-Fi
1108,Action
1108,Adventure
1108,Fantasy
5702,Action
5702,Fantasy
5702,Romance
2810,Drama
831,Comedy
831,Fantasy
10447,Action
10447,Fantasy
10447,Romance
10447,Sci-Fi
568,Adventure
568,Sci-Fi
1683,Comedy
1683,Fantasy
1683,Sci-Fi
1826,Adventure
1826,Fantasy
992,Action
992,Comedy
992,Sci-Fi
48505,Action
48505,Adventure
48505,Fantasy
53438,Fantasy
17497,Fantasy
1180,Action
1180,Comedy
1180,Romance
1180,Sci-Fi
42544,Action
42544,Adventure
42544,Fantasy
33417,Boys Love
33417,Comedy
33417,Drama
687,Fantasy
687,Romance
687,Sci-Fi
5992,Comedy
5992,Drama
5992,Romance
5992,Slice of Life
2331,Action
2331,Adventure
2331,Sci-Fi
3021,Action
3021,Comedy
3021,Romance
1264,Adventure
1264,Sci-Fi
3486,Action
3486,Adventure
3486,Sci-Fi
41353,Action
41353,Fantasy
1246,Action
1246,Drama
1246,Mystery
1246,Suspense
34176,Action
34176,Adventure
34176,Fantasy
53050,Comedy
53050,Romance
144,Drama
144,Romance
144,Supernatural
1516,Comedy
1516,Drama
1516,Romance
4198,Action
4198,Fantasy
4198,Sci-Fi
1261,Action
1261,Comedy
1261,Sci-Fi
10336,Action
10336,Adventure
10336,Sci-Fi
2931,Mystery
2931,Slice of Life
2931,Supernatural
3837,Adventure
3837,Comedy
3837,Sci-Fi
1942,Adventure
1942,Sci-Fi
22359,Adventure
678,Action
678,Adventure
678,Drama
678,Fantasy
33031,Sports
37451,Avant Garde
37451,Drama
37451,Horror
37451,Mystery
37451,Supernatural
5032,Action
5032,Adventure
5032,Sci-Fi
32887,Action
32887,Adventure
32887,Fantasy
1490,Action
1490,Adventure
1490,Drama
1490,Sci-Fi
8074,Action
8074,Horror
8074,Supernatural
8074,Ecchi
3270,Action
3270,Drama
3270,Sci-Fi
3638,Adventure
3638,Comedy
5658,Action
5658,Sci-Fi
5983,Comedy
25159,Comedy
25159,Supernatural
1860,Action
1860,Drama
1860,Horror
1860,Supernatural
25157,Action
25157,Comedy
25157,Fantasy
25157,Romance
25157,Ecchi
5397,Comedy
1897,Adventure
1897,Sci-Fi
41109,Action
41109,Adventure
41109,Fantasy
40327,Adventure
40327,Fantasy
6779,Comedy
6779,Fantasy
6203,Comedy
6203,Girls Love
53263,Comedy
53263,Fantasy
44203,Action
44203,Adventure
44203,Fantasy
44203,Romance
40763,Comedy
40763,Fantasy
3281,Comedy
3281,Sports
34106,Comedy
34106,Supernatural
17247,Action
17247,Fantasy
17247,Ecchi
872,Adventure
872,Comedy
872,Fantasy
52092,Drama
52092,Suspense
51368,Action
51368,Adventure
51368,Fantasy
607,Adventure
607,Comedy
607,Fantasy
17467,Action
17467,Drama
39292,Adventure
39292,Comedy
39292,Fantasy
39292,Gourmet
2109,Action
2109,Adventure
2109,Sci-Fi
929,Action
929,Adventure
929,Drama
929,Fantasy
929,Sci-Fi
5220,Action
5220,Drama
5220,Sci-Fi
32038,Comedy
32038,Fantasy
6098,Comedy
6098,Romance
40266,Slice of Life
930,Drama
930,Sci-Fi
2799,Adventure
2799,Romance
23539,Comedy
23539,Gourmet
876,Action
876,Adventure
876,Drama
876,Mystery
4896,Horror
4896,Mystery
4896,Supernatural
3614,Mystery
3614,Supernatural
21851,Slice of Life
45653,Comedy
45653,Romance
3738,Adventure
3738,Comedy
6917,Comedy
26165,Avant Garde
26165,Drama
26165,Fantasy
26165,Girls Love
26165,Ecchi
3110,Drama
3059,Action
3059,Adventure
3059,Sci-Fi
4191,Adventure
4191,Fantasy
2570,Comedy
2570,Slice of Life
1601,Drama
1601,Mystery
1601,Supernatural
2110,Action
2110,Adventure
2110,Sci-Fi
32094,Comedy
32094,Fantasy
6974,Comedy
6974,Mystery
6974,Sci-Fi
6974,Supernatural
20973,Action
20973,Comedy
20973,Fantasy
4063,Action
4063,Comedy
4063,Ecchi
27441,Comedy
27441,Fantasy
29163,Comedy
29163,Slice of Life
31588,Sports
3432,Action
3432,Adventure
3432,Comedy
383,Comedy
383,Sci-Fi
48753,Comedy
48753,Supernatural
1554,Drama
1554,Supernatural
52446,Fantasy
971,Action
971,Adventure
971,Sci-Fi
12651,Action
14829,Action
14829,Comedy
14829,Fantasy
1046,Adventure
1046,Comedy
1046,Fantasy
395,Action
395,Drama
395,Horror
395,Sci-Fi
2230,Adventure
2230,Drama
14653,Comedy
36906,Comedy
36906,Supernatural
31405,Drama
31405,Mystery
31405,Suspense
18277,Action
18277,Fantasy
18277,Supernatural
18277,Ecchi
342,Drama
342,Sci-Fi
1555,Comedy
1555,Romance
2011,Action
2011,Comedy
553,Boys Love
553,Comedy
553,Drama
553,Fantasy
553,Horror
1652,Action
1652,Adventure
1652,Drama
1652,Sci-Fi
50175,Action
50175,Adventure
50175,Comedy
50175,Fantasy
40839,Comedy
40839,Romance
634,Drama
634,Romance
10456,Action
10456,Fantasy
10456,Sci-Fi
252,Drama
252,Mystery
252,Supernatural
1184,Adventure
1184,Comedy
1184,Drama
1184,Sci-Fi
1588,Comedy
1588,Romance
41556,Gourmet
41556,Slice of Life
8424,Comedy
8424,Ecchi
34209,Romance
34209,Supernatural
912,Adventure
12119,Slice of Life
12119,Supernatural
23673,Comedy
23673,Romance
1569,Comedy
1569,Drama
1569,Romance
5023,Action
5023,Adventure
79,Comedy
79,Drama
79,Fantasy
79,Romance
79,Ecchi
11751,Action
11751,Sci-Fi
10397,Drama
10397,Romance
4056,Comedy
21603,Sci-Fi
21603,Supernatural
1688,Romance
11761,Action
11761,Comedy
11761,Ecchi
32013,Comedy
16051,Comedy
16051,Sports
16051,Ecchi
42395,Comedy
42395,Sports
34901,Action
34901,Adventure
34901,Sci-Fi
34901,Sports
286,Adventure
286,Sci-Fi
40930,Comedy
40930,Sci-Fi
58,Action
58,Adventure
58,Drama
58,Horror
58,Sci-Fi
31417,Comedy
9539,Action
111,Adventure
111,Comedy
111,Sci-Fi
9200,Adventure
9200,Comedy
9200,Gourmet
4586,
16982,Comedy
16982,Romance
729,Comedy
729,Romance
729,Sports
8206,Fantasy
2569,Adventure
2569,Drama
3418,Action
3418,Comedy
1602,Action
1602,Drama
1602,Sci-Fi
1602,Ecchi
620,Drama
620,Fantasy
620,Horror
620,Mystery
27899,Action
27899,Fantasy
27899,Horror
53132,Slice of Life
10321,Comedy
10321,Romance
3332,Comedy
36475,Action
1128,Comedy
1128,Romance
1128,Sci-Fi
21439,Comedy
21439,Romance
33589,Action
33589,Drama
19023,Drama
3691,Slice of Life
21563,Fantasy
21563,Romance
865,Adventure
865,Sci-Fi
33299,Fantasy
33299,Romance
16890,Comedy
16890,Fantasy
16890,Mystery
5030,Comedy
5030,Girls Love
3550,Comedy
5440,Action
5440,Adventure
5440,Fantasy
5440,Sci-Fi
15905,Action
15905,Fantasy
4021,Boys Love
4021,Comedy
4021,Gourmet
2369,Action
2369,Fantasy
2369,Mystery
3098,Action
3098,Sci-Fi
35540,Comedy
5307,Adventure
5307,Comedy
5307,Sci-Fi
1778,Adventure
1778,Comedy
1778,Gourmet
998,Action
998,Adventure
998,Drama
998,Horror
998,Mystery
998,Romance
998,Supernatural
10210,Adventure
10210,Comedy
1929,Action
1929,Comedy
1929,Fantasy
3185,Adventure
3185,Comedy
3185,Fantasy
2815,Comedy
2938,
17917,Action
33573,
7081,Action
11783,Action
11783,Adventure
11783,Fantasy
1045,Adventure
1045,Comedy
1045,Fantasy
1045,Ecchi
2624,Drama
1179,Action
1179,Adventure
1179,Sci-Fi
1179,Supernatural
31737,Action
31737,Comedy
31737,Fantasy
31737,Romance
31737,Sci-Fi
31737,Ecchi
1592,Comedy
1592,Drama
1592,Romance
508,Adventure
508,Comedy
22687,Action
22687,Horror
22687,Sci-Fi
41226,Comedy
21085,Action
21085,Supernatural
19383,Avant Garde
19383,Horror
19383,Supernatural
36726,Comedy
36726,Romance
36726,Supernatural
36726,Ecchi
10372,Action
10372,Supernatural
6262,Adventure
6262,Drama
6262,Fantasy
1792,Action
1792,Adventure
1792,Sci-Fi
2604,Sci-Fi
3616,Action
3616,Comedy
3616,Ecchi
12175,Drama
12175,Romance
36548,Drama
36548,Mystery
36548,Supernatural
4662,Comedy
4662,Fantasy
4662,Romance
10370,Adventure
10370,Sports
284,Action
284,Drama
284,Romance
1236,Action
1236,Adventure
1236,Sci-Fi
1493,Action
1493,Fantasy
32313,Action
32313,Drama
32313,Fantasy
32313,Mystery
32313,Sci-Fi
6747,Action
6747,Drama
6747,Romance
6747,Supernatural
384,Action
384,Drama
384,Horror
384,Sci-Fi
3299,Drama
3299,Romance
247,Fantasy
247,Romance
11785,Comedy
11785,Sci-Fi
605,Comedy
605,Fantasy
605,Romance
16742,Comedy
5830,Comedy
2415,Adventure
2415,Sports
3455,Comedy
3455,Romance
3455,Sci-Fi
3455,Ecchi
4183,Action
41312,Fantasy
41312,Slice of Life
5968,Comedy
5968,Sci-Fi
5968,Sports
8410,Adventure
8410,Comedy
8410,Sports
3424,Drama
907,Comedy
907,Drama
941,Comedy
941,Ecchi
39463,Action
39463,Mystery
39463,Supernatural
10507,Sports
2130,Action
2130,Comedy
2130,Horror
2130,Supernatural
30383,Drama
30383,Romance
30383,Sci-Fi
50281,Action
50281,Fantasy
3312,Comedy
3312,Sci-Fi
3312,Slice of Life
52214,Fantasy
456,Comedy
456,Slice of Life
1025,Adventure
1025,Comedy
1025,Sci-Fi
1025,Slice of Life
32899,Comedy
32899,Romance
41530,Drama
41530,Suspense
31722,Action
31722,Adventure
31722,Fantasy
12281,Action
12281,Comedy
12281,Sci-Fi
37569,Action
37569,Supernatural
34825,Comedy
34825,Sports
9013,Comedy
9013,Slice of Life
39531,Adventure
39531,Fantasy
33003,Action
33003,Fantasy
33003,Suspense
3162,Adventure
3162,Drama
3162,Slice of Life
52614,Drama
52614,Romance
52614,Sports
30307,Comedy
30307,Fantasy
30307,Romance
30307,Ecchi
35484,Comedy
35484,Gourmet
35484,Romance
8769,Comedy
35994,Adventure
35994,Horror
35994,Suspense
20047,Comedy
20047,Girls Love
8057,Adventure
8057,Comedy
8057,Fantasy
8057,Ecchi
2554,Drama
2554,Slice of Life
230,Action
230,Comedy
3079,Sci-Fi
6901,Adventure
1962,Action
1962,Comedy
1962,Drama
1962,Sci-Fi
45782,Comedy
2819,Action
2819,Adventure
2819,Fantasy
33203,Drama
33203,Romance
598,Action
598,Drama
598,Sci-Fi
34009,Comedy
965,Comedy
965,Fantasy
965,Slice of Life
754,Adventure
754,Drama
754,Fantasy
3667,Action
3667,Sci-Fi
3667,Ecchi
1573,Action
1573,Comedy
1573,Drama
1573,Fantasy
