anime_id,studios
2129,P.A. Works
878,Sunrise
4038,SynergySP
855,Madhouse
4884,Sunrise
2577,Nippon Animation
3859,Madhouse
37993,Doga Kobo
1891,Xebec
1891,Group TAC
1892,Group TAC
3958,A-1 Pictures
845,Madhouse
4186,Zexcs
31884,Toei Animation
40497,8bit
99,Sunrise
51794,Telecom Animation Film
5395,Sunrise
35330,Kamikaze Douga
2744,J.C.Staff
710,Shaft
1231,Hal Film Maker
11499,Studio Deen
5277,Seven Arcs
15751,Ordet
15751,LIDENFILMS
4061,Nippon Animation
152,Gonzo
152,AIC
32175,8bit
101,Kyoto Animation
14967,AIC Build
38186,Silver
38186,Arvo Animation
1674,Studio Comet
6149,Nippon Animation
26349,Seven
18229,Tatsunoko Production
356,Studio Deen
49692,Lay-duce
40938,Project No.9
1316,Trans Arts
42361,Telecom Animation Film
40272,P.A. Works
40272,Studio 3Hz
37403,Diomedéa
34618,A-1 Pictures
3460,Nippon Animation
1678,Japan Vistec
5197,Gallop
6574,Gainax
5150,J.C.Staff
35413,SILVER LINK.
75,Xebec
2927,J.C.Staff
28623,Wit Studio
45486,EMT Squared
633,KSS
28013,Satelight
2253,Toei Animation
2929,Studio Hibari
6712,Shaft
9181,Xebec
1655,Studio Hibari
31414,Production Reed
1565,OLM
28497,Passione
18295,Sunrise
52,Bones
3577,Nomad
41833,Madhouse
3342,Xebec
3655,J.C.Staff
13585,Doga Kobo
42282,SILVER LINK.
52657,Wit Studio
11179,feel.
12753,Sunrise
4618,Madhouse
44275,Doga Kobo
5034,Gainax
5034,feel.
30649,Shin-Ei Animation
4189,Studio Comet
4189,KeyEast
4189,REALTHING
2916,Sunrise
411,AIC ASTA
30901,White Fox
7,Sunrise
42962,ENGI
738,SynergySP
335,Studio Deen
50384,Bandai Namco Pictures
42340,SILVER LINK.
2835,Toei Animation
2361,Pierrot
50664,OLM
50664,Sunrise Beyond
4028,J.C.Staff
45425,Connect
5958,AIC ASTA
282,TMS Entertainment
6676,Seven Arcs
11633,Brains Base
40532,P.A. Works
1222,Artland
22433,Production I.G
22433,Xebec
1450,Sunrise
39026,Doga Kobo
1250,Xebec
15109,Zexcs
2400,Toei Animation
2484,Sunrise
20689,NAZ
34281,Passione
27829,J.C.Staff
27829,SANZIGEN
28869,Shin-Ei Animation
1410,Production I.G
31771,J.C.Staff
4690,Toei Animation
5760,Mushi Production
37347,J.C.Staff
21039,Tatsunoko Production
41710,J.C.Staff
6980,Toei Animation
4550,Nippon Animation
13261,OLM
34933,MAPPA
2816,Sunrise
2816,Toei Animation
28621,A-1 Pictures
42668,MAPPA
37023,LIDENFILMS
4375,Group TAC
4483,Hal Film Maker
5597,Shaft
14833,Arms
12467,Hoods Entertainment
51498,SILVER LINK.
326,Madhouse
15651,Sunrise
16732,Studio Gokumi
29325,Production I.G
40974,EMT Squared
10110,feel.
6560,Zuiyo
29786,J.C.Staff
306,Gainax
306,Madhouse
49979,Maho Film
37716,LIDENFILMS
485,Magic Bus
32189,Lerche
8915,Gainax
38656,Nexus
1313,Toei Animation
8503,Toei Animation
1534,Toei Animation
2030,Bee Train
1524,Production I.G
3568,Sunrise
655,Madhouse
655,feel.
3327,Sunrise
386,Ashi Productions
3335,Nippon Animation
940,Seven Arcs
35639,PINE JAM
40833,Team TillDawn
3010,Ashi Productions
30911,ufotable
52962,SILVER LINK.
550,Toei Animation
1195,J.C.Staff
5226,Madhouse
341,J.C.Staff
9241,Asahi Production
4382,Kyoto Animation
4663,Production Reed
4663,Ashi Productions
50652,Tezuka Productions
2806,Group TAC
935,Gonzo
30740,Tezuka Productions
606,Madhouse
5834,TMS Entertainment
1374,OLM
330,Pierrot
38098,OLM
6067,Pierrot
1722,feel.
9061,Gallop
1040,Studio Comet
6030,Madhouse
22273,J.C.Staff
960,Nippon Animation
11759,Sunrise
37204,Bandai Namco Pictures
5356,P.A. Works
37140,Toei Animation
34279,A-1 Pictures
15699,Xebec
246,Studio Deen
20853,Bones
53262,Studio Gokumi
54041,Silver
5675,Satelight
2825,Nippon Animation
16592,Lerche
2748,Tatsunoko Production
2748,Tama Production
424,Sunrise
915,Studio Deen
20509,SILVER LINK.
4551,Artland
38480,J.C.Staff
7058,J.C.Staff
2087,Ashi Productions
1932,Toei Animation
1808,Satelight
3692,Toei Animation
10870,Production I.G
2487,Ashi Productions
51458,SILVER LINK.
51458,Blade
13409,Telecom Animation Film
13409,Shirogumi
48406,MAPPA
5854,Nippon Animation
33726,Platinum Vision
37086,MAPPA
3437,Sunrise
1110,Actas
1110,Synergy Japan
3467,Diomedéa
2152,Madhouse
1846,Phoenix Entertainment
31374,Production I.G
2043,Tokyo Movie Shinsha
10396,David Production
2913,Nippon Animation
35849,A-1 Pictures
35849,Trigger
35849,CloverWorks
1126,OLM
12875,TYO Animations
27631,ufotable
24625,Sunrise
41006,Passione
40230,Shuka
41514,SILVER LINK.
953,Bones
11757,A-1 Pictures
11341,J.C.Staff
11341,Artland
6758,David Production
2683,AIC Spirits
2683,BeSTACK
482,Gallop
8934,Bones
173,Studio Deen
3000,Studio Deen
3322,Zexcs
712,Shogakukan Music & Digital Entertainment
274,Gonzo
37178,Tatsunoko Production
37178,Dongwoo A&E
4903,Xebec
49040,TMS Entertainment
2933,Tatsunoko Production
107,Studio Deen
19369,feel.
3765,Nippon Animation
34126,8bit
4581,Gainax
4581,feel.
5525,Studio Deen
40128,Seven Arcs
104,Pierrot
2383,Telecom Animation Film
19163,Production IMS
36633,J.C.Staff
24031,Shin-Ei Animation
2222,Toei Animation
31163,Orange
31163,Studio 3Hz
4726,Gonzo
34662,A-1 Pictures
20457,Production IMS
31670,Shin-Ei Animation
7152,Satelight
39078,Bandai Namco Pictures
40507,asread.
40507,studio MOTHER
37338,Madhouse
3627,feel.
652,Madhouse
4119,Sunrise
49519,Madhouse
2113,Tatsunoko Production
12711,A-1 Pictures
35220,Shin-Ei Animation
94,Sunrise
147,Studio Fantasia
31952,feel.
1013,Production I.G
604,Pierrot
1397,Ashi Productions
2736,OLM
21105,J.C.Staff
5091,Unknown
6116,Gallop
6116,TYO Animations
6116,Dongwoo A&E
2200,Sunrise
41619,Bridge
2283,Tokyo Movie Shinsha
50932,Studio Blanc.
4068,Actas
1965,Nomad
1691,Gonzo
2542,Tokyo Movie Shinsha
34290,Toei Animation
52934,Zero-G
52934,Digital Network Animation
34712,J.C.Staff
3345,Nippon Animation
49376,Bakken Record
12979,Pierrot
6023,Diomedéa
9981,Sunrise
11697,Shin-Ei Animation
10163,Tatsunoko Production
61,Xebec
27525,SILVER LINK.
48760,Studio Kai
48760,HORNETS
24231,Bones
390,Studio Comet
180,Gonzo
41762,Asahi Production
3044,Tezuka Productions
23587,A-1 Pictures
7955,Unknown
178,Ashi Productions
15379,AIC Classic
50338,CloverWorks
690,AIC
2038,Pierrot
1164,J.C.Staff
1196,Artland
521,Actas
521,SynergySP
521,Synergy Japan
44273,J.C.Staff
3305,Sunrise
4879,Madhouse
2151,Pierrot
7769,J.C.Staff
37578,J.C.Staff
51986,UchuPeople
1538,Gonzo
1538,AIC
48414,NAZ
48414,OZ
41456,J.C.Staff
1823,Public & Basic
100,Hal Film Maker
1548,Toei Animation
10719,AIC Build
369,Madhouse
1312,Xebec
15583,AIC PLUS+
32494,MAPPA
2803,Sunrise
1845,Toei Animation
18411,Diomedéa
5041,Satelight
15225,J.C.Staff
37490,CloverWorks
14645,Studio Deen
28387,Production IMS
51464,Studio Flad
30205,Brains Base
2561,Toei Animation
2907,Studio Bogey
6880,Manglobe
1132,Toei Animation
48997,OLM Team Yoshioka
2416,Nippon Animation
49154,Studio Hibari
42822,Platinum Vision
48556,Madhouse
48556,MAPPA
3594,White Fox
1133,AIC
19117,TMS Entertainment
3137,Nippon Animation
37447,Studio VOLN
6604,Studio Deen
6604,DAX Production
40880,Tatsunoko Production
31610,Brains Base
518,Ashi Productions
2518,Artland
34978,TMS Entertainment
3136,Kokusai Eigasha
19221,Diomedéa
4067,Tokyo Movie
1145,Pierrot
1086,Bones
41103,Nomad
2335,Pastel
32245,P.A. Works
6707,A-1 Pictures
276,Gainax
276,Shaft
277,Gainax
277,Shaft
8917,Satelight
5200,Ashi Productions
8415,Animation 21
2108,Xebec
529,Gonzo
2254,Sunrise
50184,Passione
16201,Zexcs
51614,Nippon Animation
41520,Kinema Citrus
15611,TMS Entertainment
5670,AIC PLUS+
14765,Brains Base
54234,GoHands
34915,A-1 Pictures
31178,A-1 Pictures
54947,feel.
3125,Group TAC
31370,Studio Deen
51692,Studio PuYUKAI
16668,Sunrise
5079,Sunrise
32949,Lerche
206,AIC
1941,Studio Hibari
6512,AIC
2912,TMS Entertainment
51705,Asahi Production
32951,LIDENFILMS
22865,SILVER LINK.
5504,Diomedéa
311,Tokyo Movie Shinsha
2706,Xebec
9346,Sunrise
3230,Gonzo
36144,MAPPA
3231,Artland
958,Satelight
394,J.C.Staff
39184,P.A. Works
39184,Studio 3Hz
35834,NAZ
21437,Sunrise
9379,Shaft
51020,Satelight
1371,Tezuka Productions
35847,Trigger
40530,Project No.9
2486,TMS Entertainment
3754,Toei Animation
32924,J.C.Staff
55153,Shuka
2602,Artland
2805,TMS Entertainment
2926,Doga Kobo
613,Sunrise
1564,OLM
3806,Tsuchida Productions
21561,A-1 Pictures
469,J.C.Staff
3229,A.C.G.T.
8234,Mushi Production
24455,Satelight
2573,Nippon Animation
195,Daume
50917,Bibury Animation Studios
53,J.C.Staff
50205,Yostar Pictures
40752,Shaft
332,Nippon Animation
28825,Doga Kobo
26441,Production I.G
48775,LIDENFILMS Kyoto Studio
961,Tokyo Movie Shinsha
4532,Sunrise
39324,Maho Film
990,Toei Animation
4050,TMS Entertainment
189,Xebec
21863,Zexcs
32829,TMS Entertainment
2543,Tatsunoko Production
31564,Doga Kobo
49160,Project No.9
53237,8bit
39790,Tezuka Productions
34350,J.C.Staff
36800,J.C.Staff
6164,J.C.Staff
1498,Group TAC
1498,Studio Live
3298,Studio Deen
4549,Satelight
2333,Gallop
20787,Kinema Citrus
20787,Orange
10444,Toei Animation
603,Toei Animation
2694,Madhouse
478,Satelight
2747,Mushi Production
37579,Studio Gokumi
37579,AXsiZ
4752,Studio Deen
49285,Tatsunoko Production
49285,Dongwoo A&E
1543,Daume
16035,Manglobe
3670,Tatsunoko Production
54852,Arvo Animation
279,TMS Entertainment
51064,Satelight
1017,J.C.Staff
1738,Telecom Animation Film
11021,Satelight
11021,lxtl
1199,Ajia-do
3363,Production I.G
37126,TMS Entertainment
51956,PINE JAM
37302,Yaoyorozu
1138,Bee Train
34104,8bit
34607,J.C.Staff
40529,Madhouse
1835,Xebec
1108,Studio Deen
5702,Kyoto Animation
2810,Gakken
831,J.C.Staff
10447,Satelight
10447,8bit
568,AIC
1683,Madhouse
1826,OLM
992,AIC
48505,Sunrise
53438,OLM Team Yoshioka
17497,Studio Comet
1180,Pierrot
42544,Production I.G
33417,Studio Deen
687,Pierrot
5992,Unknown
2331,TMS Entertainment
3021,Toei Animation
1264,Sunrise
3486,Sunrise
41353,MAPPA
1246,Artland
34176,White Fox
53050,TMS Entertainment
144,Toei Animation
1516,SynergySP
1516,G&G Entertainment
4198,Toei Animation
1261,Tatsunoko Production
10336,Gonzo
2931,Madhouse
2931,Tezuka Productions
3837,Sunrise
1942,Mook DLE
22359,Studio Ghibli
22359,Polygon Pictures
678,Studio Deen
33031,Kinema Citrus
37451,Madhouse
5032,Magic Bus
32887,J.C.Staff
1490,Planet
8074,Madhouse
3270,Production I.G
3638,Ajia-do
5658,Toei Animation
5983,Kinema Citrus
25159,Trigger
1860,AIC Spirits
1860,BeSTACK
25157,Seven Arcs Pictures
5397,Kanaban Graphics
1897,Sunrise
41109,Studio Deen
40327,J.C.Staff
6779,Animation 21
6203,AIC
53263,Yokohama Animation Lab
53263,Cloud Hearts
44203,TMS Entertainment
40763,Kinema Citrus
3281,Toei Animation
34106,Brains Base
17247,Lerche
872,Studio 4°C
52092,Tezuka Productions
51368,A.C.G.T.
607,Madhouse
17467,Unknown
39292,CygamesPictures
2109,Xebec
929,Sunrise
5220,Gonzo
32038,Bones
6098,Studio Comet
40266,Bandai Namco Pictures
930,Sunrise
2799,Toei Animation
23539,Gathering
876,Group TAC
4896,Studio Deen
3614,Doga Kobo
21851,Yaoyorozu
45653,SILVER LINK.
3738,Kanaban Graphics
6917,Unknown
26165,SILVER LINK.
3110,Nippon Animation
3059,Pierrot
4191,Bee Train
2570,TMS Entertainment
1601,Gonzo
2110,Xebec
32094,Studio Deen
6974,A-1 Pictures
20973,A-1 Pictures
4063,Seven Arcs
27441,Bones
29163,Gonzo
31588,Madhouse
31588,TMS Entertainment
3432,Sunrise
383,Madhouse
48753,SILVER LINK.
1554,J.C.Staff
52446,Encourage Films
971,Tezuka Productions
12651,OLM
14829,SILVER LINK.
1046,Group TAC
395,Gonzo
2230,Toei Animation
14653,Manglobe
36906,Nomad
31405,Production I.G
18277,SILVER LINK.
18277,Connect
342,J.C.Staff
1555,AIC ASTA
2011,Studio Deen
553,J.C.Staff
1652,Academy Productions
50175,EMT Squared
40839,TMS Entertainment
634,A.C.G.T.
10456,Sunrise
252,Bee Train
1184,E&G Films
1588,Zexcs
41556,J.C.Staff
8424,Xebec
34209,TMS Entertainment
912,Pierrot
12119,Sunrise
23673,TYO Animations
1569,feel.
5023,Tele-Cartoon Japan
79,asread.
11751,Satelight
11751,Encourage Films
10397,Manglobe
4056,Studio Deen
21603,Shaft
1688,Diomedéa
11761,Gainax
32013,feel.
16051,Barnum Studio
16051,Project No.9
42395,TMS Entertainment
34901,OLM
286,TMS Entertainment
40930,Yostar Pictures
40930,CANDY BOX
58,AIC
31417,Studio Comet
9539,TMS Entertainment
111,Nippon Animation
9200,Unknown
4586,Daume
16982,Manglobe
729,Group TAC
8206,TMS Entertainment
2569,Nippon Animation
3418,Group TAC
1602,Studio Fantasia
620,TMS Entertainment
27899,Pierrot
53132,CloverWorks
10321,A-1 Pictures
3332,Toei Animation
36475,Studio 3Hz
1128,TNK
21439,A-1 Pictures
33589,Seven Arcs Pictures
19023,Tatsunoko Production
19023,Ordet
3691,Tokyo Movie Shinsha
21563,Brains Base
865,Sunrise
33299,Sunrise
16890,Doga Kobo
5030,Shaft
3550,Pierrot
5440,Sunrise
15905,Sparkly Key Animation Studio
4021,Nippon Animation
4021,Shirogumi
2369,Zexcs
3098,Sunrise
35540,CloverWorks
5307,Sunrise
1778,Unknown
998,Production I.G
998,Ashi Productions
10210,Tokyo Movie Shinsha
10210,Studio Junio
1929,Toei Animation
3185,Unknown
2815,Telescreen
2938,Ashi Productions
17917,OLM
33573,Xebec
33573,Issen
7081,OLM
11783,Seven Arcs
1045,Group TAC
2624,TMS Entertainment
1179,Madhouse
31737,A-1 Pictures
1592,Gallop
508,TMS Entertainment
22687,LIDENFILMS
41226,ENGI
21085,J.C.Staff
19383,ILCA
36726,Xebec
10372,Brains Base
6262,Madhouse
1792,Sunrise
2604,J.C.Staff
3616,Madhouse
12175,AIC Build
36548,Geno Studio
4662,Yumeta Company
10370,SynergySP
284,Group TAC
1236,Toei Animation
1493,TMS Entertainment
32313,Bones
6747,Shaft
384,Gonzo
3299,Zexcs
247,Yumeta Company
11785,Xebec
605,Pierrot
16742,SILVER LINK.
5830,Shin-Ei Animation
2415,Nippon Animation
3455,Xebec
4183,Toei Animation
41312,Maho Film
5968,Toei Animation
8410,SynergySP
3424,Nippon Animation
907,Studio Deen
941,Remic
39463,PINE JAM
10507,OLM
2130,Madhouse
30383,Lay-duce
50281,Toei Animation
3312,Toei Animation
52214,Sunrise
456,J.C.Staff
1025,AIC
1025,APPP
32899,Brains Base
41530,Shaft
31722,A-1 Pictures
12281,Xebec
37569,P.A. Works
34825,Studio Hibari
9013,Studio Deen
9013,DAX Production
39531,Polygon Pictures
33003,Lerche
3162,Nippon Animation
52614,OLM
30307,Lerche
35484,Creators in Pack
8769,AIC Build
35994,J.C.Staff
20047,Studio Deen
8057,Doga Kobo
2554,Nippon Animation
230,Toei Animation
3079,Sunrise
6901,Sunrise
1962,Group TAC
45782,W-Toon Studio
45782,DMM.futureworks
2819,Pierrot
2819,Studio Comet
33203,Brains Base
598,Radix
598,Studio OX
34009,Haoliners Animation League
965,Studio Hibari
754,TMS Entertainment
3667,Gonzo
1573,Studio Deen
31815,CoMix Wave Films
9712,Shaft
4086,Nippon Animation
48252,Fanworks
48252,Space Neko Company
24211,Asahi Production
34754,Studio Deen
48,Bee Train
31080,SILVER LINK.
1550,Tokyo Movie Shinsha
36873,J.C.Staff
1668,Nippon Animation
41266,Gosay Studio
750,Studio Deen
3116,Aubec
5071,OLM
859,Toei Animation
32212,David Production
3947,Tokyo Movie Shinsha
30030,Studio Deen
9776,Studio Gokumi
8,Toei Animation
291,feel.
1726,Madhouse
3012,Sunrise
40610,Toei Animation
2389,Tatsunoko Production
24909,Shin-Ei Animation
36536,C-Station
12321,DLE
343,Shaft
39942,MAPPA
39942,Lapin Track
4415,Production I.G
3505,Sunrise
5967,Toei Animation
8140,Tatsunoko Production
2980,Toei Animation
48239,Maho Film
4807,Sunrise
7761,Studio Deen
2741,OLM
3656,A.C.G.T.
40483,Studio Gokumi
1546,Shaft
1546,GANSIS
162,Madhouse
37221,Lay-duce
52461,Felix Film
44037,Studio Flad
44037,Wolfsbane
3858,Tatsunoko Production
157,Xebec
2223,Toei Animation
1137,Toei Animation
4936,Shin-Ei Animation
5520,Studio Comet
325,Studio Comet
1492,TMS Entertainment
3493,Xebec
5203,Toei Animation
116,AIC
40586,Revoroot
3631,Tezuka Productions
12293,Diomedéa
3561,Radix
13163,Tomason
26453,Sunrise
26453,Bandai Namco Pictures
52046,EMT Squared
7768,J.C.Staff
32881,Toei Animation
33478,J.C.Staff
1249,Sunrise
45613,Doga Kobo
48675,SynergySP
48675,Shin-Ei Animation
32686,Xebec
3654,Zexcs
16910,Tatsunoko Production
621,AIC
1093,Shin-Ei Animation
13659,A-1 Pictures
14749,A-1 Pictures
525,Production I.G
27655,A-1 Pictures
27655,TROYCA
1186,AIC
38062,Studio Gokumi
9314,A-1 Pictures
127,Gonzo
243,Studio Deen
2705,Xebec
751,Studio Deen
16157,David Production
1848,Sunrise
3159,Toei Animation
53379,Project No.9
9331,J.C.Staff
1707,Toei Animation
39017,Brains Base
34338,LIDENFILMS
48417,SILVER LINK.
3827,Nippon Animation
28617,MAPPA
1710,Xebec
8542,Tokyo Movie Shinsha
1864,Satelight
44516,Platinum Vision
3653,Gonzo
50012,TMS Entertainment
39948,Studio Deen
31559,Madhouse
11227,Xebec
419,Studio Deen
4214,Gonzo
1104,OLM
1104,AIC ASTA
579,AIC
2390,Studio Sign
33037,Pierrot
2716,Studio Deen
4088,Mushi Production
1837,ufotable
30355,Nexus
15489,Gallop
28423,Brains Base
229,ufotable
41345,Production I.G
32962,A-1 Pictures
34034,OLM
34927,Studio Deen
42205,Bridge
789,Group TAC
789,Ginga Ya
303,OLM
5342,Seven Arcs
3407,Gonzo
33475,SILVER LINK.
33475,Connect
38161,Production I.G
3359,Studio Deen
37206,Doga Kobo
50985,Shin-Ei Animation
22189,feel.
2165,Toei Animation
38235,OLM
12963,Studio Comet
30375,C-Station
174,Madhouse
28835,Yaoyorozu
37722,Doga Kobo
3196,Nippon Animation
32230,Unknown
39710,Doga Kobo
2157,Actas
39388,Doga Kobo
5962,Tatsunoko Production
50586,Geek Toys
50586,CompTown
2363,OLM
37202,Lerche
19365,Manglobe
31229,Brains Base
31229,Platinum Vision
21671,Sunrise
3356,Toei Animation
3388,Toei Animation
9693,Production I.G
37926,SILVER LINK.
800,Triangle Staff
561,Madhouse
538,AIC
623,A.C.G.T.
873,Bee Train
11457,SynergySP
2595,feel.
29589,A-1 Pictures
1022,Tatsunoko Production
16726,Unknown
3710,Toei Animation
40359,Doga Kobo
21407,Toei Animation
636,Madhouse
3737,Kanaban Graphics
3457,Studio Deen
308,Ajia-do
5039,Madhouse
31442,Kyoto Animation
50923,Madhouse
39539,Madhouse
592,TMS Entertainment
11835,Sparkly Key Animation Studio
33019,Studio Deen
1214,Toei Animation
49819,Kinema Citrus
49819,GIFTanimation
49819,Studio Jemi
53494,Typhoon Graphics
8394,Toei Animation
10155,Seven Arcs
16385,Seven Arcs Pictures
3053,Pierrot
5155,TMS Entertainment
5155,Tezuka Productions
21431,Arms
31068,Telecom Animation Film
37210,Ajia-do
36793,Hoods Entertainment
7817,Hal Film Maker
956,Toei Animation
1068,Sunrise
1068,Toei Animation
17827,Hoods Entertainment
126,ufotable
126,feel.
126,Studio Flag
37259,LIDENFILMS
3689,Unknown
3811,Knack Productions
20945,Daewon Media
32555,SILVER LINK.
1587,Bones
968,TMS Entertainment
42963,TMS Entertainment
3935,Bones
11079,J.C.Staff
36982,helo.inc
4411,Toei Animation
23201,Telecom Animation Film
5914,feel.
3349,Satelight
3436,Nippon Animation
6509,Gallop
38301,WAO World
38301,GEMBA
6324,Zexcs
35905,Project No.9
48761,Childrens Playground Entertainment
244,OLM
1844,Pierrot
16512,Bridge
1448,Toei Animation
29785,TMS Entertainment
2598,Sunrise
3129,Studio Zero
3129,Tokyo Movie
1568,Studio Hibari
11837,TMS Entertainment
42385,Shirogumi
14355,8bit
49263,Nippon Animation
2404,XEBEC M2
21511,Diomedéa
53163,SynergySP
17741,Gonzo
1578,Satelight
1502,AIC
23945,J.C.Staff
53077,Sunrise
6973,A-1 Pictures
10014,WAO World
36864,Yumeta Company
2579,Nippon Animation
27727,Diomedéa
3690,Unknown
35928,Platinum Vision
36049,Tezuka Productions
51417,A-1 Pictures
4240,Toei Animation
4935,Toei Animation
10359,Studio Comet
2556,Tezuka Productions
2772,Studio Flag
1672,Madhouse
37496,Sunrise
30544,A-1 Pictures
32607,Diomedéa
1465,Studio Deen
2804,Ashi Productions
6008,Studio Comet
9906,Knack Productions
31680,Studio Deen
4208,Tokyo Movie Shinsha
36432,J.C.Staff
33023,Doga Kobo
33421,Namu Animation
33240,Marza Animation Planet
53848,Brains Base
50010,TMS Entertainment
4151,Bee Train
19831,Pierrot
196,Daume
13377,Seven
677,Sunrise
143,TNK
51213,Staple Entertainment
169,J.C.Staff
30363,Production IMS
1517,Radix
12191,Toei Animation
44881,Maho Film
33371,Production I.G
33371,OLM
33371,Signal.MD
11285,Ordet
11285,SANZIGEN
1675,Actas
4554,Pierrot
4334,Bones
5534,Eiken
3285,Toei Animation
24133,SILVER LINK.
18677,asread.
4066,Artland
3077,Shin-Ei Animation
5140,Pierrot Plus
4073,Unknown
38256,Shaft
1469,TMS Entertainment
3313,Studio Junio
3615,Yumeta Company
2221,Toei Animation
293,Madhouse
28221,Shirogumi
28221,Encourage Films
9367,A.C.G.T.
40803,A-1 Pictures
3130,Shin-Ei Animation
40148,A-1 Pictures
109,Gonzo
38020,Diomedéa
32866,SILVER LINK.
2684,TMS Entertainment
13145,TMS Entertainment
43735,Yumeta Company
43735,Graphinica
9028,Pierrot
11809,Unknown
8630,J.C.Staff
115,AIC
1603,OLM
35589,Studio Gokumi
4548,Nomad
7904,Production I.G
89,Sunrise
2215,Brains Base
24629,Shaft
670,Trinet Entertainment
670,Picture Magic
2713,Xebec
21325,AIC PLUS+
6112,Doga Kobo
1727,Ginga Ya
47162,J.C.Staff
49109,Maho Film
41930,P.A. Works
18495,Nomad
580,Pierrot
3619,Unknown
39609,feel.
1638,Nippon Animation
22663,Diomedéa
1533,KSS
812,Satelight
292,A.C.G.T.
3579,Toei Animation
37517,Ezόla
1230,Brains Base
9882,Unknown
1082,J.C.Staff
2612,Pierrot
1127,TNK
36817,SILVER LINK.
7160,Tatsunoko Production
37393,Project No.9
6165,Seven Arcs
3425,Nippon Animation
2740,OLM
10572,Project No.9
10572,Studio Blanc.
1724,Studio Comet
23209,Studio 3Hz
8194,Toei Animation
2576,Nippon Animation
288,Madhouse
2259,Studio Comet
261,Studio Hibari
8277,Arms
33948,Passione
3081,Knack Productions
285,Sunrise
32664,Gathering
33041,SANZIGEN
38390,Studio Deen
43814,SynergySP
43814,Vega Entertainment
34280,PINE JAM
5217,Image Kei
1721,XEBEC M2
30651,DLE
509,TNK
3761,Nippon Animation
51693,Studio Palette
7479,TMS Entertainment
3878,Toei Animation
1018,J.C.Staff
49470,Project No.9
11829,Unknown
36531,OLM
5891,Toei Animation
554,OLM
149,J.C.Staff
25939,A-1 Pictures
630,Madhouse
630,Triangle Staff
3836,Visual 80
4051,Studio Hibari
39936,Unknown
18095,SILVER LINK.
25859,Pierrot Plus
3024,Mushi Production
2993,Gonzo
4332,Knack Productions
33433,Ajia-do
2546,Nippon Animation
51940,Gallop
11241,TMS Entertainment
54644,Pie in the sky
1219,Nomad
2166,Remic
10348,Jinnis Animation Studios
649,Daume
1956,Arms
421,Studio Fantasia
53026,8bit
2578,Unknown
278,Group TAC
54275,Gekkou
3501,Trans Arts
50470,Studio Gokumi
37458,Seven
193,J.C.Staff
33487,SILVER LINK.
13201,TMS Entertainment
1243,Bee Media
4933,Tokyo Movie Shinsha
38089,Gathering
9883,Pierrot
30806,lxtl
30806,LIDENFILMS
32032,Toei Animation
4514,Nippon Animation
34881,Diomedéa
2041,Nippon Animation
40677,SANZIGEN
37525,Revoroot
3271,Brains Base
49515,Toei Animation
7619,Toei Animation
37611,Xebec
37611,OLM
36587,MAPPA
37990,Studio Deen
17919,Gainax
7088,Artland
694,Zexcs
2709,Xebec
21729,TMS Entertainment
266,J.C.Staff
3020,Toei Animation
13161,Arms
48488,Passione
2224,Tatsunoko Production
49385,Quad
20473,MAPPA
49533,LIDENFILMS
688,Hal Film Maker
21845,feel.
2243,Azeta Pictures
52990,ENGI
33018,ufotable
2707,Ajia-do
1806,Radix
37964,LIDENFILMS
38924,Felix Film
39583,PRA
44387,Zero-G
48363,Doga Kobo
8139,Tatsunoko Production
1660,APPP
4262,Doga Kobo
38778,SILVER LINK.
5343,TMS Entertainment
26351,Satelight
1882,AIC Spirits
50060,Zexcs
37476,OLM
49820,Kinema Citrus
49820,GIFTanimation
49820,Studio Jemi
62,feel.
62,Zexcs
11703,Kinema Citrus
5618,Tokyo Movie Shinsha
18001,A.C.G.T.
33392,Team YokkyuFuman
3807,Tatsunoko Production
53012,DLE
15377,Arms
4196,Arms
7580,TNK
6672,Toei Animation
19841,AIC PLUS+
33668,White Fox
21881,A-1 Pictures
5734,SILVER LINK.
50760,Drive
48567,A-1 Pictures
146,Gainax
146,Shaft
30652,Actas
860,OLM
37487,Studio Deen
52611,SynergySP
51403,Passione
5997,Toei Animation
15875,Unknown
23233,Production IMS
1669,Nippon Animation
4286,Group TAC
2255,Production Reed
2255,Ashi Productions
38940,Millepensee
6055,Studio Deen
3355,Vega Entertainment
19067,Xebec
19067,OLM
5688,Toei Animation
4470,Unknown
12461,Studio Deen
38276,LIDENFILMS
41623,Tezuka Productions
41623,Okuruto Noboru
36882,asread.
36882,White Fox
4999,AIC
1893,Madhouse
36483,Bandai Namco Pictures
48862,Kinema Citrus
48862,GIFTanimation
48862,Studio Jemi
11307,Eiken
2717,Planet
41911,Sunrise
646,Studio Deen
33733,OLM
635,Madhouse
2620,Bee Train
13679,Unknown
36654,Telecom Animation Film
51817,Passione
51817,Studio Lings
21639,Gallop
3325,Sunrise
2403,Diomedéa
22013,Production I.G
273,J.C.Staff
31404,Project No.9
2826,Panmedia
23393,Knack Productions
4810,Tatsunoko Production
86,Sunrise
51569,Sunrise
18391,DLE
3438,Nippon Animation
3900,Dai-Ichi Douga
3900,Dongyang Animation
1597,Madhouse
2501,Nippon Animation
12863,Tatsunoko Production
12863,Dongwoo A&E
6201,GoHands
38006,Shaft
6902,Future Planet
6902,Beijing Huihuang Animation Company
22877,TNK
50099,M.S.C
50099,Studio Kai
3809,Tatsunoko Production
