anime_id,theme
1852,CGDCT
1852,Iyashikei
1852,School
1852,Visual Arts
36220,School
36220,Visual Arts
50854,Isekai
1391,Racing
35821,
1663,Historical
8217,Anthropomorphic
8217,Mahou Shoujo
8217,School
12679,Adult Cast
12679,CGDCT
12679,Gag Humor
12679,Parody
12679,Performing Arts
16524,Mecha
8726,Workplace
37475,School
37984,Isekai
37984,Reincarnation
39491,Adult Cast
39491,Detective
39491,Psychological
327,
355,Mahou Shoujo
355,School
8407,Harem
50287,Adult Cast
50287,Gag Humor
50287,Vampire
334,
15315,Isekai
30296,School
166,Historical
166,Mecha
166,Samurai
879,Military
21573,Idols (Female)
21573,Music
102,Childcare
1614,Team Sports
13349,Historical
33731,CGDCT
33731,Mythology
33731,School
49930,Harem
49930,Isekai
49930,Military
40685,CGDCT
40685,Iyashikei
40685,School
2257,Mecha
2257,Military
28979,Harem
28979,School
3036,
44191,Mahou Shoujo
3972,Strategy Game
200,Magical Sex Shift
3613,Adult Cast
3613,Military
11319,Harem
11319,Isekai
11319,School
48643,Parody
333,Childcare
593,Mecha
593,Military
593,Psychological
593,Space
37890,Idols (Female)
37890,Music
37890,Otaku Culture
8476,Historical
8476,Military
8476,Mythology
490,Gag Humor
490,Parody
490,School
37975,Music
37975,School
30736,Mythology
6573,Super Power
30694,Martial Arts
30694,Super Power
50002,Space
18465,Adult Cast
18465,Otaku Culture
18465,Parody
13115,Historical
13115,Samurai
39730,CGDCT
39730,Iyashikei
39730,School
40842,Idols (Female)
40842,Music
14467,Super Power
1327,Love Polygon
1327,School
1327,Team Sports
32696,Mythology
8215,Parody
37349,Gore
2409,
24703,Harem
24703,Mythology
24703,School
3731,School
3731,Workplace
9938,Historical
9938,Iyashikei
40870,Mecha
49980,Visual Arts
696,Harem
696,Space
3974,
13663,Harem
13663,School
16011,School
1579,Music
1579,Performing Arts
1579,Reverse Harem
1579,School
98,Mahou Shoujo
98,School
10257,Idols (Female)
10257,Music
16123,School
16123,Strategy Game
30187,
18523,Parody
9834,Gag Humor
15051,Idols (Female)
15051,Music
15051,School
76,Mahou Shoujo
48483,School
10620,Gore
10620,High Stakes Game
10620,Psychological
10620,Survival
35078,CGDCT
35078,Iyashikei
3199,
64,
2903,Delinquents
2903,Martial Arts
2903,School
2596,Psychological
8557,Anthropomorphic
5262,Mahou Shoujo
5262,School
11433,Love Polygon
40904,Adult Cast
40904,Time Travel
36934,Team Sports
25183,Adult Cast
25183,Organized Crime
2749,
10793,Mecha
10793,Romantic Subtext
10793,Super Power
14289,School
5141,Historical
5141,School
5141,Team Sports
3672,Gag Humor
3672,Super Power
33094,Workplace
50710,Gag Humor
1840,Harem
1840,Isekai
1840,School
16417,Iyashikei
156,Super Power
5075,Detective
5075,Mecha
20785,School
14527,Martial Arts
14527,School
14527,Super Power
54301,Racing
23281,Adult Cast
23281,Detective
23281,Psychological
1608,Martial Arts
2923,Mahou Shoujo
2923,School
59,
51586,Idols (Female)
51586,Music
51586,School
5684,Mahou Shoujo
364,Adult Cast
364,Visual Arts
242,Delinquents
242,Organized Crime
242,School
242,Workplace
4060,
42994,CGDCT
42994,Gag Humor
42994,Mythology
22729,Mecha
22729,Military
31580,Gore
11235,Harem
11235,School
586,Adult Cast
586,Historical
586,Psychological
6093,Historical
505,Mahou Shoujo
134,Military
134,Psychological
25731,Gore
25731,Mecha
25731,Military
15613,Mythology
38472,Isekai
38472,Parody
34012,Isekai
34012,Workplace
47159,
183,School
183,Team Sports
181,Mecha
181,Space
4416,Mecha
4416,Super Power
40908,Mythology
1590,
32526,Idols (Female)
32526,Music
32526,School
36565,Team Sports
19291,
165,Mecha
165,Music
165,Psychological
34494,Adult Cast
34494,Workplace
2942,CGDCT
2942,Iyashikei
2942,Visual Arts
38959,
11933,Harem
11933,Historical
11933,Military
11933,Time Travel
527,
573,Harem
573,Martial Arts
573,Mecha
167,Mecha
38787,School
5233,
2548,Historical
2225,Historical
41587,School
41587,Super Power
37597,Adult Cast
37597,Showbiz
52505,
344,School
54103,Vampire
11013,Mythology
17080,Mecha
17080,Military
25,
1728,
2014,Adult Cast
2014,Detective
2014,Workplace
2203,Space
50552,Racing
25519,Mahou Shoujo
113,Mecha
113,Space
42587,Mahou Shoujo
489,Iyashikei
53040,Harem
53040,School
31798,
1972,Detective
40496,Mythology
40496,Reincarnation
40496,School
20541,School
1060,Gag Humor
2084,Mecha
1873,Mecha
1873,School
42391,Gag Humor
42391,Parody
6056,Historical
6056,Martial Arts
130,Mythology
131,Mythology
2216,Adult Cast
2216,Gore
2216,Historical
2216,Martial Arts
2216,Psychological
2216,Samurai
52082,
35756,CGDCT
35756,Otaku Culture
40056,
33028,High Stakes Game
33028,Psychological
33028,School
33028,Survival
501,Anthropomorphic
1684,
35889,Adult Cast
6895,Historical
6895,Samurai
2228,School
2228,Team Sports
1292,Gore
1292,Samurai
2813,
2036,
2553,Historical
2553,Pets
2553,Visual Arts
39586,Anthropomorphic
39586,Educational
39586,Medical
39988,Isekai
39988,Parody
2757,
798,Adult Cast
798,Military
798,Workplace
763,Mecha
15911,CGDCT
15911,Gag Humor
15911,School
2204,Detective
38992,Adult Cast
50185,Adult Cast
50185,Workplace
168,Super Power
1878,Historical
1454,Mythology
44204,Adult Cast
44204,Mythology
40513,Adult Cast
40513,Showbiz
27787,Harem
27787,School
20709,CGDCT
20709,School
23421,Detective
23421,Super Power
47790,Isekai
47790,Reincarnation
12149,Idols (Female)
12149,Music
24037,High Stakes Game
24037,Psychological
24037,Strategy Game
33506,Mythology
33506,School
18893,
40060,Anthropomorphic
40060,Super Power
23311,
506,Performing Arts
32648,School
32648,Visual Arts
714,Gag Humor
714,Parody
714,School
30344,Idols (Female)
30344,Music
4654,Super Power
38005,Military
10798,Adult Cast
10798,Detective
53698,Performing Arts
92,Mecha
92,Space
8841,Harem
8841,Vampire
2040,Mahou Shoujo
2044,Idols (Female)
2044,Mahou Shoujo
2044,School
2834,
4062,Combat Sports
50461,Harem
50461,Isekai
50461,Mecha
50461,Reincarnation
50461,School
238,Martial Arts
238,Super Power
34102,School
34102,Super Power
34102,Time Travel
3006,
40004,Harem
40004,School
53439,
2116,Team Sports
54803,Team Sports
5267,Anthropomorphic
2330,
34787,Idols (Female)
34787,Music
34787,School
50685,
3549,
38753,School
1589,Adult Cast
1589,Workplace
55310,Adult Cast
55310,Workplace
68,Super Power
18507,School
15863,Mecha
15863,School
15863,Space
48857,CGDCT
48857,Medical
48857,Music
38476,CGDCT
38476,Iyashikei
11617,Harem
11617,Mythology
11617,School
33241,Iyashikei
33490,
9893,Mahou Shoujo
10232,CGDCT
10232,Iyashikei
970,Historical
3712,Harem
3712,Isekai
3712,School
52173,Adult Cast
52173,Mythology
52173,Workplace
3358,Childcare
3225,CGDCT
3225,School
54883,Adult Cast
54883,Mythology
30016,
616,
350,Mahou Shoujo
18041,
38759,Iyashikei
5355,Historical
5355,Martial Arts
5355,Samurai
5355,Super Power
2039,Mahou Shoujo
52973,Harem
4114,
13599,Mecha
13599,School
10884,School
10884,Strategy Game
2758,Mecha
2758,Team Sports
40902,School
2555,Historical
50,
2817,
29067,Adult Cast
29067,Otaku Culture
1858,CGDCT
1858,School
48649,Detective
21681,CGDCT
21681,Iyashikei
21681,Performing Arts
21681,School
35376,Otaku Culture
35376,School
1021,Music
1021,Showbiz
2337,Historical
2337,Mecha
5832,Combat Sports
764,Mecha
198,Adult Cast
198,Gore
198,Organized Crime
198,Psychological
198,Super Power
34086,
944,
3009,Combat Sports
48471,Historical
48471,Military
48471,Space
48471,Vampire
1744,School
35249,Anthropomorphic
2544,Historical
3272,Combat Sports
16353,CGDCT
16353,School
2818,Mecha
5953,Mahou Shoujo
38483,Harem
38483,School
36652,Music
36652,School
43470,Adult Cast
5984,Workplace
5909,Harem
5909,Parody
5909,School
7662,Adult Cast
7662,Detective
2986,Combat Sports
2986,School
653,
31500,Military
31500,School
49438,Isekai
49438,Medical
49438,Reincarnation
49520,School
280,
1536,School
53613,Reincarnation
42192,Space
52081,
476,Performing Arts
14811,School
36884,Military
32105,Mythology
33654,School
34863,Historical
17505,Historical
17505,Martial Arts
17505,Samurai
17505,Super Power
2489,
33983,Adult Cast
33983,Historical
33983,Samurai
161,Historical
161,Samurai
16009,
483,Space
483,Super Power
1426,Adult Cast
519,Iyashikei
519,Visual Arts
158,School
5273,Team Sports
272,
42826,Isekai
42826,Medical
959,Historical
8676,Harem
8676,School
14345,Gore
14345,High Stakes Game
14345,Psychological
14345,Survival
1886,Mahou Shoujo
36317,Adult Cast
36317,Otaku Culture
36317,Workplace
33362,Idols (Male)
33362,Music
33362,Performing Arts
33362,School
6381,Military
13333,Music
13333,School
27,Vampire
2129,Love Polygon
2129,School
878,Mecha
4038,
855,School
4884,
2577,Historical
3859,Detective
3859,Psychological
37993,CGDCT
37993,Otaku Culture
1891,
1892,
3958,School
3958,Visual Arts
845,Isekai
4186,Military
4186,School
4186,Super Power
31884,Mahou Shoujo
40497,School
99,
51794,
5395,Mecha
35330,Gag Humor
35330,Parody
2744,School
710,Showbiz
1231,Harem
1231,Mecha
11499,
5277,Harem
5277,Super Power
15751,Parody
4061,
152,Super Power
32175,Iyashikei
101,
14967,Harem
14967,School
38186,Harem
38186,School
1674,Team Sports
6149,School
26349,Adult Cast
26349,Otaku Culture
18229,Super Power
356,
49692,Idols (Male)
49692,School
40938,
1316,Racing
1316,School
42361,Romantic Subtext
42361,School
40272,Performing Arts
37403,School
37403,Team Sports
34618,Otaku Culture
34618,Romantic Subtext
34618,Workplace
3460,
1678,Mecha
5197,Team Sports
6574,Childcare
5150,School
35413,Adult Cast
75,Mecha
75,Military
2927,School
28623,Gore
28623,Historical
28623,Survival
45486,Isekai
633,
28013,Mecha
28013,Military
28013,Music
28013,Space
2253,Mecha
2929,Space
6712,Time Travel
9181,Harem
9181,School
1655,Music
31414,School
1565,
28497,
18295,Mecha
18295,Military
18295,Space
52,Strategy Game
3577,
41833,Adult Cast
41833,Gag Humor
41833,Vampire
3342,Gore
3655,Martial Arts
13585,Adult Cast
42282,Isekai
42282,Reincarnation
42282,Reverse Harem
42282,School
52657,
11179,Childcare
12753,High Stakes Game
12753,Strategy Game
4618,Mecha
4618,School
44275,Idols (Female)
44275,Music
5034,
30649,
4189,
2916,Mecha
411,Mecha
30901,
7,Detective
42962,Adult Cast
42962,Romantic Subtext
738,Isekai
335,Mythology
50384,Adult Cast
50384,Mythology
42340,Isekai
2835,
2361,Mecha
2361,Space
50664,Isekai
50664,Reincarnation
4028,
45425,CGDCT
45425,Iyashikei
5958,Harem
282,
6676,Mecha
11633,Delinquents
11633,Mythology
11633,Vampire
40532,Adult Cast
40532,Historical
40532,Racing
1222,Love Polygon
22433,Adult Cast
22433,Mecha
22433,Military
1450,Mecha
39026,CGDCT
1250,Super Power
15109,Detective
15109,Gag Humor
15109,Organized Crime
2400,
2484,Mecha
2484,School
2484,Space
20689,Detective
20689,Super Power
34281,Harem
34281,Mythology
34281,School
27829,Mecha
27829,Military
28869,
1410,Mecha
1410,Racing
31771,Iyashikei
31771,School
4690,Mecha
5760,
37347,
21039,Super Power
41710,Harem
41710,Isekai
41710,Military
6980,
4550,CGDCT
4550,School
13261,Super Power
13261,Team Sports
13261,Time Travel
34933,High Stakes Game
34933,Psychological
34933,School
34933,Strategy Game
2816,Mecha
28621,Adult Cast
28621,Detective
28621,Psychological
42668,
37023,
4375,
4483,Iyashikei
5597,Time Travel
14833,Mythology
12467,School
51498,Harem
51498,School
326,
15651,High Stakes Game
15651,Strategy Game
16732,CGDCT
16732,School
29325,Adult Cast
29325,Detective
29325,Mecha
29325,Psychological
40974,Isekai
10110,Crossdressing
10110,Harem
10110,School
6560,Gag Humor
29786,Gag Humor
29786,School
306,Isekai
306,Parody
49979,Isekai
49979,Reincarnation
37716,Mythology
37716,Workplace
485,Anthropomorphic
32189,High Stakes Game
32189,Psychological
32189,Survival
8915,Detective
8915,Historical
38656,High Stakes Game
38656,Super Power
38656,Survival
1313,Isekai
8503,
1534,Mahou Shoujo
2030,
1524,Iyashikei
1524,School
3568,
655,
3327,Mecha
386,Team Sports
3335,Historical
940,
35639,Love Polygon
35639,School
40833,Pets
3010,Historical
30911,
52962,Time Travel
550,Strategy Game
1195,Harem
1195,Isekai
1195,School
5226,Historical
341,
9241,Mecha
9241,Space
4382,School
4663,Historical
4663,Martial Arts
50652,Video Game
2806,
935,Adult Cast
935,Super Power
30740,Historical
30740,Medical
606,Historical
606,Martial Arts
606,Samurai
5834,Team Sports
1374,Gore
1374,Super Power
330,Delinquents
330,School
38098,School
38098,Team Sports
6067,
1722,Harem
9061,
1040,School
6030,Super Power
22273,High Stakes Game
22273,Psychological
22273,Strategy Game
960,Historical
11759,School
11759,Video Game
37204,Idols (Female)
37204,Music
37204,School
5356,Adult Cast
5356,Super Power
37140,Mythology
34279,Military
15699,Parody
246,
20853,
53262,School
54041,Adult Cast
54041,Otaku Culture
54041,Time Travel
54041,Workplace
5675,Mecha
5675,Team Sports
2825,
16592,High Stakes Game
16592,Psychological
16592,School
16592,Survival
2748,
424,Detective
915,Anthropomorphic
20509,Mahou Shoujo
4551,Historical
4551,Mythology
38480,Super Power
7058,Reincarnation
2087,Mecha
1932,Mahou Shoujo
1932,School
1808,Mahou Shoujo
1808,School
3692,Mahou Shoujo
3692,School
10870,Mecha
2487,
51458,
13409,School
48406,School
48406,Team Sports
5854,Historical
33726,Mythology
37086,High Stakes Game
37086,Psychological
37086,School
37086,Strategy Game
3437,
1110,Mahou Shoujo
1110,Music
3467,
2152,Historical
1846,Team Sports
31374,Parody
31374,School
2043,
10396,Martial Arts
2913,
35849,Mecha
1126,
12875,Team Sports
27631,Military
24625,Mecha
41006,Gore
41006,Psychological
40230,Adult Cast
40230,Workplace
41514,Video Game
953,Survival
11757,Love Polygon
11757,Video Game
11341,Super Power
6758,Adult Cast
6758,Super Power
2683,Martial Arts
2683,School
482,Strategy Game
8934,Mecha
8934,School
173,Historical
173,Mythology
3000,Adult Cast
3000,Detective
3000,Workplace
3322,Magical Sex Shift
3322,Mythology
712,Mecha
712,Military
274,Mecha
274,Space
274,Super Power
37178,Idols (Female)
37178,Music
4903,School
49040,Adult Cast
2933,Detective
107,
19369,Harem
19369,Isekai
19369,Otaku Culture
19369,Parody
3765,
34126,
4581,
5525,Military
5525,Mythology
40128,Historical
40128,Visual Arts
104,Psychological
104,Reincarnation
2383,
19163,Harem
19163,Mecha
19163,School
36633,Harem
36633,Mecha
36633,School
24031,Otaku Culture
24031,Workplace
2222,Gag Humor
31163,
4726,
34662,
20457,Mythology
20457,School
31670,
7152,
39078,Idols (Female)
39078,Music
39078,School
40507,Harem
40507,Isekai
37338,Adult Cast
37338,Parody
37338,Psychological
3627,Harem
652,
4119,Mecha
49519,Adult Cast
49519,Detective
49519,Workplace
2113,
12711,Idols (Male)
12711,Music
12711,Reverse Harem
12711,School
35220,Mythology
35220,School
94,Mecha
94,Military
94,Space
147,Love Polygon
31952,School
31952,Visual Arts
1013,Historical
604,Idols (Female)
604,Mahou Shoujo
604,Music
1397,Mecha
1397,Military
1397,Music
1397,Space
2736,
21105,Adult Cast
21105,Otaku Culture
21105,Showbiz
5091,Historical
6116,Childcare
2200,Mecha
41619,Psychological
41619,Super Power
2283,Martial Arts
2283,Mecha
50932,Isekai
50932,Reincarnation
4068,Mythology
4068,Video Game
1965,
1691,
2542,Historical
34290,Mahou Shoujo
52934,
34712,
3345,Pets
49376,Combat Sports
49376,School
12979,Parody
6023,
9981,High Stakes Game
9981,Strategy Game
11697,School
11697,Team Sports
10163,Super Power
61,School
27525,Mahou Shoujo
48760,Isekai
24231,
390,
180,Mecha
180,Space
41762,Educational
41762,Gag Humor
41762,Mythology
41762,Workplace
3044,Mecha
23587,Idols (Female)
23587,Music
7955,
178,Mahou Shoujo
178,School
15379,School
50338,CGDCT
50338,Martial Arts
690,Mythology
690,Vampire
2038,Mahou Shoujo
2038,Performing Arts
1164,
1196,Gag Humor
1196,Parody
521,Mahou Shoujo
521,Music
44273,
3305,Mecha
4879,Detective
4879,Historical
4879,Psychological
2151,
7769,Parody
37578,Mecha
51986,Anthropomorphic
51986,Racing
1538,Military
48414,
41456,Isekai
1823,Martial Arts
100,Mahou Shoujo
100,Reverse Harem
100,Super Power
1548,
10719,Harem
10719,School
369,Psychological
1312,Mecha
1312,Military
15583,Harem
15583,Mecha
15583,School
32494,School
32494,Team Sports
2803,Mecha
1845,Mecha
18411,Mythology
5041,
15225,Harem
15225,School
37490,Detective
37490,Workplace
14645,Reverse Harem
28387,Super Power
51464,Gag Humor
51464,School
51464,Super Power
30205,Crossdressing
30205,Team Sports
2561,
2907,
6880,Gore
6880,High Stakes Game
6880,Survival
1132,Isekai
48997,Isekai
48997,Magical Sex Shift
48997,Parody
2416,
49154,Adult Cast
49154,Organized Crime
49154,Super Power
42822,Medical
42822,Psychological
48556,Music
3594,
1133,Detective
1133,Harem
1133,Mecha
1133,Space
19117,
3137,
37447,
6604,Pets
40880,Idols (Female)
40880,Music
31610,School
518,Mahou Shoujo
2518,Gag Humor
34978,Historical
3136,Parody
19221,Harem
19221,School
4067,Mythology
4067,Video Game
1145,
1086,Mecha
1086,Military
41103,School
2335,Martial Arts
32245,Mecha
6707,Historical
6707,Mythology
276,Military
277,Military
8917,Space
5200,Team Sports
8415,Historical
2108,Mecha
2108,Strategy Game
529,Military
529,School
2254,Mecha
2254,Military
50184,Harem
50184,Reincarnation
50184,School
16201,Psychological
16201,School
51614,Music
51614,Performing Arts
51614,School
41520,Music
15611,Strategy Game
5670,CGDCT
5670,School
5670,Visual Arts
14765,Isekai
54234,Romantic Subtext
54234,School
34915,Idols (Male)
34915,Music
31178,Idols (Male)
31178,Music
31178,Reverse Harem
54947,
3125,Vampire
31370,Music
51692,Pets
16668,Mecha
16668,Military
16668,Space
5079,Martial Arts
5079,Super Power
32949,Love Polygon
32949,School
206,
1941,Space
6512,Harem
2912,
51705,Childcare
51705,Otaku Culture
32951,School
22865,Harem
22865,School
5504,Music
5504,School
311,School
2706,Racing
9346,Military
9346,Mythology
9346,Strategy Game
3230,
36144,Mythology
3231,Military
958,Detective
958,Mecha
394,Harem
39184,Performing Arts
35834,Historical
35834,Military
35834,Samurai
21437,Mecha
21437,Time Travel
9379,
51020,
1371,Historical
35847,Mecha
40530,School
2486,
3754,
32924,CGDCT
55153,School
2602,School
2805,
2926,School
613,
1564,
3806,Martial Arts
21561,
469,School
469,Vampire
3229,Harem
3229,Parody
8234,
24455,Harem
24455,Military
2573,
195,School
50917,
53,Harem
50205,
40752,Crossdressing
40752,School
40752,Visual Arts
332,
28825,Otaku Culture
28825,School
26441,Historical
48775,
961,Martial Arts
4532,Mecha
39324,Childcare
990,
4050,
189,Harem
21863,Harem
32829,Historical
2543,Historical
31564,CGDCT
31564,School
49160,Workplace
53237,Super Power
39790,School
34350,Super Power
36800,Iyashikei
36800,School
6164,School
1498,Vampire
3298,
4549,Martial Arts
2333,Historical
20787,
10444,Isekai
603,Mahou Shoujo
2694,Historical
2694,Medical
2694,Samurai
478,Mecha
478,Super Power
2747,Mecha
37579,CGDCT
37579,Vampire
4752,Love Polygon
4752,Vampire
49285,Idols (Female)
49285,Mahou Shoujo
49285,Music
1543,School
16035,
3670,Mecha
3670,Military
54852,School
54852,Time Travel
279,Historical
279,Psychological
51064,Isekai
51064,Reincarnation
1017,
1738,Martial Arts
1738,Parody
1738,Workplace
11021,Gore
11021,Mecha
11021,Military
1199,
3363,
37126,Historical
51956,Music
37302,
1138,
34104,Isekai
34104,Mecha
34104,Reincarnation
34104,School
34607,High Stakes Game
34607,Psychological
34607,Strategy Game
40529,
1835,Strategy Game
1108,Historical
5702,Super Power
2810,Historical
831,
10447,Mecha
568,Adult Cast
568,Mecha
1683,
1826,
992,Harem
992,Isekai
992,Mecha
48505,Historical
48505,Mythology
48505,Time Travel
53438,Isekai
53438,Reincarnation
17497,Anthropomorphic
17497,Mahou Shoujo
1180,Detective
42544,Historical
33417,
687,Mahou Shoujo
5992,School
2331,Space
3021,School
3021,Super Power
1264,Samurai
3486,Mecha
41353,Martial Arts
41353,Super Power
1246,Military
1246,Psychological
34176,Anthropomorphic
53050,Adult Cast
53050,Harem
144,
1516,Showbiz
4198,Mecha
4198,Mythology
1261,Anthropomorphic
1261,Mecha
1261,Super Power
10336,
2931,Iyashikei
3837,Mecha
1942,Space
22359,
678,Martial Arts
678,Super Power
33031,
37451,Psychological
5032,Adult Cast
5032,Space
32887,
1490,Space
8074,Gore
8074,Survival
3270,Mecha
3270,Racing
3638,
5658,Mecha
5983,
25159,Harem
25159,School
25159,Super Power
1860,Martial Arts
1860,School
25157,Harem
25157,School
5397,
1897,Mecha
1897,School
41109,Adult Cast
41109,Video Game
40327,
6779,
6203,School
53263,Isekai
53263,Reincarnation
44203,Harem
44203,Isekai
44203,Reincarnation
40763,Music
3281,Combat Sports
34106,School
17247,School
872,Isekai
52092,Adult Cast
52092,Organized Crime
51368,Historical
51368,Samurai
607,
17467,Delinquents
39292,
2109,Mecha
2109,School
2109,Strategy Game
929,Isekai
929,Mecha
5220,
32038,Isekai
32038,Music
6098,School
40266,Idols (Female)
40266,Music
40266,School
930,Mecha
930,Space
2799,
23539,
876,
4896,Gore
4896,Psychological
3614,Detective
21851,Parody
21851,School
45653,School
3738,
6917,Gag Humor
26165,Anthropomorphic
26165,Psychological
26165,School
3110,Historical
3059,Mecha
3059,Space
4191,
2570,Historical
2570,School
1601,Psychological
2110,Mecha
2110,Strategy Game
32094,
6974,School
6974,Time Travel
20973,
4063,Harem
4063,Super Power
27441,Isekai
27441,Music
29163,Showbiz
29163,Workplace
31588,School
31588,Team Sports
3432,Mecha
383,
48753,
1554,
52446,
971,Mecha
971,Super Power
12651,Mecha
14829,Mahou Shoujo
1046,Isekai
395,Gore
395,High Stakes Game
395,Psychological
395,Survival
2230,
14653,Harem
14653,Parody
36906,CGDCT
36906,Gag Humor
36906,Mythology
31405,Historical
31405,Military
18277,Harem
18277,School
18277,Vampire
342,Military
342,Space
1555,Harem
1555,School
2011,Adult Cast
2011,Detective
2011,Workplace
553,Vampire
1652,Adult Cast
1652,Military
1652,Space
50175,
40839,Adult Cast
40839,Harem
634,Psychological
10456,
252,Military
252,Psychological
1184,Space
1588,School
41556,Educational
41556,Iyashikei
41556,Workplace
8424,Harem
8424,School
34209,Historical
34209,Reverse Harem
34209,Time Travel
912,
12119,School
23673,School
1569,Crossdressing
1569,School
5023,Historical
5023,Martial Arts
5023,Samurai
79,Harem
79,School
11751,Idols (Female)
11751,Music
10397,Harem
10397,School
4056,Gag Humor
21603,Super Power
1688,Mahou Shoujo
1688,School
11761,Martial Arts
11761,School
11761,Super Power
32013,School
16051,School
16051,Team Sports
42395,School
42395,Team Sports
34901,
286,Mecha
40930,CGDCT
40930,Military
58,Gore
58,Mecha
58,Military
58,Space
31417,Parody
31417,School
9539,Strategy Game
111,
9200,Historical
4586,Pets
16982,Harem
16982,Parody
729,School
8206,Mahou Shoujo
2569,
3418,Gag Humor
3418,Parody
1602,Mecha
1602,Military
1602,Space
620,
27899,Gore
27899,Psychological
53132,Idols (Male)
53132,Music
10321,Idols (Male)
10321,Music
10321,Reverse Harem
10321,School
3332,Crossdressing
3332,Gag Humor
36475,Military
36475,Video Game
1128,
21439,Idols (Male)
21439,Music
21439,Reverse Harem
21439,School
33589,Martial Arts
19023,Idols (Female)
19023,Music
3691,
21563,Isekai
21563,Mythology
21563,Reverse Harem
865,Mecha
865,Space
33299,Music
33299,Reverse Harem
33299,School
33299,Visual Arts
16890,Historical
16890,Mythology
16890,School
5030,Crossdressing
5030,Parody
5030,School
3550,Racing
5440,Mecha
15905,Historical
15905,Martial Arts
4021,
2369,Harem
2369,Super Power
3098,Mecha
35540,CGDCT
35540,School
5307,Space
1778,Historical
998,Mythology
10210,
1929,Mahou Shoujo
3185,
2815,
2938,Idols (Female)
2938,Music
17917,Mecha
33573,Music
7081,Mecha
11783,Isekai
1045,Isekai
2624,Historical
2624,Pets
1179,Mecha
1179,Space
31737,Harem
31737,School
1592,Adult Cast
1592,Workplace
508,Anthropomorphic
22687,Gore
22687,Space
22687,Survival
41226,Adult Cast
41226,Romantic Subtext
21085,School
19383,
36726,Harem
10372,
6262,Historical
1792,Mecha
2604,Mecha
2604,Military
3616,Super Power
12175,Harem
12175,School
36548,Adult Cast
36548,Psychological
4662,Reverse Harem
10370,
284,Military
1236,Mecha
1236,Space
1493,Martial Arts
1493,School
1493,Super Power
32313,Mythology
32313,Super Power
6747,Vampire
384,Gore
384,High Stakes Game
384,Psychological
384,Survival
3299,Harem
3299,School
247,Isekai
247,Mythology
247,Reverse Harem
11785,Parody
605,Vampire
16742,Otaku Culture
16742,School
5830,
2415,
3455,Harem
3455,School
4183,Mecha
4183,Space
41312,Isekai
41312,Reincarnation
5968,Combat Sports
8410,
3424,Historical
907,Crossdressing
907,School
941,CGDCT
941,Gag Humor
941,Parody
941,Vampire
39463,
10507,Super Power
10507,Team Sports
2130,Vampire
30383,School
30383,Space
50281,Mahou Shoujo
3312,Gag Humor
52214,Idols (Female)
52214,Music
456,School
1025,Music
1025,Space
32899,Otaku Culture
32899,Reverse Harem
32899,School
41530,Mahou Shoujo
41530,Psychological
31722,
12281,Mecha
37569,Historical
37569,Vampire
34825,Gag Humor
34825,School
34825,Team Sports
9013,Pets
39531,
33003,Gore
33003,Mahou Shoujo
33003,Survival
3162,Historical
52614,School
52614,Team Sports
30307,Anthropomorphic
30307,Harem
35484,Adult Cast
8769,Otaku Culture
35994,Gore
35994,Psychological
20047,School
8057,Historical
2554,Historical
230,Martial Arts
3079,Mecha
3079,Military
3079,Space
6901,Isekai
6901,Military
6901,Strategy Game
1962,
45782,Music
2819,
33203,Love Polygon
33203,Music
33203,School
598,Mecha
34009,
965,
754,
3667,Military
1573,Mythology
31815,
9712,Crossdressing
9712,Parody
9712,School
4086,
48252,Pets
24211,
34754,
48,Video Game
31080,CGDCT
31080,School
1550,Team Sports
36873,Magical Sex Shift
36873,Organized Crime
36873,Workplace
1668,
41266,Historical
750,Iyashikei
3116,Racing
5071,
859,
32212,Idols (Male)
32212,Music
32212,School
3947,
30030,Anthropomorphic
30030,Mahou Shoujo
9776,CGDCT
9776,School
8,
291,Harem
1726,Gore
1726,Mythology
3012,
40610,Mahou Shoujo
2389,
24909,
36536,Idols (Male)
36536,Music
36536,Performing Arts
36536,School
12321,Historical
12321,Time Travel
343,Vampire
39942,Anthropomorphic
39942,Iyashikei
39942,Pets
4415,
3505,Martial Arts
3505,Mecha
3505,School
3505,Super Power
5967,Combat Sports
8140,
2980,Mecha
48239,Isekai
48239,Reincarnation
4807,Mecha
7761,Gag Humor
2741,Racing
3656,
40483,Anthropomorphic
40483,School
1546,Harem
1546,School
162,School
37221,School
52461,Isekai
44037,
3858,
157,Harem
157,School
157,Super Power
2223,
1137,
4936,Martial Arts
5520,
325,Love Polygon
325,School
1492,Martial Arts
1492,Super Power
3493,
5203,
116,Isekai
40586,CGDCT
40586,Isekai
40586,Reincarnation
3631,
12293,Harem
12293,Mythology
3561,Mecha
13163,Historical
26453,Music
26453,Performing Arts
26453,School
52046,Harem
7768,Super Power
32881,Combat Sports
33478,
1249,Mecha
1249,Military
1249,Space
45613,School
48675,Harem
32686,Combat Sports
3654,Gag Humor
3654,Harem
3654,School
16910,
621,Vampire
1093,
13659,Otaku Culture
14749,Harem
14749,School
525,Historical
27655,Mecha
27655,Space
1186,School
38062,CGDCT
9314,
127,Mecha
243,Music
243,Showbiz
2705,Racing
751,Space
16157,Parody
1848,Mecha
3159,School
53379,Adult Cast
53379,Workplace
9331,
1707,Combat Sports
39017,Adult Cast
39017,Mythology
34338,
48417,Mythology
