anime_id,theme
48417,Reincarnation
48417,School
3827,Combat Sports
28617,Super Power
28617,Time Travel
1710,Mecha
1710,Video Game
8542,School
1864,Reverse Harem
44516,Adult Cast
44516,Organized Crime
3653,Mecha
50012,Detective
39948,Mythology
31559,School
11227,Mecha
419,Historical
419,Samurai
4214,Harem
4214,School
4214,Vampire
1104,Mecha
579,
2390,Parody
33037,Idols (Male)
33037,Music
2716,Gag Humor
4088,
1837,Parody
30355,CGDCT
30355,School
15489,Strategy Game
28423,School
229,Martial Arts
229,Parody
41345,School
41345,Vampire
32962,
34034,School
34034,Strategy Game
34927,
42205,Super Power
789,Psychological
303,
5342,Mecha
3407,Mecha
33475,Harem
33475,Martial Arts
33475,School
38161,
3359,Historical
3359,Mythology
3359,Time Travel
37206,CGDCT
37206,Performing Arts
37206,School
50985,Mythology
22189,Idols (Female)
2165,
38235,Super Power
38235,Team Sports
12963,Anthropomorphic
12963,Mahou Shoujo
30375,Idols (Male)
30375,Music
30375,Performing Arts
30375,School
174,Martial Arts
174,School
174,Super Power
28835,Parody
28835,School
37722,
3196,Historical
32230,
39710,Adult Cast
39710,Love Polygon
2157,Mecha
39388,CGDCT
39388,School
5962,
50586,
2363,
37202,
19365,Parody
19365,Super Power
31229,Vampire
21671,
3356,Mahou Shoujo
3356,School
3388,Mahou Shoujo
9693,Team Sports
37926,Video Game
800,Iyashikei
561,Mecha
561,Performing Arts
538,Harem
623,School
873,Video Game
11457,Childcare
2595,School
29589,Otaku Culture
29589,School
1022,Time Travel
16726,
3710,
40359,Delinquents
21407,Mahou Shoujo
636,Martial Arts
636,Samurai
3737,
3457,Love Polygon
3457,Vampire
308,
5039,Gore
5039,Historical
5039,Samurai
5039,Vampire
31442,Harem
31442,School
50923,
39539,
592,
11835,Historical
11835,Martial Arts
33019,
1214,Iyashikei
49819,Strategy Game
53494,
8394,Mecha
10155,Isekai
16385,Isekai
3053,Team Sports
5155,Historical
21431,Gore
21431,Harem
21431,Super Power
31068,
37210,Harem
37210,Isekai
36793,Otaku Culture
36793,School
7817,School
956,Mecha
1068,Mecha
17827,Harem
17827,School
126,
37259,School
3689,Mecha
3811,
20945,
32555,CGDCT
32555,School
32555,Video Game
1587,Historical
1587,Mythology
968,Martial Arts
968,School
42963,Adult Cast
42963,Harem
3935,Historical
3935,Mecha
11079,Gag Humor
11079,School
36982,
4411,Mecha
4411,Space
23201,Historical
23201,Martial Arts
23201,Samurai
23201,Super Power
5914,CGDCT
3349,Super Power
3436,Educational
6509,
38301,Military
6324,Harem
6324,Mythology
6324,School
35905,Strategy Game
48761,Isekai
48761,Reincarnation
244,Historical
1844,
16512,Mythology
16512,Survival
1448,Mecha
29785,Harem
29785,School
29785,Vampire
2598,Mecha
2598,Space
3129,
1568,Martial Arts
11837,Gore
42385,Idols (Female)
42385,Music
14355,CGDCT
14355,Iyashikei
49263,CGDCT
49263,Iyashikei
49263,School
49263,Visual Arts
2404,
21511,Military
21511,School
53163,Pets
17741,Love Polygon
1578,Reverse Harem
1502,Mahou Shoujo
1502,Parody
23945,School
53077,CGDCT
53077,Idols (Female)
6973,Historical
6973,Military
6973,Super Power
10014,Historical
36864,School
2579,Anthropomorphic
2579,Historical
27727,Parody
27727,School
3690,Mecha
35928,Adult Cast
35928,Vampire
36049,Romantic Subtext
51417,
4240,Mecha
4240,Space
4935,Historical
10359,Anthropomorphic
10359,Mahou Shoujo
10359,School
2556,
2772,Martial Arts
2772,Super Power
1672,
37496,Adult Cast
37496,Detective
30544,Harem
30544,School
32607,Showbiz
1465,Mecha
1465,School
2804,
6008,Anthropomorphic
6008,Mahou Shoujo
9906,Music
31680,
4208,Mecha
36432,Super Power
33023,Historical
33421,Super Power
33240,Pets
53848,Adult Cast
50010,
4151,Gore
4151,Historical
4151,Martial Arts
4151,Samurai
19831,
196,Harem
196,School
13377,School
677,
143,Mecha
51213,School
169,Super Power
169,Vampire
30363,Harem
30363,Mythology
1517,
12191,Mahou Shoujo
44881,Isekai
44881,Survival
33371,Mecha
11285,School
11285,Super Power
1675,Mecha
4554,School
4334,Mecha
4334,Super Power
5534,
3285,Mahou Shoujo
3285,School
24133,Harem
24133,Military
18677,
4066,Military
4066,Psychological
4066,Space
3077,Adult Cast
3077,Psychological
5140,Music
4073,Mecha
38256,Mahou Shoujo
38256,Psychological
1469,Isekai
3313,Historical
3615,Reverse Harem
2221,Childcare
293,
28221,Gag Humor
9367,Harem
9367,Military
9367,Super Power
40803,Adult Cast
40803,Music
3130,
40148,Idols (Female)
40148,Music
109,Mecha
38020,
32866,Military
2684,Team Sports
13145,Strategy Game
43735,Music
43735,Showbiz
9028,Detective
9028,Martial Arts
11809,
8630,Harem
8630,School
115,Isekai
1603,Mecha
35589,
4548,Super Power
7904,Historical
89,Mecha
89,Military
89,Space
2215,Mecha
24629,CGDCT
670,
2713,Mecha
2713,Strategy Game
21325,School
6112,Historical
1727,Music
1727,School
47162,Isekai
49109,Isekai
49109,Reincarnation
41930,
18495,School
580,
3619,Parody
3619,Super Power
39609,Idols (Female)
39609,Music
1638,
22663,Harem
22663,Reincarnation
22663,School
1533,Mahou Shoujo
812,
292,Team Sports
3579,Mecha
37517,Gore
37517,Psychological
1230,Mecha
1230,Military
9882,
1082,Detective
1082,Psychological
2612,
1127,
36817,Harem
7160,Detective
7160,Racing
37393,Isekai
37393,Reincarnation
6165,Harem
6165,Idols (Female)
6165,Music
3425,Pets
2740,Racing
10572,School
10572,Team Sports
1724,
23209,School
8194,
2576,Historical
2576,Pets
288,
2259,School
261,Harem
8277,Harem
8277,Samurai
8277,School
33948,CGDCT
33948,Performing Arts
3081,Team Sports
285,Mecha
285,Military
32664,Anthropomorphic
33041,Mecha
38390,School
43814,High Stakes Game
43814,Strategy Game
43814,Super Power
43814,Survival
34280,Otaku Culture
34280,School
34280,Video Game
5217,Team Sports
1721,Performing Arts
1721,School
30651,Pets
509,Crossdressing
509,School
3761,Anthropomorphic
3761,Historical
51693,Isekai
51693,Parody
51693,Reincarnation
7479,Historical
7479,Martial Arts
3878,Mahou Shoujo
1018,
49470,
11829,Historical
36531,Mecha
5891,Mecha
554,Historical
554,Mecha
554,Military
149,
25939,Mahou Shoujo
25939,Martial Arts
630,School
3836,Historical
3836,Pets
4051,
39936,
18095,Parody
18095,School
25859,School
3024,Crossdressing
2993,Harem
2993,School
2993,Vampire
4332,
33433,Historical
33433,Military
2546,Historical
51940,Gag Humor
11241,Historical
11241,Samurai
11241,Super Power
54644,
1219,
2166,Otaku Culture
10348,
649,Harem
1956,Martial Arts
1956,School
1956,Super Power
421,Military
53026,Mecha
2578,
278,
54275,Harem
3501,Historical
50470,Idols (Female)
50470,Idols (Male)
50470,Music
37458,Detective
37458,Romantic Subtext
37458,Workplace
193,Harem
193,School
33487,Harem
33487,School
13201,Isekai
1243,Psychological
4933,
38089,Anthropomorphic
9883,Gag Humor
30806,Historical
30806,Mecha
30806,Military
32032,Adult Cast
4514,Historical
34881,School
2041,Mahou Shoujo
2041,Parody
2041,School
40677,Music
37525,Adult Cast
37525,Detective
37525,Psychological
3271,Mecha
49515,
7619,Mythology
37611,Strategy Game
36587,
37990,Adult Cast
37990,Team Sports
17919,Space
7088,Harem
7088,School
694,Visual Arts
2709,Racing
21729,Strategy Game
266,Mecha
266,Military
3020,School
13161,Harem
13161,Isekai
13161,School
13161,Super Power
48488,Gore
48488,Psychological
2224,Music
49385,Workplace
20473,School
49533,Historical
49533,Mythology
49533,Performing Arts
688,Mahou Shoujo
688,Psychological
21845,School
21845,Time Travel
2243,Historical
52990,School
33018,Historical
33018,Samurai
2707,
1806,Vampire
37964,Adult Cast
37964,Mythology
37964,Workplace
38924,Anthropomorphic
39583,School
39583,Team Sports
44387,Adult Cast
48363,CGDCT
8139,
1660,
4262,Historical
4262,Martial Arts
38778,School
5343,Gag Humor
5343,Parody
26351,School
1882,Mahou Shoujo
1882,School
50060,Strategy Game
37476,Strategy Game
49820,Strategy Game
62,Harem
11703,School
11703,Super Power
5618,
18001,Harem
18001,Military
18001,Super Power
33392,Parody
33392,School
3807,Historical
53012,Educational
15377,Harem
15377,Samurai
15377,School
4196,Martial Arts
4196,School
4196,Super Power
7580,Martial Arts
7580,School
7580,Super Power
6672,Mecha
19841,
33668,
21881,Love Polygon
21881,Video Game
5734,Harem
50760,School
48567,Music
48567,Vampire
146,
30652,CGDCT
860,Mythology
37487,Mythology
52611,Isekai
52611,Reincarnation
51403,Harem
51403,School
5997,Detective
5997,Historical
5997,Martial Arts
5997,Samurai
15875,Team Sports
23233,Harem
23233,Mythology
1669,
4286,Anthropomorphic
2255,Mecha
38940,Detective
38940,Isekai
6055,Racing
3355,Pets
19067,Strategy Game
5688,
4470,Historical
12461,Reverse Harem
38276,CGDCT
38276,School
38276,Strategy Game
41623,Harem
41623,Isekai
36882,Harem
36882,Isekai
4999,Harem
4999,Martial Arts
1893,
36483,Idols (Male)
36483,Music
48862,Strategy Game
11307,Military
11307,Space
2717,Space
41911,Historical
41911,Mythology
41911,Time Travel
646,School
33733,Super Power
33733,Team Sports
635,
2620,Mecha
13679,Anthropomorphic
36654,Historical
36654,Mythology
51817,Workplace
21639,Strategy Game
3325,Mecha
2403,School
22013,
273,Iyashikei
31404,School
31404,Video Game
2826,
23393,
4810,
86,Mecha
86,Military
86,Space
51569,Mecha
51569,Space
18391,Parody
18391,Strategy Game
3438,Team Sports
3900,Super Power
1597,
2501,
12863,Idols (Female)
12863,Music
6201,Harem
6201,School
38006,Idols (Female)
38006,Military
38006,Music
6902,Historical
22877,Harem
22877,School
50099,School
3809,
4657,
2964,
1853,
296,School
297,
318,Harem
10079,Harem
10079,School
19919,Parody
19919,School
18121,School
1218,School
34474,Idols (Male)
34474,Music
447,
53097,Mahou Shoujo
5505,Military
4054,Pets
28817,School
28817,Super Power
28817,Visual Arts
942,
25099,Harem
25099,School
53213,Adult Cast
53213,Historical
53213,Organized Crime
53213,Samurai
34839,Otaku Culture
34839,School
1123,
32802,Strategy Game
30039,Strategy Game
42514,
3114,Mecha
3114,Super Power
9119,
32483,Adult Cast
32483,Performing Arts
16355,Gore
16355,High Stakes Game
16355,Survival
8624,Isekai
16419,Mahou Shoujo
1599,Super Power
3023,School
3023,Super Power
8536,School
8536,Vampire
6472,
39417,Mahou Shoujo
39417,Mecha
618,Gore
618,Historical
618,Martial Arts
618,Samurai
2965,
4101,Pets
347,Vampire
34866,Strategy Game
33197,High Stakes Game
33197,Psychological
33197,Strategy Game
1445,Racing
10213,Harem
10213,Martial Arts
10213,School
10213,Super Power
31537,Iyashikei
31537,School
33788,Idols (Male)
33788,Music
33788,School
19855,Super Power
50864,Survival
37328,
17115,
38009,Idols (Female)
38009,Music
38009,School
42808,Martial Arts
2074,Isekai
2074,Parody
40595,Military
37968,
37587,Idols (Female)
37587,Music
37587,School
45572,School
4052,
4468,
34580,School
34580,Strategy Game
2970,
33850,Historical
33850,Reverse Harem
6609,Parody
5940,
14515,
54854,Strategy Game
40957,
495,
27737,Strategy Game
31196,Strategy Game
31456,Historical
31456,Reverse Harem
8123,
31147,Mythology
31147,Super Power
37982,Love Polygon
37982,School
2494,Harem
48413,Mythology
48413,Romantic Subtext
48413,Workplace
54858,Adult Cast
54858,Music
1541,Historical
1541,Martial Arts
928,Mecha
52608,Harem
52608,Isekai
52608,Reincarnation
3008,Mecha
26395,
38669,Idols (Male)
38669,Music
37324,Mythology
926,Mecha
31430,Gore
31430,Space
31430,Survival
1703,
1377,Space
222,
2231,School
7590,Harem
10197,Anthropomorphic
10197,Vampire
9922,Harem
2783,
48859,Idols (Female)
48859,Music
31716,School
2510,Mecha
2510,Parody
7082,Mahou Shoujo
7082,School
17082,CGDCT
17082,Iyashikei
17082,School
38302,School
563,Time Travel
2836,Historical
2814,
12471,Mecha
43229,Mecha
35983,Team Sports
28391,School
886,Harem
34077,Strategy Game
48777,Strategy Game
271,Mecha
782,Mecha
782,Military
782,Psychological
34834,School
53426,
18097,Super Power
18097,Team Sports
1532,School
2766,
30567,
4773,Mecha
4773,Space
10554,Team Sports
2128,Mecha
51706,Harem
51706,Parody
13769,
36902,Magical Sex Shift
36902,Mahou Shoujo
11615,School
21177,Historical
21177,Mecha
16393,
11491,School
533,School
1103,Mecha
7845,
667,Love Polygon
667,Magical Sex Shift
667,School
27721,
626,
21835,Strategy Game
37345,Military
4515,
9624,Adult Cast
9624,Parody
40228,Anthropomorphic
375,Mecha
40167,Strategy Game
9330,School
4362,
771,
31629,
248,Harem
9041,Harem
9041,Mecha
1572,
2704,Detective
2704,Mecha
14333,
30437,
924,Mecha
3668,School
41392,Isekai
41392,Survival
37433,
53632,School
36407,Isekai
36407,Reincarnation
9934,CGDCT
34148,CGDCT
34148,Pets
24075,School
24075,Super Power
32262,Harem
32262,School
13029,Anthropomorphic
1149,Mecha
2703,
35883,Idols (Female)
1194,Mecha
234,
385,
53200,Mythology
53200,Romantic Subtext
53200,Workplace
31636,Romantic Subtext
5973,
487,Harem
487,Isekai
487,School
3433,Team Sports
2687,
260,Harem
39030,Isekai
33840,Performing Arts
33840,School
34177,Music
34177,School
41589,Mahou Shoujo
6129,
1509,
1161,Magical Sex Shift
1161,Mecha
4121,Team Sports
18845,
18099,School
9916,Team Sports
45783,Mythology
1881,Mahou Shoujo
1881,School
49849,
4023,
13159,School
3660,Mahou Shoujo
776,
1163,Mecha
50582,School
45560,Historical
45560,Samurai
11595,School
11595,Super Power
1247,
919,Medical
2161,
2688,Military
19429,High Stakes Game
19429,School
5104,
1629,Psychological
34966,Psychological
39456,CGDCT
39456,Survival
32228,
33811,
472,Harem
472,School
473,Military
4083,Space
2032,Historical
1005,
175,Super Power
38004,CGDCT
38004,Military
19157,Mythology
4504,Mecha
7681,Historical
41265,Adult Cast
41265,Historical
41265,Military
41265,Vampire
3875,Mahou Shoujo
54616,Isekai
54616,Reincarnation
5938,
52274,Anthropomorphic
52274,Historical
25867,CGDCT
25867,Super Power
10156,School
10156,Super Power
2771,Crossdressing
2771,School
33419,School
33046,Idols (Male)
33046,Music
2786,Isekai
2786,Mythology
2786,Strategy Game
2795,Mecha
236,Military
236,Super Power
5088,
12481,Mythology
1466,Space
863,School
2467,Pets
53787,Psychological
2288,Mecha
2316,Team Sports
3193,
6166,Harem
19877,Strategy Game
1136,Mecha
1136,Psychological
10578,School
8853,Mecha
289,Otaku Culture
5945,
4486,Mecha
1581,Harem
1581,School
3022,School
6069,Mythology
32011,Historical
32011,Samurai
403,Harem
15913,
590,
2565,
1618,
34620,
40136,Anthropomorphic
40136,Historical
40136,Pets
40136,Reincarnation
41491,
6303,
32603,School
28619,Detective
28619,Gore
28619,Psychological
1771,Combat Sports
51837,Romantic Subtext
54716,Adult Cast
54716,Mahou Shoujo
783,Detective
23133,Mecha
23133,Psychological
2603,
9810,
31848,Adult Cast
31848,Romantic Subtext
31848,Workplace
28819,School
3201,
4723,Historical
370,Detective
56566,
4503,Mecha
33314,
50481,Reincarnation
3838,Mahou Shoujo
3838,School
39725,Idols (Male)
39725,Music
39725,School
8786,
10513,
20267,
2619,Mecha
5763,Military
5763,Space
37920,Romantic Subtext
37920,School
34964,Anthropomorphic
34964,Gore
1300,
2503,
14921,Mythology
14921,School
10308,Historical
10308,Isekai
10308,Samurai
10308,Super Power
10308,Time Travel
1816,Anthropomorphic
298,Video Game
1960,
810,Adult Cast
810,Showbiz
810,Workplace
34055,Gore
34055,Military
52079,Strategy Game
28833,
5908,
52985,Gag Humor
63,Harem
7307,
52619,Isekai
52619,Reincarnation
3835,Historical
3835,School
14913,Strategy Game
39590,Anthropomorphic
39590,Workplace
12549,
4511,
34836,Strategy Game
637,School
40356,Isekai
15125,School
684,
1198,School
34522,Idols (Female)
34522,Music
913,Martial Arts
3464,School
148,
50678,Mecha
7148,Harem
7148,School
38297,Isekai
37599,
8799,
31452,
163,Historical
10810,Parody
11841,Historical
11841,Martial Arts
35298,CGDCT
4782,Childcare
2571,
48235,
37778,Music
5337,Strategy Game
37283,
34257,Idols (Female)
11177,Strategy Game
51293,Adult Cast
51293,Idols (Male)
51293,Music
32785,Strategy Game
4244,Mecha
4928,
31440,
35076,Gore
35076,Survival
21353,Super Power
49766,
31427,Mythology
31427,Super Power
17821,Military
17821,School
916,Adult Cast
916,Detective
916,Gore
37988,Mecha
37988,Space
1737,Mecha
1737,Space
4132,Historical
446,
29017,
42568,CGDCT
42568,Iyashikei
42568,School
42568,Visual Arts
2106,Mecha
2106,Military
43969,Harem
43969,School
799,Iyashikei
799,Workplace
1067,Harem
1067,Mecha
3054,Historical
671,Idols (Female)
671,Music
11533,
1975,Mecha
8235,
31621,
50955,Mythology
682,Harem
612,Mythology
612,School
6633,
38707,Space
4962,Parody
30749,Harem
30749,Mecha
30749,School
13551,
1836,Harem
1836,School
31049,
3909,
4197,
10490,Gore
10490,School
10490,Vampire
36022,Strategy Game
2089,Mecha
50999,Music
17831,Reincarnation
406,Team Sports
34800,School
47612,Team Sports
37422,Idols (Female)
1676,Military
1676,Space
1189,
33222,Otaku Culture
33222,School
119,
973,
1706,Historical
1325,
6583,Mythology
22123,School
50284,Idols (Male)
50284,Music
35370,
2284,Mecha
497,
38920,Historical
38920,Samurai
412,Harem
36266,Gore
36266,Mahou Shoujo
36266,Psychological
31560,Idols (Female)
31560,Music
40708,Anthropomorphic
40708,Harem
40708,Medical
50638,Mecha
50638,Military
840,
3366,Super Power
39506,Space
36259,
1693,Mecha
7793,Combat Sports
28283,Historical
28283,Samurai
13367,Harem
13367,School
49556,School
41812,Harem
37232,
38397,School
43767,Psychological
4742,
197,School
4574,Mecha
38192,Childcare
38192,Mecha
2245,
2934,Pets
41380,Isekai
41380,Survival
55,
27815,Strategy Game
50862,
37651,
6971,Mythology
6971,Super Power
33743,Love Polygon
33743,Music
33743,School
35757,
4242,Mecha
10338,School
33797,Mecha
33797,Space
1409,Mecha
9750,School
9750,Vampire
52969,Isekai
52969,Reincarnation
471,Harem
471,School
744,
22537,
2105,
10815,Mecha
28155,
32214,
4536,Mecha
4536,Space
10671,School
16486,Team Sports
10109,School
10109,Team Sports
9905,Team Sports
40934,
41283,Mythology
41283,Parody
41283,Strategy Game
2252,Mythology
14827,Harem
14827,School
3825,School
3825,Team Sports
4199,Historical
31630,Detective
31630,Workplace
10187,
1019,Historical
1019,School
34051,Otaku Culture
9736,Harem
9736,Isekai
3389,Strategy Game
50250,
35334,Anthropomorphic
35334,Music
35988,Reverse Harem
30127,Iyashikei
3101,Mecha
3101,Racing
23787,Parody
23787,Video Game
2686,Mecha
8553,
33341,Time Travel
4720,Harem
4720,Idols (Female)
4720,Music
3295,Parody
39326,Harem
39326,School
5153,Mecha
34934,Love Polygon
34934,School
1070,Showbiz
3182,Pets
10346,Combat Sports
32772,Strategy Game
17731,
10808,Mecha
10808,Space
2568,
4597,
33430,
30384,Idols (Female)
30384,Music
23325,Mecha
27741,Idols (Male)
27741,Music
27741,Performing Arts
5628,Space
30795,CGDCT
30795,School
40550,
706,Otaku Culture
9493,Mythology
9493,Parody
9493,Super Power
17705,Parody
225,Martial Arts
225,Super Power
3839,Mahou Shoujo
3839,School
36124,Psychological
41783,School
1694,Mecha
20533,Strategy Game
5725,Strategy Game
44276,Video Game
1035,
32360,Super Power
22215,Idols (Female)
22215,Music
54760,
2031,Isekai
42653,Idols (Female)
42653,Music
42653,School
2702,Strategy Game
40960,Harem
40960,Isekai
15547,Strategy Game
9479,
850,Harem
850,School
17651,Mahou Shoujo
9391,Mecha
17667,School
1988,
3435,Historical
4808,Detective
4808,Super Power
3131,
51305,Mecha
51305,Parody
18247,Harem
18247,Mecha
23121,School
6375,
50559,Mecha
50559,School
7103,
3823,
39701,
32039,Music
38923,
33244,
39699,Idols (Male)
39699,Music
417,
41372,Military
40786,Performing Arts
40786,School
8373,
2732,
50606,Magical Sex Shift
50606,Mythology
37036,Parody
37036,School
14989,Mecha
14989,Racing
34382,School
38767,
32407,
34497,Harem
34497,Isekai
40358,
3776,School
7109,
51632,Harem
51632,Isekai
51632,Reincarnation
27629,Super Power
8189,Parody
3915,Mecha
54431,Video Game
5022,Mecha
14283,
42506,CGDCT
42506,Military
5454,Mahou Shoujo
3315,Detective
3315,Mecha
1175,Combat Sports
1062,Anthropomorphic
41364,
37522,Psychological
591,Harem
16518,Isekai
3874,Team Sports
2156,Strategy Game
2495,Idols (Female)
2495,Music
1221,School
1221,Super Power
41074,Isekai
125,School
25397,Harem
25397,School
4800,
13185,
53428,Mythology
348,CGDCT
31573,Music
7176,
34525,School
13139,School
21167,
18771,Historical
18771,Martial Arts
18771,Samurai
336,
2281,Time Travel
6374,
685,Harem
685,School
6468,Gag Humor
37799,Gore
37799,Psychological
2718,
2738,
34501,Crossdressing
34501,Delinquents
34501,Martial Arts
34501,School
19585,
7575,
14199,Harem
14199,School
24705,Magical Sex Shift
24705,School
24705,Super Power
4013,
36023,School
36023,Super Power
38262,
14093,
1807,
10611,Harem
10611,School
54259,Delinquents
54259,Harem
54259,School
39194,
36418,Pets
37106,Music
4209,School
9884,
9107,
37598,Vampire
5201,
3819,Music
21033,School
12611,Parody
12611,Samurai
3800,Racing
37561,School
31157,Anthropomorphic
31157,Music
1661,School
295,Mecha
295,Military
295,Space
2572,Anthropomorphic
19367,
11268,Gag Humor
2280,Parody
4211,Delinquents
4211,School
33027,Super Power
817,Military
36108,Adult Cast
36108,CGDCT
2282,Historical
3444,Space
3444,Super Power
943,
39277,Mythology
10015,Strategy Game
20971,Music
20971,Performing Arts
20971,Reverse Harem
20971,School
23897,Pets
40045,
6428,Mecha
6428,Super Power
836,Harem
1673,
10319,Mecha
11385,Isekai
40526,
37646,Anthropomorphic
37646,Workplace
3834,
9950,Super Power
32682,
32601,School
9613,Historical
105,
21677,Mecha
21677,Space
2564,School
5276,Iyashikei
1193,School
1839,Anthropomorphic
28861,
6900,
38610,Performing Arts
38610,Romantic Subtext
38610,School
34368,
39199,Gore
39199,Military
16906,Workplace
40893,
1810,
614,Mahou Shoujo
6674,
23,Combat Sports
2075,
1456,Detective
4113,
2367,School
48842,Anthropomorphic
23309,Detective
23309,Harem
23309,Workplace
19825,Space
19825,Strategy Game
7245,
4744,Harem
4744,School
48776,Strategy Game
6970,Mecha
6511,Mecha
6511,Space
1537,
257,Martial Arts
257,School
257,Super Power
10324,Historical
10324,Parody
10324,Samurai
925,Mecha
925,Space
51252,
46471,
4154,Mecha
5143,Mecha
37008,Idols (Male)
37008,Music
31150,
42959,School
1746,Mecha
14693,
3503,Harem
3503,School
28207,
4439,Martial Arts
3845,Mahou Shoujo
3869,
39918,Idols (Female)
39918,Music
46381,Mecha
4339,School
4339,Team Sports
4667,Strategy Game
2142,
2127,Mecha
3519,
241,Harem
241,Isekai
241,School
35183,Adult Cast
35183,Team Sports
38254,
43760,
35427,Otaku Culture
35427,Parody
35427,School
32353,Anthropomorphic
833,Mecha
1704,Super Power
34427,Mecha
30524,
23067,Mecha
23067,Super Power
36511,Gore
36511,Psychological
36267,Mecha
36267,Space
19685,Harem
19685,School
6205,Harem
6205,Magical Sex Shift
6205,School
37254,
1617,Pets
20033,Idols (Female)
20033,Music
4459,
3877,Historical
3609,Mecha
3609,Space
3576,
6130,Educational
4614,Historical
5082,Strategy Game
5070,Mecha
36993,Team Sports
39523,Isekai
37188,
37739,Strategy Game
2885,
7551,Mecha
9900,Pets
30721,
1570,Harem
1570,School
36784,Anthropomorphic
36784,Workplace
51711,School
52830,Isekai
52830,School
2366,
39960,School
50204,Super Power
9952,Historical
9952,Strategy Game
10138,Educational
48742,
2613,
34799,
51381,
25717,
42892,Historical
39811,Adult Cast
39811,Military
32901,Otaku Culture
8764,Historical
51219,Isekai
40850,Team Sports
2285,Mecha
6117,School
3099,Mecha
3099,Super Power
171,Isekai
1607,
718,
888,Mecha
888,Military
888,Space
31422,CGDCT
31422,School
34903,Mecha
34903,School
48981,Mahou Shoujo
48981,Otaku Culture
48981,Psychological
37979,Gore
37979,Mahou Shoujo
37979,Military
32805,
49612,
53300,School
20931,
17211,
3399,Mecha
3399,Space
11275,Historical
40964,Mecha
7395,Strategy Game
3035,Mythology
39244,Strategy Game
30895,Music
30895,School
1884,
1048,Mythology
6981,Strategy Game
40594,
38549,Workplace
31994,
6919,Super Power
26443,
38835,Anthropomorphic
184,Mecha
184,Space
35714,
42072,Isekai
42072,Magical Sex Shift
25283,School
48466,Mecha
48633,Psychological
48633,School
48633,Strategy Game
9936,Harem
9936,Martial Arts
9936,School
9936,Super Power
7106,Mecha
6311,School
835,Harem
32301,Detective
32301,Mecha
3637,
7643,
30485,Gore
30485,Psychological
3146,Mecha
3146,Military
17147,School
8763,Historical
48644,Mecha
910,Martial Arts
33531,Mecha
1666,
3166,Gore
3166,Super Power
7334,Strategy Game
17687,
32379,Gore
32379,Military
50583,Isekai
69,Military
6771,
909,Mecha
909,Space
31338,Harem
31338,Mecha
31338,School
33012,Harem
33012,Time Travel
47163,Isekai
19151,Harem
19151,School
17681,
31804,
576,Harem
31223,School
31223,Video Game
980,Military
47391,
31914,Otaku Culture
31914,School
30455,Military
30455,School
3676,Martial Arts
3676,Mecha
3676,Space
470,
8999,
7079,
41899,Harem
2567,
2153,
36037,School
21487,
5311,Mecha
2789,Strategy Game
14237,Mecha
4975,Harem
4975,Psychological
3202,
37245,Mecha
3164,School
34565,
36894,
33739,Historical
6868,
12139,
12123,
4427,Martial Arts
5833,
50438,School
48365,Mythology
17873,
48415,Harem
48415,Reincarnation
48415,School
38670,Music
38670,School
38328,Military
301,Magical Sex Shift
6119,
1314,
29722,
33047,
1865,Parody
1865,Super Power
38268,
49871,School
6087,Mecha
8285,Mecha
8436,Historical
8436,Military
159,Mecha
159,Psychological
159,Space
159,Super Power
17092,
34403,Harem
34403,School
37438,Strategy Game
7522,
8065,Mecha
34550,Adult Cast
2162,Historical
5235,Strategy Game
3571,Racing
7605,
44274,Team Sports
15119,School
6979,Harem
33836,Harem
33836,School
31044,
35434,
555,Mecha
5600,Historical
4049,Super Power
33737,Mecha
33737,School
9395,Anthropomorphic
3810,
12929,Mythology
8184,
38749,
2769,
8956,
38830,Isekai
38830,Reincarnation
10623,
7405,Super Power
34502,
6397,
38203,Idols (Male)
37395,Mecha
40714,Mythology
40714,School
3075,Historical
3075,Time Travel
16347,
31566,
3881,
31631,
610,Time Travel
8287,Historical
8287,Mecha
10774,Historical
10774,Team Sports
12967,Reverse Harem
1600,
5292,Mecha
5292,Military
27693,
19947,School
19947,Team Sports
10965,
6452,Mecha
2823,
32023,Mecha
7956,
3873,Historical
9770,
34337,Historical
5129,Mecha
3822,Historical
33377,Detective
33377,Psychological
2699,
37940,School
51764,Harem
51764,Isekai
51764,Reincarnation
19257,School
3846,
1083,
2233,
42627,Gore
11859,
9806,Historical
9806,Martial Arts
31540,Anthropomorphic
31540,Idols (Male)
31540,Music
2574,
31091,School
18155,Workplace
10562,Racing
32572,Anthropomorphic
32572,Historical
32572,Parody
32572,Samurai
3768,Team Sports
19875,
7779,
44081,Idols (Male)
44081,Music
4383,Anthropomorphic
2575,
8538,School
5477,Parody
9598,
2552,
6731,Super Power
3812,
36423,
4599,
8449,Gore
8449,Survival
3975,
1591,School
7981,School
11873,
4024,
47161,Reincarnation
6520,
6629,
35712,Harem
35712,School
3132,Historical
55894,Video Game
2827,
10527,
12483,Mythology
12483,Vampire
28883,School
32309,
5278,
2609,Harem
2609,School
32274,
3723,
3391,School
37369,Anthropomorphic
37369,Historical
37369,Parody
37369,Samurai
5223,
31673,
13177,Educational
3932,Mecha
30291,School
30291,Super Power
2226,
3736,
46985,Harem
46985,Isekai
1583,Mecha
3844,School
3844,Team Sports
36516,
6920,Vampire
9881,Racing
29976,Mythology
29976,Reverse Harem
29976,School
29976,Vampire
