anime_id,url,title,title_english,source,episodes,status,aired start,aired finish,duration(minutes per episode),rating,score,scored by (#users),rank,popularity(rank),season,calculated year,year,broadcast day,producers,studios,genres,theme,demographic,members
3196,https://myanimelist.net/anime/3196/Wakakusa_no_Charlotte,Wakakusa no Charlotte,,Original,30,Finished Airing,10/29/1977,5/27/1978,25,G - All Ages,6.88,851,4630,9615,fall,1977,1977,Unknown,TV Asahi,Nippon Animation,"Drama, Slice of Life",Historical,NA,3032
32230,https://myanimelist.net/anime/32230/Xi_You_Ji,Xi You Ji,Journey to the West: Legends of the Monkey King,Novel,52,Finished Airing,7/23/1999,1/15/2000,22,PG - Children,6.88,386,4631,12878,summer,1999,1999,Unknown,CCTV Animation,Unknown,"Adventure, Fantasy",NA,NA,1006
39710,https://myanimelist.net/anime/39710/Yesterday_wo_Utatte,Yesterday wo Utatte,"Sing ""Yesterday"" for Me",Manga,12,Finished Airing,4/5/2020,6/21/2020,23,PG-13 - Teens 13 or older,6.88,139163,4632,757,spring,2020,2020,Sundays,"TV Asahi, Sotsu, Delfi Sound, Lucent Pictures Entertainment, CyberAgent, AbemaTV, DMM.futureworks",Doga Kobo,"Drama, Romance","Adult Cast, Love Polygon",Seinen,301507
2157,https://myanimelist.net/anime/2157/Koutetsushin_Jeeg,Koutetsushin Jeeg,,Original,13,Finished Airing,4/5/2007,7/12/2007,23,PG-13 - Teens 13 or older,6.88,2450,4637,7252,spring,2007,2007,Unknown,"Dynamic Planning, Kyoraku Industrial Holdings",Actas,Sci-Fi,Mecha,NA,6687
39388,https://myanimelist.net/anime/39388/Koisuru_Asteroid,Koisuru Asteroid,Asteroid in Love,4-koma manga,12,Finished Airing,1/3/2020,3/27/2020,23,PG-13 - Teens 13 or older,6.88,32800,4637,2184,winter,2020,2020,Fridays,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign",Doga Kobo,Slice of Life,"CGDCT, School",NA,85911
5962,https://myanimelist.net/anime/5962/Metal_Fight_Beyblade,Metal Fight Beyblade,Beyblade: Metal Fusion,Manga,51,Finished Airing,4/5/2009,3/28/2010,25,PG - Children,6.88,59698,4645,2128,spring,2009,2009,Sundays,"TV Tokyo, d-rights",Tatsunoko Production,"Adventure, Comedy, Sports",NA,Kids,90307
50586,https://myanimelist.net/anime/50586/Migi_to_Dali,Migi to Dali,Migi & Dali,Manga,13,Currently Airing,10/2/2023,,23,PG-13 - Teens 13 or older,6.87,2080,4646,4631,fall,2023,2023,Mondays,"Sotsu, Toei Video, AT-X, flying DOG, Nikkatsu, Live Viewing Japan, Bit grooove promotion, NetEase","Geek Toys, CompTown","Comedy, Mystery, Suspense",NA,Seinen,20546
2363,https://myanimelist.net/anime/2363/Pokemon_Housoukyoku,Pokemon Housoukyoku,Pokémon Chronicles,Game,16,Finished Airing,12/3/2002,9/28/2004,20,PG - Children,6.88,16033,4649,3798,winter,2002,2003,Unknown,Unknown,OLM,"Adventure, Comedy, Fantasy",NA,Kids,31706
37202,https://myanimelist.net/anime/37202/Radiant,Radiant,Radiant,Other,21,Finished Airing,10/6/2018,2/23/2019,24,PG-13 - Teens 13 or older,6.88,78022,4653,1119,fall,2018,2018,Saturdays,"Studio Hibari, NHK, NHK Enterprises",Lerche,"Action, Adventure, Fantasy",NA,NA,206543
19365,https://myanimelist.net/anime/19365/Samurai_Flamenco,Samurai Flamenco,Samurai Flamenco,Original,22,Finished Airing,10/11/2013,3/28/2014,23,R - 17+ (violence & profanity),6.88,47567,4654,1652,fall,2013,2013,Fridays,"Aniplex, Dentsu, Movic, Fuji TV, Kyoraku Industrial Holdings, Hobibox, DeNA",Manglobe,"Action, Comedy","Parody, Super Power",NA,129297
31229,https://myanimelist.net/anime/31229/Servamp,Servamp,SERVAMP,Manga,12,Finished Airing,7/5/2016,9/20/2016,24,R - 17+ (violence & profanity),6.88,115135,4654,826,summer,2016,2016,Tuesdays,"Frontier Works, Lantis, Kadokawa Shoten, AT-X, Sony Music Communications, Hakuhodo DY Music & Pictures, Yomiuri TV Enterprise, Adores, Heroz","Brains Base, Platinum Vision","Action, Fantasy",Vampire,Josei,279883
21671,https://myanimelist.net/anime/21671/Keroro,Keroro,,Unknown,23,Finished Airing,3/22/2014,9/6/2014,3,PG-13 - Teens 13 or older,6.87,3877,4655,6324,spring,2014,2014,Unknown,Unknown,Sunrise,"Comedy, Sci-Fi",NA,Shounen,9463
3356,https://myanimelist.net/anime/3356/Mahoutsukai_Sally,Mahoutsukai Sally,Sally the Witch,Manga,109,Finished Airing,12/5/1966,12/30/1968,25,G - All Ages,6.87,1213,4663,8600,winter,1966,1967,Mondays,Unknown,Toei Animation,Fantasy,"Mahou Shoujo, School",Shoujo,4331
3388,https://myanimelist.net/anime/3388/Majokko_Megu-chan,Majokko Megu-chan,,Original,72,Finished Airing,4/1/1974,9/29/1975,25,PG-13 - Teens 13 or older,6.87,824,4664,9217,spring,1974,1974,Unknown,Unknown,Toei Animation,NA,Mahou Shoujo,NA,3467
9693,https://myanimelist.net/anime/9693/Moshidora,Moshidora,,Novel,10,Finished Airing,4/25/2011,5/6/2011,25,PG-13 - Teens 13 or older,6.87,8885,4666,4521,spring,2011,2011,Mondays,NHK,Production I.G,"Drama, Sports",Team Sports,NA,21686
37926,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu,Nakanohito Genome [Jikkyouchuu],The Ones Within,Web manga,12,Finished Airing,7/7/2019,9/22/2019,23,PG-13 - Teens 13 or older,6.87,54099,4667,1655,summer,2019,2019,Sundays,"Lantis, AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Muse Communication, Bandai Namco Arts, Bit Promotion",SILVER LINK.,"Adventure, Drama, Mystery",Video Game,NA,129020
800,https://myanimelist.net/anime/800/NieA_Under_7,NieA Under 7,,Manga,13,Finished Airing,4/26/2000,7/19/2000,23,PG-13 - Teens 13 or older,6.87,10445,4668,3536,spring,2000,2000,Wednesdays,"Genco, Kadokawa Shoten, Pioneer LDC",Triangle Staff,"Sci-Fi, Slice of Life",Iyashikei,Shounen,36916
561,https://myanimelist.net/anime/561/Sakura_Taisen,Sakura Taisen,Sakura Wars TV,Game,25,Finished Airing,4/8/2000,9/23/2000,24,PG-13 - Teens 13 or older,6.87,7977,4676,4202,spring,2000,2000,Saturdays,"Shaft, Triangle Staff, TBS, Sega, Imagine",Madhouse,"Action, Adventure, Sci-Fi","Mecha, Performing Arts",NA,25789
538,https://myanimelist.net/anime/538/Shin_Tenchi_Muyou,Shin Tenchi Muyou!,Tenchi in Tokyo,Original,26,Finished Airing,4/1/1997,9/23/1997,23,PG-13 - Teens 13 or older,6.87,17821,4679,3552,spring,1997,1997,Tuesdays,"TV Tokyo, Pioneer LDC",AIC,"Comedy, Romance, Sci-Fi",Harem,NA,36561
623,https://myanimelist.net/anime/623/Shichinin_no_Nana,Shichinin no Nana,,Manga,25,Finished Airing,1/10/2002,6/27/2002,24,PG-13 - Teens 13 or older,6.87,1675,4679,7231,winter,2002,2002,Thursdays,"TV Tokyo, Hal Film Maker, Genco, Asatsu DK, d-rights, AT-X, Studio Jack",A.C.G.T.,"Adventure, Comedy, Romance",School,NA,6736
873,https://myanimelist.net/anime/873/hack__Roots,.hack//Roots,.hack//roots,Original,26,Finished Airing,4/6/2006,9/28/2006,24,PG-13 - Teens 13 or older,6.87,34961,4682,2396,spring,2006,2006,Thursdays,"TV Tokyo, Bandai Visual, CyberConnect2",Bee Train,"Adventure, Drama, Fantasy",Video Game,NA,73617
11457,https://myanimelist.net/anime/11457/Chibi☆Devi,Chibi☆Devi!,,Manga,75,Finished Airing,10/10/2011,2/17/2014,5,PG - Children,6.87,6873,4689,4698,fall,2011,2011,Mondays,"Shogakukan-Shueisha Productions, Half H.P Studio",SynergySP,"Fantasy, Supernatural",Childcare,Shoujo,19913
2595,https://myanimelist.net/anime/2595/DCII__Da_Capo_II,D.C.II: Da Capo II,,Visual novel,13,Finished Airing,10/2/2007,12/25/2007,25,PG-13 - Teens 13 or older,6.87,16121,4691,3555,fall,2007,2007,Unknown,Starchild Records,feel.,"Drama, Romance, Ecchi",School,NA,36489
29589,https://myanimelist.net/anime/29589/Denpa_Kyoushi,Denpa Kyoushi,Ultimate Otaku Teacher,Manga,24,Finished Airing,4/4/2015,9/26/2015,23,PG-13 - Teens 13 or older,6.87,69044,4691,1446,spring,2015,2015,Saturdays,"Yomiuri Telecasting, Shogakukan",A-1 Pictures,"Comedy, Romance","Otaku Culture, School",Shounen,153487
1022,https://myanimelist.net/anime/1022/Generator_Gawl,Generator Gawl,,Original,12,Finished Airing,10/7/1998,12/23/1998,24,PG-13 - Teens 13 or older,6.87,3504,4696,6273,fall,1998,1998,Tuesdays,Unknown,Tatsunoko Production,"Action, Adventure, Comedy, Drama, Sci-Fi",Time Travel,NA,9641
16726,https://myanimelist.net/anime/16726/gdgd_Fairies_2,gdgd Fairies 2,,Original,12,Finished Airing,1/10/2013,3/28/2013,15,PG - Children,6.87,1362,4697,9952,winter,2013,2013,Unknown,"Strawberry Meets Pictures, Bouncy",Unknown,"Comedy, Fantasy",NA,NA,2674
3710,https://myanimelist.net/anime/3710/Hakaba_Kitarou,Hakaba Kitarou,Graveyard Kitaro,Manga,11,Finished Airing,1/11/2008,3/21/2008,25,PG-13 - Teens 13 or older,6.87,3865,4699,5772,winter,2008,2008,Fridays,"Dentsu, Yomiko Advertising, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment, Fujipacific Music",Toei Animation,"Horror, Supernatural",NA,NA,11759
40359,https://myanimelist.net/anime/40359/Ikebukuro_West_Gate_Park,Ikebukuro West Gate Park,Ikebukuro West Gate Park,Novel,12,Finished Airing,10/6/2020,12/22/2020,23,PG-13 - Teens 13 or older,6.87,36408,4699,1769,fall,2020,2020,Tuesdays,"Nippon Columbia, Kadokawa",Doga Kobo,"Drama, Mystery",Delinquents,NA,117501
21407,https://myanimelist.net/anime/21407/Happiness_Charge_Precure,Happiness Charge Precure!,,Original,49,Finished Airing,2/2/2014,1/25/2015,24,G - All Ages,6.87,4476,4702,5786,winter,2014,2014,Unknown,Unknown,Toei Animation,"Action, Fantasy",Mahou Shoujo,NA,11698
636,https://myanimelist.net/anime/636/Juubee-chan_2__Siberia_Yagyuu_no_Gyakushuu,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Jubei-chan 2: The Counterattack of Siberia Yagyu,Original,13,Finished Airing,1/8/2004,4/1/2004,25,PG-13 - Teens 13 or older,6.87,4292,4703,5898,winter,2004,2004,Unknown,TV Tokyo Music,Madhouse,"Action, Adventure, Comedy, Drama","Martial Arts, Samurai",NA,11161
3737,https://myanimelist.net/anime/3737/Usavich,Usavich,Usavich,Original,13,Finished Airing,1/1/2006,1/1/2007,1,PG-13 - Teens 13 or older,6.87,3920,4708,7206,,2006,,Unknown,Unknown,Kanaban Graphics,"Adventure, Comedy",NA,NA,6804
3457,https://myanimelist.net/anime/3457/Vampire_Knight,Vampire Knight,Vampire Knight,Manga,13,Finished Airing,4/8/2008,7/1/2008,24,PG-13 - Teens 13 or older,6.87,348398,4709,348,spring,2008,2008,Unknown,"TV Tokyo, Aniplex, Nihon Ad Systems",Studio Deen,"Drama, Mystery, Romance, Supernatural","Love Polygon, Vampire",Shoujo,592708
308,https://myanimelist.net/anime/308/Zettai_Shounen,Zettai Shounen,,Original,26,Finished Airing,5/21/2005,11/19/2005,25,PG-13 - Teens 13 or older,6.86,3976,4717,4663,spring,2005,2005,Saturdays,"Bandai Visual, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio",Ajia-do,"Drama, Fantasy, Mystery, Sci-Fi",NA,NA,20261
